evaluation,iteration,point_index,phi_applied,target_flux,simulated_flux,point_objective,converged,steps_taken,final_relative_change,final_absolute_change,diagnostics_valid,reason,dJ_dk0_0,dJ_dk0_1,dJ_dk0_2,dJ_dk0_3
1,0,0,-1.0,-0.008122387304030951,-0.0031210153839122453,1.2506860541675824e-05,1,9,0.0,0.0,1,,-0.009527951125806835,-0.00018846264742504744,-1.4219085779974658e-05,-9.004534843067264e-09
1,0,1,-2.0,-0.02789442154196056,-0.02372480780522268,8.692839356797329e-06,1,10,0.0,0.0,1,,-0.03706497367545141,-0.0059355576676560955,-0.00011062819973882201,-5.671886345828874e-07
1,0,2,-3.0,-0.061296974539645534,-0.06629383971065553,1.2484330768626714e-05,1,9,0.0,0.0,1,,0.05512292181451907,0.03809250398906134,0.00024678890877196107,5.460051911330544e-06
1,0,3,-4.0,-0.10806108394883196,-0.10627810133635991,1.5895134981888736e-06,1,9,0.0,0.0,1,,-0.014505875808703756,-0.029295248624772632,-8.659166686065537e-05,-5.59877706446832e-06
1,0,4,-5.0,-0.13548126398906657,-0.13484357671541544,2.0332252948812694e-07,1,8,0.0,0.0,1,,-0.0032524359784253483,-0.014652358512549297,-2.4268945946754892e-05,-3.5003666392788943e-06
1,0,5,-6.5,-0.15931503094253247,-0.15978052892890454,1.083441876585132e-07,1,8,0.0,0.0,1,,0.0009920696996120327,0.010109830989888578,9.623381335561509e-06,3.1397368296768516e-06
1,0,6,-8.0,-0.1716718651389106,-0.1715112046900554,1.2905889912911207e-08,1,8,0.0,0.0,1,,-0.0001413121237320988,-0.0020614824794371223,-1.6871028682376649e-06,-7.879626469471832e-07
1,0,7,-10.0,-0.17359786690865228,-0.1777454156817958,8.601080412796413e-06,1,8,0.0,0.0,1,,0.0012596533354392626,0.01933264482102313,1.879849990112596e-05,9.236921813314968e-06
1,0,8,-13.0,-0.18080749195004384,-0.18078904742376903,1.7010027476178945e-10,1,7,0.0,0.0,1,,-2.0851484839253644e-06,-1.198699542197674e-05,-4.045316374430374e-08,-7.445428324408206e-09
1,0,9,-17.0,-0.1820896560953913,-0.18261827077111648,1.397167376963125e-07,1,7,0.0,0.0,1,,3.7249318702028766e-05,0.00015504627905874981,9.45016537647817e-07,1.259349473198354e-07
1,0,10,-22.0,-0.18910360027324252,-0.18422709242226043,1.1890164410342963e-05,1,6,2.6238106841968806e-08,4.833770134160531e-09,1,,-0.0002065263660824746,-0.0005861557134742691,-6.780634543603488e-06,-6.161290398187187e-07
1,0,11,-28.0,-0.18325624077139477,-0.18575311206872108,3.1171831377062727e-06,1,6,6.429625619726137e-08,1.1943229683009093e-08,1,,5.42807911306588e-05,-0.0003529933583286039,2.2681739256222837e-06,-4.722375975311165e-07
1,0,12,-35.0,-0.18851263219399492,-0.18724245385740068,8.066765033759795e-07,1,6,0.0,0.0,1,,-1.3648127676525253e-05,0.00029863997169380177,-7.128748191734515e-07,4.994039527655289e-07
1,0,13,-41.0,-0.1859119715816313,-0.18839685290312905,3.087317590966935e-06,1,5,1.9445324385256546e-07,3.663438630230331e-08,1,,1.5335484453272066e-05,-0.0004250173484762177,9.383254812669126e-07,-8.325810265197433e-07
1,0,14,-46.5,-0.18860935668510956,-0.18939603567925006,3.09431919909823e-07,1,5,2.263791230712886e-07,4.287530847024712e-08,1,,2.877237416490287e-06,-8.557906685214855e-05,1.996644773754271e-07,-1.9013255964697958e-07
2,0,0,-1.0,-0.008122387304030951,-0.003121081807887973,1.250652833287487e-05,1,9,0.0,0.0,1,,-0.009527538968036526,-0.00018842479970761016,-1.4219284147143815e-05,-9.002693695478462e-09
2,0,1,-2.0,-0.02789442154196056,-0.023724643971768215,8.693522492440308e-06,1,9,0.0,0.0,1,,-0.037131845971204634,-0.005936061199736945,-0.00011083413472122402,-5.672346827145149e-07
2,0,2,-3.0,-0.061296974539645534,-0.06629306017289273,1.2480435827369859e-05,1,9,0.0,0.0,1,,0.055114479458835595,0.03808966366977992,0.0002467652286733002,5.459624882418914e-06
2,0,3,-4.0,-0.10806108394883196,-0.10627708277224711,1.5913300990281163e-06,1,9,0.0,0.0,1,,-0.014517083924688031,-0.02931943209254988,-8.666353063706789e-05,-5.603378469590002e-06
2,0,4,-5.0,-0.13548126398906657,-0.1348426542240921,2.0391121596018841e-07,1,8,0.0,0.0,1,,-0.003257072048113466,-0.01467465439529613,-2.4304929686049644e-05,-3.5056802186565375e-06
2,0,5,-6.5,-0.15931503094253247,-0.15977993464073512,1.0806772430153472e-07,1,8,0.0,0.0,1,,0.0009911518771884076,0.010096017353479229,9.615028229534306e-06,3.1354353963555973e-06
2,0,6,-8.0,-0.1716718651389106,-0.17151087939782245,1.2958204416584824e-08,1,7,0.0,0.0,1,,-0.0001420162997053293,-0.0020797388729318677,-1.6956069144912573e-06,-7.949379091771005e-07
2,0,7,-10.0,-0.17359786690865228,-0.17774527041324992,8.600477914968619e-06,1,7,2.5855339201545443e-08,4.5956643768274574e-09,1,,0.0012558117616786027,0.01950607546870926,1.8742242182939828e-05,9.319751058150355e-06
2,0,8,-13.0,-0.18080749195004384,-0.18078897919109643,1.7136112193311963e-10,1,6,0.0,0.0,1,,-2.0773662271176137e-06,-1.4637016137094254e-05,-4.0304488901286795e-08,-9.091390572433535e-09
2,0,9,-17.0,-0.1820896560953913,-0.18261821267060438,1.396860266007862e-07,1,6,0.0,0.0,1,,3.6550373889768756e-05,0.0001796770536039032,9.273373338102573e-07,1.4594054054250136e-07
2,0,10,-22.0,-0.18910360027324252,-0.1842270441987711,1.1890399573730087e-05,1,5,2.1502532604994858e-07,3.961348024605904e-08,1,,-0.0002048663352376909,-0.0005886215928832126,-6.726517534004798e-06,-6.187187570475684e-07
2,0,11,-28.0,-0.18325624077139477,-0.1857530822676266,3.1171087286528867e-06,1,5,1.6927514495964712e-07,3.144337992755375e-08,1,,5.401978773096562e-05,-0.00037121500821191866,2.257396793546023e-06,-4.966128691122729e-07
2,0,12,-35.0,-0.18851263219399492,-0.18724243649717331,8.066985541113879e-07,1,5,5.93707100617072e-08,1.1116716408521299e-08,1,,-1.340791023105559e-05,0.00029119116657912733,-7.003677456676865e-07,4.869458315800785e-07
2,0,13,-41.0,-0.1859119715816313,-0.1883968439321251,3.0872952991270495e-06,1,5,1.2711369102522342e-07,2.394782125381134e-08,1,,1.535087964608128e-05,-0.0004256790519723871,9.393211965303414e-07,-8.338742196403215e-07
2,0,14,-46.5,-0.18860935668510956,-0.189396026868713,3.0942498888421146e-07,1,5,2.3146650716745553e-07,4.383883681069456e-08,1,,2.8794521436319584e-06,-8.56781322988669e-05,1.9982959907484564e-07,-1.9035196107305326e-07
3,1,0,-1.0,-0.008122387304030951,-0.003160422293511853,1.2310548382807785e-05,1,8,0.0,0.0,1,,-0.009319043138809373,-0.00018900711433799143,-1.4281608735472915e-05,-9.029645809290532e-09
