V_RHE,observable,param,adjoint,fd,rel_err,verdict
0.2,cd,log_k0_1,-0.01628437265943605,-0.016233798455771165,0.003115364762145697,PASS
0.2,cd,log_k0_2,-4.354595830780875e-12,7.2624545266464224e-09,1.1980091069579648e-08,PASS-NEAR0
0.2,cd,alpha_1,-0.6084635491638767,-0.6065737798045118,0.003115481450540035,PASS
0.2,cd,alpha_2,-4.354586247803189e-10,2.5383861679273423e-09,4.902692618309483e-09,PASS-NEAR0
0.2,pc,log_k0_1,-5.118447336688686e-09,-4.84377554748781e-09,0.05670613481323115,FAIL
0.2,pc,log_k0_2,6.063046942088072e-12,-7.250984150470306e-09,1.0008361688311918,FAIL
0.2,pc,alpha_1,-1.912501451044643e-07,-1.8098627707535176e-07,0.05671075285359499,FAIL
0.2,pc,alpha_2,6.063044137314113e-10,-1.3907576262503496e-09,1.4359526076201221,FAIL
