phi_applied,target_primary,simulated_primary,target_secondary,simulated_secondary
-1,-0.002487472628692489,-0.002701077563350644,-0.002037117351984403,-0.00269762050290733
-2,-0.02340628769495274,-0.02245197065050916,-0.02094170364994419,-0.02222723552368793
-3,-0.06477056956628323,-0.06574076066930444,-0.06333339791782359,-0.0634963884978777
-4,-0.1069978687145439,-0.1067301563630697,-0.1025324149083589,-0.09932909308833307
-5,-0.1375463225152408,-0.1357740399999951,-0.1190684518165829,-0.121054830976034
-6,-0.1535713093831789,-0.154352126353782,-0.131373497521937,-0.132278232417237
-7,-0.1621867293734878,-0.1655839758981071,-0.139417062760819,-0.1379129180005717
-8,-0.1696244956881482,-0.1721198851083744,-0.1403411774956293,-0.1411427268346439
-9,-0.1777534819190489,-0.1758603775921696,-0.143362447225946,-0.1434517441443631
-10,-0.1814173452222933,-0.1780322414717609,-0.1456811764319968,-0.1454058204625601
