evaluation,objective,grad_norm,k0_0,k0_1,alpha_0,alpha_1
1,0.014990050921092865,0.11602645337628507,8.492662151367572e-05,4.5880285758523514e-05,0.6297035587688262,0.5173645186018533
2,0.005650341925150649,0.0477921340398821,9.070680236972728e-05,4.359420691744753e-05,0.7128089237041005,0.4449408840341101
3,0.0030410597579002734,0.018483704799226106,9.688420834446285e-05,4.218158751005684e-05,0.7774684158470332,0.4041424502411971
4,0.0022666409005488936,0.009133176125950404,0.00010360408537841353,4.153565921877918e-05,0.8262781163240799,0.39173863432188655
5,0.0017814113203877156,0.005264868363490259,0.00011486583017171801,4.131131864642627e-05,0.8842525907731189,0.40033248484494754
6,0.0014083588620076464,0.005082220088978102,0.0001335625664618743,4.172431287222307e-05,0.9498803047460397,0.4390617715371692
7,0.0009086589733395504,0.003952194094855687,0.00016474649636751668,4.303089065430709e-05,0.95,0.5196997675379909
8,0.002304241508167687,0.04398732569627585,0.000523079959931766,4.625595589992817e-05,0.95,0.9112473445735386
9,0.00037857820145812196,0.005088399526293415,0.00025101988839651353,4.4179543757003574e-05,0.95,0.662421496444862
10,0.0002260189712093319,0.004956471513231987,0.0003280160180170264,4.3557233145901046e-05,0.95,0.7078395111686095
11,0.00011775145182525714,0.002432160401403529,0.0004874410144832012,4.1159182394791094e-05,0.95,0.7276811478835786
12,0.00010078839073832475,0.0004443496292806153,0.0004985068719882824,4.108230834935694e-05,0.9364524672212894,0.7338986030748612
13,9.641000687691724e-05,0.00045182854507886967,0.0005036631138799821,4.0769205403640394e-05,0.9267388415156333,0.7287306312138874
14,7.467963290469281e-05,0.001540900911441233,0.0005764195813278166,3.82147336644748e-05,0.8590426272607101,0.6925130475618798
15,5.444240992626196e-05,0.0018956613121948811,0.0007151469281423382,3.4918607090208826e-05,0.7737644533079707,0.6457452035055383
16,3.791765984483237e-05,0.001178959459260649,0.0009190651185058468,3.198371503470727e-05,0.6940520624182456,0.6018534476792128
17,3.310145350339293e-05,0.0002569356626428381,0.001037533125932974,3.093711909671927e-05,0.665037910283264,0.5855067694341318
18,3.289866841525167e-05,3.6855878368533804e-05,0.0010528696324517944,3.085006668150271e-05,0.6623576056670227,0.5831846137062976
19,3.2889341532572896e-05,4.168040643909862e-05,0.0010538949598716913,3.0863635527578445e-05,0.6623135239536597,0.5830930437267594
20,3.2835543439230756e-05,9.643812936287779e-05,0.0010576404422376767,3.098672677798288e-05,0.6621424185637735,0.5824375023556749
21,3.272158232745276e-05,0.00018156464725133472,0.0010644995126748592,3.130790230541755e-05,0.6615143355313833,0.5807873354373116
22,3.243572709014854e-05,0.00031478802165824853,0.0010798847844735407,3.2252917202340807e-05,0.6596971279106607,0.5762959969737
23,3.1857642447937395e-05,0.0004377964896898676,0.0011079843995760513,3.434473973748808e-05,0.6552792053306437,0.5665969138295521
24,3.07893396598481e-05,0.0005034377571886004,0.001153348216621012,3.915021654695798e-05,0.6469548069693472,0.5467033278409463
25,3.087463526036222e-05,0.00020872545215778028,0.0013346983172943963,4.3816618138040925e-05,0.6038962365035629,0.5094863645834837
26,3.0399622423861554e-05,0.0003561440586015161,0.0012364245330548586,4.130728595083726e-05,0.6264467225899505,0.5289775042807924
27,2.994192859665176e-05,9.804393314161065e-05,0.0012109340000498953,5.2797567849619746e-05,0.6325970643519604,0.5037082376633248
28,2.9371560107146472e-05,9.234599107992667e-05,0.0012098856589601893,4.6455811351074e-05,0.6293496274036897,0.5160382713571674
