evaluation,iteration,point_index,phi_applied,target_observable,simulated_observable,target_flux,simulated_flux,point_objective,dJ_dkappa0,dJ_dkappa1,converged,steps_taken,final_relative_change,final_absolute_change,diagnostics_valid,reason
3,1,0,0.0,0.15283692351171685,0.10033749718507169,0.15283692351171685,0.10033749718507169,0.0013780948823134563,-0.0013212987450064865,-0.00448175950463526,1,21,0.00017883851591560943,1.7947418777003454e-05,1,
3,1,1,0.002857142857142857,0.15164222398564503,0.09255105875880366,0.15164222398564503,0.09255105875880366,0.0017458829039327347,-0.0014062774207785932,-0.005807810658790208,1,20,0.0002275458312258356,2.106440071267257e-05,1,
3,1,2,0.005714285714285714,0.15768304391864116,0.08481311522052806,0.15768304391864116,0.08481311522052806,0.002655013254234272,-0.0016275033641169104,-0.008268380164736418,1,20,0.0002210728978078942,1.8754027161047016e-05,1,
3,1,3,0.008571428571428572,0.15752328104076163,0.07709407022663023,0.15752328104076163,0.07709407022663023,0.0032344289760923173,-0.0016704256655492714,-0.010585549159443786,1,20,0.00021272764990042846,1.640352986492788e-05,1,
3,1,4,0.011428571428571429,0.1757575919983836,0.06933528388793543,0.1757575919983836,0.06933528388793543,0.00566285383177696,-0.0020310579204156336,-0.016360693270047542,1,20,0.00020212521906100712,1.401724268275395e-05,1,
3,1,5,0.014285714285714285,0.15500963246407307,0.06145775061105975,0.15500963246407307,0.06145775061105975,0.004375977299120499,-0.0016143563095110539,-0.01697470351050126,1,20,0.00018866174183276415,1.1596914173434003e-05,1,
3,1,6,0.017142857142857144,0.14154558325286135,0.053352634790701514,0.14154558325286135,0.053352634790701514,0.0038889980792243552,-0.0013444531001425538,-0.019196920844395646,1,19,0.00021866280564043284,1.1668788341641367e-05,1,
3,1,7,0.02,0.17423541959823166,0.04480690665744909,0.17423541959823166,0.04480690665744909,0.008375869981031318,-0.001678529464467131,-0.034696098253817906,1,18,0.00023941524619650728,1.0730025520398756e-05,1,
3,1,8,0.022857142857142857,0.18051762045906747,0.035404854798473336,0.18051762045906747,0.035404854798473336,0.010528857378832353,-0.0014897464352997634,-0.05037569738415546,1,17,0.00023103118486117333,8.181515739204281e-06,1,
3,1,9,0.025714285714285714,0.18505623210130806,0.02391488792486296,0.18505623210130806,0.02391488792486296,0.01298326640149662,-0.0010708808522133558,-0.08331880233500738,1,14,0.0002021169708172384,4.8345818558469256e-06,1,
3,1,10,0.02857142857142857,0.2001595140501302,-0.0032379609114062944,0.2001595140501302,-0.0032379609114062944,0.020685266410366016,-0.000328190674936018,-0.34301840948897355,1,39,0.00023744811035747158,7.68847699824781e-07,1,
3,1,11,0.03142857142857143,0.2100297946708123,-0.014481580265546865,0.2100297946708123,-0.014481580265546865,0.025202678737905448,0.001081716852165617,-0.411455984952976,1,15,0.00018788514862353494,2.7213851683527412e-06,1,
3,1,12,0.03428571428571429,0.2177630371219735,-0.018270931314244194,0.2177630371219735,-0.018270931314244194,0.02785601712787627,0.001661006492623481,-0.5291132366809943,1,19,0.00023297488162730862,4.257659987988438e-06,1,
3,1,13,0.037142857142857144,0.23685192629599827,nan,0.23685192629599827,nan,1000000000.0,0.0,0.0,0,1,nan,nan,0,"Error: error code 91
[0] SNESSolve() at /Users/jakeweinstein/Desktop/ResearchForwardSolverClone/FireDrakeEnvCG/petsc/src/snes/interface/snes.c:4906
[0] SNESSolve_NEWTONLS() at /Users/jakeweinstein/Desktop/ResearchForwardSolverClone/FireDrakeEnvCG/petsc/src/snes/impls/ls/ls.c:253
[0] SNESSolve has not converged due to DIVERGED_LINE_SEARCH. Suggest running with -snes_linesearch_monitor"
3,1,14,0.04,0.2481075745648836,nan,0.2481075745648836,nan,1000000000.0,0.0,0.0,0,1,nan,nan,0,"Error: error code 91
[0] SNESSolve() at /Users/jakeweinstein/Desktop/ResearchForwardSolverClone/FireDrakeEnvCG/petsc/src/snes/interface/snes.c:4906
[0] SNESSolve_NEWTONLS() at /Users/jakeweinstein/Desktop/ResearchForwardSolverClone/FireDrakeEnvCG/petsc/src/snes/impls/ls/ls.c:253
[0] SNESSolve has not converged due to DIVERGED_LINE_SEARCH. Suggest running with -snes_linesearch_monitor"
4,1,0,0.0,0.15283692351171685,0.26989080153366646,0.15283692351171685,0.26989080153366646,0.0068508051799886505,0.0012690549094779913,0.0012710406790642154,1,20,0.00013343744586844154,3.601834541605564e-05,1,
4,1,1,0.002857142857142857,0.15164222398564503,0.27015305828749464,0.15164222398564503,0.27015305828749464,0.007022408923460625,0.001214948497412948,0.0013562977481372876,1,20,0.0001333177706842202,3.602100571459266e-05,1,
4,1,2,0.005714285714285714,0.15768304391864116,0.27095570261770935,0.15768304391864116,0.27095570261770935,0.006415347604377439,0.0010940011331518943,0.001361911855784878,1,20,0.00013295341625554276,3.6029276532345555e-05,1,
4,1,3,0.008571428571428572,0.15752328104076163,0.2723050993997185,0.15752328104076163,0.2723050993997185,0.006587432912893823,0.001040156293340751,0.0014454472645185118,1,20,0.00013234514705529377,3.604302854387509e-05,1,
4,1,4,0.011428571428571429,0.1757575919983836,0.27421210547692315,0.1757575919983836,0.27421210547692315,0.004846645612148538,0.0008333976481901603,0.0012948014412474573,1,20,0.00013149420094461908,3.606204364864363e-05,1,
4,1,5,0.014285714285714285,0.15500963246407307,0.27669248116520545,0.15500963246407307,0.27669248116520545,0.007403357834010794,0.000957351096564687,0.0016664925662562362,1,20,0.00013040222353539774,3.608602047677767e-05,1,
4,1,6,0.017142857142857144,0.14154558325286135,0.2797675074154138,0.14154558325286135,0.2797675074154138,0.009552650159599567,0.001005076123362434,0.0019657993400778117,1,20,0.00012907116134575224,3.6114578439494505e-05,1,
4,1,7,0.02,0.17423541959823166,0.28346485600935073,0.17423541959823166,0.28346485600935073,0.005965534889345219,0.0007293647831970717,0.0016086494515018307,1,20,0.0001275030738330893,3.6147249350249044e-05,1,
4,1,8,0.022857142857142857,0.18051762045906747,0.2878197839650612,0.18051762045906747,0.2878197839650612,0.005756877146534173,0.0006530528904691482,0.0016316271838186503,1,20,0.00012570001307703825,3.6183498874520215e-05,1,
4,1,9,0.025714285714285714,0.18505623210130806,0.29287675722460693,0.18505623210130806,0.29287675722460693,0.005812632818931393,0.0005928397166230492,0.0016875555633200166,1,20,0.00012366375603651859,3.622271929171195e-05,1,
4,1,10,0.02857142857142857,0.2001595140501302,0.2987279241223674,0.2001595140501302,0.2987279241223674,0.004857865732083591,0.00048434776100563903,0.0015825022842831172,1,19,0.0001726811104528602,5.159357889722438e-05,1,
4,1,11,0.03142857142857143,0.2100297946708123,0.3053711311135577,0.2100297946708123,0.3053711311135577,0.004544985217345137,0.0004132591727832246,0.0015641572878524715,1,19,0.00016920819567341176,5.168004279326732e-05,1,
4,1,12,0.03428571428571429,0.2177630371219735,0.31293159010069493,0.2177630371219735,0.31293159010069493,0.004528526738031224,0.0003577991046445294,0.0015881882125402865,1,19,0.00016540822355788035,5.17700216010053e-05,1,
4,1,13,0.037142857142857144,0.23685192629599827,0.3215229069447041,0.23685192629599827,0.3215229069447041,0.003584587482005658,0.00027000076239319486,0.0014292228058099172,1,19,0.00016127610087935992,5.1862324928986236e-05,1,
4,1,14,0.04,0.2481075745648836,0.33129193278694063,0.2481075745648836,0.33129193278694063,0.003459818726408626,0.00021804267920165257,0.0014098779606696102,1,19,0.00015680262272350028,5.195559072102007e-05,1,
5,1,0,0.0,0.15283692351171685,0.21733933911413342,0.15283692351171685,0.21733933911413342,0.0020802808092733934,0.0009694018435723403,0.0012265149995742538,1,20,0.00017910082486477597,3.8932627776655515e-05,1,
5,1,1,0.002857142857142857,0.15164222398564503,0.21650167609857612,0.15164222398564503,0.21650167609857612,0.0021033742641950186,0.0009214667262472902,0.001310686035468819,1,20,0.0001795760719852182,3.888550347797004e-05,1,
5,1,2,0.005714285714285714,0.15768304391864116,0.2162269743745465,0.15768304391864116,0.2162269743745465,0.0017136958966127566,0.0007829770699936745,0.001252878332129936,1,20,0.0001796804809451837,3.885874890763308e-05,1,
5,1,3,0.008571428571428572,0.15752328104076163,0.21652642404277767,0.15752328104076163,0.21652642404277767,0.001740685442057941,0.0007394286161993085,0.001332789003008365,1,20,0.00017940556328822102,3.8853015519313416e-05,1,
5,1,4,0.011428571428571429,0.1757575919983836,0.21741703596587802,0.1757575919983836,0.21741703596587802,0.000867754635840647,0.0004866839895654017,0.0009900997964273305,1,20,0.00017874297797344194,3.886871598074437e-05,1,
5,1,5,0.014285714285714285,0.15500963246407307,0.21892243593618427,0.15500963246407307,0.21892243593618427,0.002042423223832069,0.000691988576716133,0.0015932809627308834,1,20,0.0001776844459586742,3.8906024732693334e-05,1,
5,1,6,0.017142857142857144,0.14154558325286135,0.221074066642652,0.14154558325286135,0.221074066642652,0.003162389835140316,0.0007926908831333437,0.0020731953995402432,1,20,0.00017622153071840174,3.896487687615746e-05,1,
5,1,7,0.02,0.17423541959823166,0.2239129395003426,0.17423541959823166,0.2239129395003426,0.0012339279918122538,0.0004522960699874034,0.0013500430081280232,1,20,0.00017434528754605547,3.904497312953725e-05,1,
5,1,8,0.022857142857142857,0.18051762045906747,0.22749216250262433,0.18051762045906747,0.22749216250262433,0.0011033038001012376,0.0003870640826171684,0.0013265361564277942,1,20,0.00017204572102445603,3.914578799049662e-05,1,
5,1,9,0.025714285714285714,0.18505623210130806,0.23188060843365405,0.18505623210130806,0.23188060843365405,0.0010962611094563345,0.0003452707030185775,0.0013692357685556882,1,20,0.00016931097986821065,3.926658128969307e-05,1,
5,1,10,0.02857142857142857,0.2001595140501302,0.23716832539393493,0.2001595140501302,0.23716832539393493,0.0006848260585403765,0.00024079547297328142,0.0011161787457905268,1,20,0.00016612617021444248,3.940641203017958e-05,1,
5,1,11,0.03142857142857143,0.2100297946708123,0.24347472013652038,0.2100297946708123,0.24347472013652038,0.0005592815197036486,0.0001885429879691455,0.0010353802673579574,1,20,0.00016247157216092752,3.956414861144841e-05,1,
5,1,12,0.03428571428571429,0.2177630371219735,0.2509613600500505,0.2177630371219735,0.2509613600500505,0.0005510643226182215,0.00015818955627656085,0.0010484346836622058,1,20,0.00015831989557172282,3.973846770571887e-05,1,
5,1,13,0.037142857142857144,0.23685192629599827,0.25985289158851343,0.23685192629599827,0.25985289158851343,0.0002645222021934448,8.937126092875599e-05,0.0007346453168389901,1,20,0.00015363188719547187,3.992782431494479e-05,1,
5,1,14,0.04,0.2481075745648836,0.2704731869693625,0.2481075745648836,0.2704731869693625,0.0002501103091139249,6.691988891766516e-05,0.0007129934586609256,1,20,0.00014834833748246536,4.013020086907071e-05,1,
6,2,0,0.0,0.15283692351171685,1.7999995457636933e-07,0.15283692351171685,1.7999995457636933e-07,0.011679535083640205,-0.013755294683716387,-0.013755294683716387,1,5,0.0,0.0,1,
6,2,1,0.002857142857142857,0.15164222398564503,1.81180460816268e-07,0.15164222398564503,1.81180460816268e-07,0.01149765457306415,-0.012070971317385638,-0.015403586014389112,1,5,9.283792855089534e-06,1.6820418676078983e-12,1,
6,2,2,0.005714285714285714,0.15768304391864116,1.8478973284558135e-07,0.15768304391864116,1.8478973284558135e-07,0.012431942031534065,-0.01106335700019334,-0.018074796277702605,1,5,3.787437974554112e-05,6.998796514870641e-12,1,
6,2,3,0.008571428571428572,0.15752328104076163,1.9104383795726308e-07,0.15752328104076163,1.9104383795726308e-07,0.01240676194109009,-0.009688211518777252,-0.020405581187918968,1,5,8.790460229619732e-05,1.6793632596772378e-11,1,
6,2,4,0.011428571428571429,0.1757575919983836,2.0035295733941163e-07,0.1757575919983836,2.0035295733941163e-07,0.01544533035900085,-0.00939893256300666,-0.025814555353265704,1,5,0.00016388527035979923,3.2834898580954795e-11,1,
6,2,5,0.014285714285714285,0.15500963246407307,2.1342241565942819e-07,0.15500963246407307,2.1342241565942819e-07,0.012013959995816764,-0.007122327396371366,-0.02596012911684658,1,5,0.00027482204513641856,5.865318474947886e-11,1,
6,2,6,0.017142857142857144,0.14154558325286135,2.3147313197402153e-07,0.14154558325286135,2.3147313197402153e-07,0.010017543305223291,-0.005489380303239665,-0.02727453121851266,1,5,0.00044028344730709005,1.019137885044912e-10,1,
6,2,7,0.02,0.17423541959823166,2.5677481425514473e-07,0.17423541959823166,2.5677481425514473e-07,0.015178945982051602,-0.00554402995994147,-0.03919511060531131,1,5,0.0007112388721739677,1.8262822929350917e-10,1,
6,2,8,0.022857142857142857,0.18051762045906747,2.942308885356454e-07,0.18051762045906747,2.942308885356454e-07,0.016293252534284264,-0.0044792197171405835,-0.04863445042781259,1,5,0.0012700599587660345,3.7369087016127554e-10,1,
6,2,9,0.025714285714285714,0.18505623210130806,3.5844377630853324e-07,0.18505623210130806,3.5844377630853324e-07,0.017122838187577153,-0.003178532121571672,-0.0631533785897258,1,5,0.003327591177706313,1.1927543477480105e-09,1,
6,2,10,0.02857142857142857,0.2001595140501302,6.29421783955328e-07,0.2001595140501302,6.29421783955328e-07,0.020031789547833374,-0.0007046151931062361,-0.1252752905540329,1,5,0.09395207422768648,5.9135482166693815e-08,1,
6,2,11,0.03142857142857143,0.2100297946708123,2.0073739075023167e-06,0.2100297946708123,2.0073739075023167e-06,0.02205583571841528,0.001614702993208825,-0.4232111086944073,1,10,0.011629514996315838,2.3344784960511313e-08,1,
6,2,12,0.03428571428571429,0.2177630371219735,2.545944664022709e-06,0.2177630371219735,2.545944664022709e-06,0.02370981575889298,0.0019657041865241394,-0.5563718647343759,1,10,0.012880090319138879,3.279199722014218e-08,1,
6,2,13,0.037142857142857144,0.23685192629599827,nan,0.23685192629599827,nan,1000000000.0,0.0,0.0,0,1,nan,nan,0,"Error: error code 91
[0] SNESSolve() at /Users/jakeweinstein/Desktop/ResearchForwardSolverClone/FireDrakeEnvCG/petsc/src/snes/interface/snes.c:4906
[0] SNESSolve_NEWTONLS() at /Users/jakeweinstein/Desktop/ResearchForwardSolverClone/FireDrakeEnvCG/petsc/src/snes/impls/ls/ls.c:253
[0] SNESSolve has not converged due to DIVERGED_LINE_SEARCH. Suggest running with -snes_linesearch_monitor"
6,2,14,0.04,0.2481075745648836,nan,0.2481075745648836,nan,1000000000.0,0.0,0.0,0,1,nan,nan,0,"Error: error code 91
[0] SNESSolve() at /Users/jakeweinstein/Desktop/ResearchForwardSolverClone/FireDrakeEnvCG/petsc/src/snes/interface/snes.c:4906
[0] SNESSolve_NEWTONLS() at /Users/jakeweinstein/Desktop/ResearchForwardSolverClone/FireDrakeEnvCG/petsc/src/snes/impls/ls/ls.c:253
[0] SNESSolve has not converged due to DIVERGED_LINE_SEARCH. Suggest running with -snes_linesearch_monitor"
7,2,0,0.0,0.15283692351171685,0.21733933911351838,0.15283692351171685,0.21733933911351838,0.002080280809233722,0.0009694018435684275,0.001226514999569051,1,20,0.0001791008248656657,3.893262777673878e-05,1,
7,2,1,0.002857142857142857,0.15164222398564503,0.21650167609796117,0.15164222398564503,0.21650167609796117,0.002103374264155133,0.0009214667262432532,0.0013106860354629,1,20,0.00017957607198585633,3.8885503477997796e-05,1,
7,2,2,0.005714285714285714,0.15768304391864116,0.21622697437393185,0.15768304391864116,0.21622697437393185,0.0017136958965767726,0.0007829770699895312,0.0012528783321233063,1,20,0.0001796804809467209,3.885874890785512e-05,1,
7,2,3,0.008571428571428572,0.15752328104076163,0.21652642404216363,0.15752328104076163,0.21652642404216363,0.001740685442021711,0.0007394286161954324,0.0013327890030015183,1,20,0.00017940556328924226,3.885301551942444e-05,1,
7,2,4,0.011428571428571429,0.1757575919983836,0.21741703596526485,0.1757575919983836,0.21741703596526485,0.0008677546358151025,0.00048668398956059185,0.000990099796417766,1,20,0.00017874297797445643,3.8868715980855395e-05,1,
7,2,5,0.014285714285714285,0.15500963246407307,0.21892243593557242,0.15500963246407307,0.21892243593557242,0.0020424232237929644,0.0006919885767129837,0.001593280962724174,1,20,0.00017768444595929746,3.890602473272109e-05,1,
7,2,6,0.017142857142857144,0.14154558325286135,0.22107406664204182,0.14154558325286135,0.22107406664204182,0.0031623898350917894,0.0007926908831311152,0.002073195399535398,1,20,0.00017622153071876254,3.8964876876129706e-05,1,
7,2,7,0.02,0.17423541959823166,0.22391293949973468,0.17423541959823166,0.22391293949973468,0.0012339279917820533,0.000452296069984146,0.00135004300811908,1,20,0.00017434528754640483,3.90449731295095e-05,1,
7,2,8,0.022857142857142857,0.18051762045906747,0.22749216250201945,0.18051762045906747,0.22749216250201945,0.0011033038000728239,0.00038706408261397985,0.0013265361564178764,1,20,0.0001720457210249134,3.914578799049662e-05,1,
7,2,9,0.025714285714285714,0.18505623210130806,0.231880608433053,0.18505623210130806,0.231880608433053,0.0010962611094281908,0.0003452707030156681,0.0013692357685454446,1,20,0.00016931097986924772,3.926658128983185e-05,1,
7,2,10,0.02857142857142857,0.2001595140501302,0.23716832539333907,0.2001595140501302,0.23716832539333907,0.0006848260585183246,0.0002407954729705229,0.0011161787457789102,1,20,0.00016612617021521077,3.940641203026285e-05,1,
7,2,11,0.03142857142857143,0.2100297946708123,0.24347472013593152,0.2100297946708123,0.24347472013593152,0.0005592815196839542,0.00018854298796660722,0.0010353802673453993,1,20,0.00016247157216166228,3.956414861153168e-05,1,
7,2,12,0.03428571428571429,0.2177630371219735,0.2509613600494713,0.2177630371219735,0.2509613600494713,0.000551064322598993,0.0001581895562743886,0.001048434683649567,1,20,0.0001583198955725304,3.9738467705829894e-05,1,
7,2,13,0.037142857142857144,0.23685192629599827,0.2598528915879482,0.23685192629599827,0.2598528915879482,0.0002645222021804443,8.937126092687438e-05,0.0007346453168249968,1,20,0.000153631887195806,3.992782431494479e-05,1,
7,2,14,0.04,0.2481075745648836,0.2704731869688177,0.2481075745648836,0.2704731869688177,0.0002501103091017404,6.691988891622347e-05,0.0007129934586474167,1,20,0.0001483483374829693,4.013020086912622e-05,1,
8,2,0,0.0,0.15283692351171685,0.150909141635966,0.15283692351171685,0.150909141635966,1.8581714802380175e-06,-5.12052842140384e-05,-6.272664450416385e-05,1,21,0.00017993430345164988,2.7158618051775774e-05,1,
8,2,1,0.002857142857142857,0.15164222398564503,0.15009714567052923,0.15164222398564503,0.15009714567052923,1.1936334999153504e-06,-3.8515380432283006e-05,-5.386530545880935e-05,1,21,0.00018036191741671348,2.7076692596106344e-05,1,
8,2,2,0.005714285714285714,0.15768304391864116,0.14986502598436838,0.15768304391864116,0.14986502598436838,3.056070221032994e-05,-0.0001820196780407246,-0.00029086880950750986,1,21,0.00018043785914182646,2.7046204608111024e-05,1,
8,2,3,0.008571428571428572,0.15752328104076163,0.15022659076450043,0.15752328104076163,0.15022659076450043,2.6620844493871557e-05,-0.00015782069777148805,-0.0002886273006931851,1,21,0.00018015290471980427,2.7068633185273194e-05,1,
8,2,4,0.011428571428571429,0.1757575919983836,0.15120324807039692,0.1757575919983836,0.15120324807039692,0.0003014579028667847,-0.0004904196973559431,-0.001028926332881446,1,21,0.00017949497082838428,2.7145095009589726e-05,1,
8,2,5,0.014285714285714285,0.15500963246407307,0.1528253159096004,0.15500963246407307,0.1528253159096004,2.385619405081404e-06,-4.000992546416998e-05,-9.662397815943694e-05,1,21,0.00017844870786853172,2.727634758264985e-05,1,
8,2,6,0.017142857142857144,0.14154558325286135,0.15513410370995784,0.14154558325286135,0.15513410370995784,9.232394410650114e-05,0.00022644455210197865,0.0006323031769029792,1,21,0.00017699485646958718,2.7462799193883614e-05,1,
8,2,7,0.02,0.17423541959823166,0.15818512680228802,0.17423541959823166,0.15818512680228802,0.00012880594941777973,-0.00024103934839006633,-0.0007827930751262007,1,21,0.00017510920536915683,2.7704523172605855e-05,1,
8,2,8,0.022857142857142857,0.18051762045906747,0.16205308877378669,0.18051762045906747,0.16205308877378669,0.0001704694651782542,-0.00024702884820559034,-0.0009402214776368707,1,21,0.0001727610174044669,2.800129402213969e-05,1,
8,2,9,0.025714285714285714,0.18505623210130806,0.1668397833555584,0.18505623210130806,0.1668397833555584,0.0001659195024533581,-0.00021399199177701982,-0.000964234734702612,1,21,0.00016991040099292355,2.8352631898570513e-05,1,
8,2,10,0.02857142857142857,0.2001595140501302,0.17268711600794495,0.2001595140501302,0.17268711600794495,0.0003773663270943459,-0.0002780784972718192,-0.0015036051018797517,1,21,0.00016650399417212426,2.8757882859747896e-05,1,
8,2,11,0.03142857142857143,0.2100297946708123,0.1797997485130599,0.2100297946708123,0.1797997485130599,0.00045692784534968135,-0.00025691457562779496,-0.001698665089869184,1,21,0.00016246700090633378,2.9216272584814407e-05,1,
8,2,12,0.03428571428571429,0.2177630371219735,0.18848745244359938,0.2177630371219735,0.18848745244359938,0.0004285299291305204,-0.00020101655450693835,-0.0016708902624397181,1,21,0.0001576874047731002,2.9726784747663437e-05,1,
8,2,13,0.037142857142857144,0.23685192629599827,0.19925262176536238,0.23685192629599827,0.19925262176536238,0.0007068538505942369,-0.00019561400547528476,-0.0021389243626077146,1,21,0.00015198190300431578,3.0287395770545178e-05,1,
8,2,14,0.04,0.2481075745648836,0.21302957724166224,0.2481075745648836,0.21302957724166224,0.0006152329481035946,-0.00012112851422693267,-0.0019092390289575537,1,20,0.0001970274904816501,4.198095440438587e-05,1,
