evaluation,iteration,kappa0,kappa1,objective,grad0,grad1,grad_norm,n_failed_points,used_anisotropy_recovery,effective_kappa0,effective_kappa1,from_cache
1,0,5.0,5.0,0.0048189647029799184,-0.0005384628346578367,0.0028323209044517398,0.002883051149407876,0,0,5.0,5.0,0
2,0,5.000538462834657,4.997167679095548,0.004810612188501109,-0.0005485087526060921,0.0028392331290640043,0.00289173072966002,0,0,5.000538462834657,4.997167679095548,0
3,1,5.001086971587264,4.994328445966484,0.004802264055768629,-0.000542143439608976,0.00282971450052103,0.0028811809494667345,0,0,5.001086971587264,4.994328445966484,0
4,1,5.00328100659769,4.982971513450226,0.004769186686606048,-0.000515788331440851,0.0027906164685790424,0.002837882639848784,0,0,5.00328100659769,4.982971513450226,0
5,1,5.0120571466393935,4.937543783385197,0.004641956127232116,-0.000409639475262124,0.002631416426526796,0.0026631103825204244,0,0,5.0120571466393935,4.937543783385197,0
6,1,5.047161706806208,4.7558328631250815,0.004217096469383924,1.890689718644215e-05,0.0019554969040193825,0.0019555883033989052,0,0,5.047161706806208,4.7558328631250815,0
7,2,4.91134296855526,4.1356097165939385,0.0035777567077727294,0.001259593106146611,-0.00031574343438278024,0.0012985640952251456,0,0,4.91134296855526,4.1356097165939385,0
8,3,4.69868418321149,4.030342221047683,0.0033417780422396247,0.0012692816110808662,-0.000318385608220833,0.0013086042960919046,0,0,4.69868418321149,4.030342221047683,0
9,3,3.848049041836407,3.609272238862663,0.0023864420480602224,0.0012537079563236632,-0.00025938515820916126,0.0012802594659085508,0,0,3.848049041836407,3.609272238862663,0
10,3,0.4455084763360757,1.9249923101225805,0.0024888177839226472,-0.009013730030508819,0.006476126591314056,0.011098988453441221,0,0,0.4455084763360757,1.9249923101225805,0
11,3,1.9494059912317305,2.6694314580062954,0.0005204489871540894,0.00012866102671549724,0.0009203466188884488,0.0009292962706773796,0,0,1.9494059912317305,2.6694314580062954,0
12,4,1e-06,1e-06,3000000000.0723634,0.035969441073003164,-0.6623876145786268,0.6633635147023597,3,0,1e-06,1e-06,0
