applied_voltage_v_vs_rhe,peroxide_current_density_mA_cm2,ss_steps,ss_converged
-4.999999999999998890e-01,-7.916425032848627419e-01,2.000000000000000000e+00,1.000000000000000000e+00
-4.880499999999997618e-01,-7.916073353148860292e-01,2.000000000000000000e+00,1.000000000000000000e+00
-4.760999999999998566e-01,-7.915810059529183595e-01,2.000000000000000000e+00,1.000000000000000000e+00
-4.641499999999997295e-01,-7.915612632909597712e-01,2.000000000000000000e+00,1.000000000000000000e+00
-4.521999999999998243e-01,-7.915464180948249551e-01,2.000000000000000000e+00,1.000000000000000000e+00
-4.402499999999999192e-01,-7.915351997394307615e-01,2.000000000000000000e+00,1.000000000000000000e+00
-4.282999999999997920e-01,-7.915266477122209210e-01,2.000000000000000000e+00,1.000000000000000000e+00
-4.163499999999998868e-01,-7.915200295121337382e-01,2.000000000000000000e+00,1.000000000000000000e+00
-4.043999999999997597e-01,-7.915147779768990643e-01,2.000000000000000000e+00,1.000000000000000000e+00
-3.924499999999998545e-01,-7.915104427034157508e-01,2.000000000000000000e+00,1.000000000000000000e+00
-3.804999999999999494e-01,-7.915066514136235298e-01,2.000000000000000000e+00,1.000000000000000000e+00
-3.685499999999998222e-01,-7.915030779571593511e-01,2.000000000000000000e+00,1.000000000000000000e+00
-3.565999999999999170e-01,-7.914994142002742539e-01,2.000000000000000000e+00,1.000000000000000000e+00
-3.446500000000000119e-01,-7.914953433734068788e-01,2.000000000000000000e+00,1.000000000000000000e+00
-3.326999999999998847e-01,-7.914905125632499816e-01,2.000000000000000000e+00,1.000000000000000000e+00
-3.207499999999999796e-01,-7.914845019471071774e-01,2.000000000000000000e+00,1.000000000000000000e+00
-3.087999999999998524e-01,-7.914767880685514845e-01,2.000000000000000000e+00,1.000000000000000000e+00
-2.968499999999999472e-01,-7.914666979159687976e-01,2.000000000000000000e+00,1.000000000000000000e+00
-2.848999999999999311e-01,-7.914533497410514151e-01,2.000000000000000000e+00,1.000000000000000000e+00
-2.729499999999999149e-01,-7.914355753688937511e-01,2.000000000000000000e+00,1.000000000000000000e+00
-2.609999999999997877e-01,-7.914118171009261182e-01,2.000000000000000000e+00,1.000000000000000000e+00
-2.490499999999997716e-01,-7.913799900565871015e-01,2.000000000000000000e+00,1.000000000000000000e+00
-2.370999999999997554e-01,-7.913372977804697950e-01,2.000000000000000000e+00,1.000000000000000000e+00
-2.251499999999998503e-01,-7.912799922499099692e-01,2.000000000000000000e+00,1.000000000000000000e+00
-2.131999999999998341e-01,-7.912030119733738376e-01,2.000000000000000000e+00,1.000000000000000000e+00
-2.012499999999998179e-01,-7.910995761668866422e-01,2.000000000000000000e+00,1.000000000000000000e+00
-1.892999999999998018e-01,-7.909605581784548978e-01,2.000000000000000000e+00,1.000000000000000000e+00
-1.773499999999997856e-01,-7.907736855708645818e-01,2.000000000000000000e+00,1.000000000000000000e+00
-1.653999999999998805e-01,-7.905224596173091589e-01,2.000000000000000000e+00,1.000000000000000000e+00
-1.534499999999998643e-01,-7.901847088924930373e-01,2.000000000000000000e+00,1.000000000000000000e+00
-1.414999999999998481e-01,-7.897306559912221635e-01,2.000000000000000000e+00,1.000000000000000000e+00
-1.295499999999998320e-01,-7.891203200048340083e-01,2.000000000000000000e+00,1.000000000000000000e+00
-1.175999999999999268e-01,-7.882999693223450288e-01,2.000000000000000000e+00,1.000000000000000000e+00
-1.056499999999999106e-01,-7.871969161230809586e-01,2.000000000000000000e+00,1.000000000000000000e+00
-9.369999999999989448e-02,-7.857098627405789681e-01,2.000000000000000000e+00,1.000000000000000000e+00
-8.174999999999987832e-02,-7.836778829024797499e-01,3.000000000000000000e+00,1.000000000000000000e+00
-6.979999999999986215e-02,-7.810531030689866760e-01,3.000000000000000000e+00,1.000000000000000000e+00
-5.784999999999995701e-02,-7.775630787280727318e-01,3.000000000000000000e+00,1.000000000000000000e+00
-4.589999999999994085e-02,-7.729558028762049116e-01,4.000000000000000000e+00,1.000000000000000000e+00
-3.394999999999992468e-02,-7.669588427677851428e-01,5.000000000000000000e+00,1.000000000000000000e+00
-2.199999999999990852e-02,-7.592046360458339915e-01,5.000000000000000000e+00,1.000000000000000000e+00
-1.004999999999989235e-02,-7.491557069594098062e-01,6.000000000000000000e+00,1.000000000000000000e+00
1.900000000000012790e-03,-7.363753184698005327e-01,7.000000000000000000e+00,1.000000000000000000e+00
1.385000000000002895e-02,-7.205663669528767912e-01,7.000000000000000000e+00,1.000000000000000000e+00
2.580000000000004512e-02,-7.010190524173384174e-01,8.000000000000000000e+00,1.000000000000000000e+00
3.775000000000006128e-02,-6.777223829523488785e-01,9.000000000000000000e+00,1.000000000000000000e+00
4.970000000000007745e-02,-6.505011940568519169e-01,9.000000000000000000e+00,1.000000000000000000e+00
6.165000000000009361e-02,-6.198592225362963282e-01,9.000000000000000000e+00,1.000000000000000000e+00
7.360000000000010978e-02,-5.865110762084014828e-01,9.000000000000000000e+00,1.000000000000000000e+00
8.555000000000012594e-02,-5.515221474085981734e-01,8.000000000000000000e+00,1.000000000000000000e+00
9.750000000000003109e-02,-5.161482571702593614e-01,8.000000000000000000e+00,1.000000000000000000e+00
1.094500000000000473e-01,-4.817287866967592813e-01,7.000000000000000000e+00,1.000000000000000000e+00
1.214000000000000634e-01,-4.495253976001156726e-01,6.000000000000000000e+00,1.000000000000000000e+00
1.333500000000000796e-01,-4.206350609324249756e-01,5.000000000000000000e+00,1.000000000000000000e+00
1.453000000000000957e-01,-3.947885111381401746e-01,5.000000000000000000e+00,1.000000000000000000e+00
1.572500000000000009e-01,-3.730452611360379200e-01,4.000000000000000000e+00,1.000000000000000000e+00
1.692000000000000171e-01,-3.545846320403299723e-01,3.000000000000000000e+00,1.000000000000000000e+00
1.811500000000000332e-01,-3.467236119682004514e-01,4.000000000000000000e+00,1.000000000000000000e+00
1.931000000000000494e-01,-3.406194625069603465e-01,5.000000000000000000e+00,1.000000000000000000e+00
2.050500000000000100e-01,-3.337826660907018961e-01,6.000000000000000000e+00,1.000000000000000000e+00
2.170000000000000817e-01,-3.269537252228753021e-01,7.000000000000000000e+00,1.000000000000000000e+00
2.289500000000000979e-01,-3.201100828376450269e-01,8.000000000000000000e+00,1.000000000000000000e+00
2.409000000000000585e-01,-3.136820818274084766e-01,9.000000000000000000e+00,1.000000000000000000e+00
2.528500000000000747e-01,-3.062619526373611123e-01,1.100000000000000000e+01,1.000000000000000000e+00
