phi_applied,target_current_density,simulated_current_density
-1,0.0008903310868257431,-0.0002748577820355653
-2.357142857142857,0.0002342551112325299,-0.0009192969155218264
-3.714285714285714,-0.00119483388592334,-0.002305036083608135
-5.071428571428571,-0.006851417475650627,-0.00541574393041684
-6.428571428571429,-0.01765793335021743,-0.0123089921470385
-7.785714285714286,-0.02007038840248429,-0.0267290731016699
-9.142857142857142,-0.05446203157754041,-0.05338948093519173
-10.5,-0.0949844339763084,-0.09307782514076871
-11.85714285714286,-0.1392336781403922,-0.1369666643772302
-13.21428571428572,-0.1675515039941945,-0.1734835572015203
-14.57142857142857,-0.2032506990123562,-0.2004819438797381
-15.92857142857143,-0.2219919020722692,-0.2238111934023093
-17.28571428571428,-0.24934245098375,-0.2500094436444567
-18.64285714285714,-0.282587349955787,-0.2818608938698017
-20,-0.3170942397312865,-0.3165072105987936
