# source=data/EChem Reactor Modeling-Seitz-Mangan/Brianna/0,1M K2SO4 data 8-15-19.xlsx sheet='cycle 3' (descending sweep 0:1053 of 2105 rows)
# A_d=0.19634954084936207 cm2, A_r=0.10995574287564275 cm2, N=0.224, Rs=125.0 ohm, ref_cal=-0.549 V
# ring baseline 0.004425 mA/cm2_ring subtracted from j_ring (spread 0.000184, region V_phys [0.60,1.00])
# disk LSV background bg(V) = 0.13663*V + -0.39064 (anchored [0.65,1.00], MAD 0.00103) subtracted: j_disk = j_disk_raw - bg; sig_bg = extrapolation uncertainty
# v_phys = V_cal - I*Rs (physical); v_sheet = V_cal + I*Rs (workbook 'iR New', nonstandard sign)
# j units mA/cm2 (disk: disk area, cathodic-neg; ring: ring area, anodic-pos); pc_equiv = -j_ring*A_r/(N*A_d) [mA/cm2_disk] PLOTS ONLY
v_phys,v_sheet,v_cal,j_disk,j_disk_raw,sig_bg,j_ring_raw,j_ring,pc_equiv,sel_canon,ne_canon
1.0777685,1.0949234,1.0863459,0.59285931,0.34947725,0.0010336057,0.0044588069,3.408848e-05,-8.5221199e-05,0.028745083,3.9994251
1.0779703,1.0935509,1.0857606,0.56076001,0.31740553,0.0010336057,0.0045784475,0.00015372902,-0.00038432254,0.13697814,3.9972604
1.0782277,1.0912539,1.0847408,0.50868772,0.26536841,0.0010336057,0.0047763913,0.0003516729,-0.00087918225,0.34507039,3.9930986
1.078281,1.0891735,1.0837273,0.46521143,0.22189941,0.0010336057,0.0045697684,0.00014504994,-0.00036262485,0.15577537,3.9968845
1.078293,1.0871705,1.0827318,0.42416152,0.18085113,0.0010336057,0.0046005975,0.00017587907,-0.00043969766,0.20711088,3.9958578
1.0781598,1.0853044,1.0817321,0.38887671,0.14554812,0.0010336057,0.0044912046,6.648614e-05,-0.00016621535,0.085448336,3.998291
1.077953,1.0834716,1.0807123,0.35578231,0.11242546,0.0010336057,0.0044369769,1.2258438e-05,-3.0646096e-05,0.017225958,3.9996555
1.0776533,1.0817697,1.0797115,0.32725626,0.083858473,0.0010336057,0.0045769091,0.00015219066,-0.00038047664,0.23225518,3.9953549
1.0773242,1.0801228,1.0787235,0.30045608,0.057013325,0.0010336057,0.0047867951,0.00036207668,-0.0009051917,0.60073526,3.9879853
1.0768843,1.0785314,1.0777079,0.27705624,0.03355339,0.0010336057,0.0047279965,0.0003032781,-0.00075819525,0.54582855,3.9890834
1.0764127,1.0769846,1.0766987,0.25521783,0.011650543,0.0010336057,0.0045167289,9.2010415e-05,-0.00023002604,0.18009628,3.9963981
1.075923,1.0755344,1.0757287,0.2357164,-0.0079177996,0.0010336057,0.0044523682,2.7649709e-05,-6.9124274e-05,0.05863318,3.9988273
1.0754001,1.074149,1.0747745,0.2182196,-0.025486049,0.0010336057,0.0046955126,0.00027079415,-0.00067698538,0.61854358,3.9876291
1.0747955,1.072733,1.0737642,0.20177096,-0.042017289,0.0010336057,0.0044428786,1.8160159e-05,-4.5400398e-05,0.044991792,3.9991002
1.0741563,1.0713897,1.072773,0.18751486,-0.056360719,0.0010336057,0.0045865702,0.00016185173,-0.00040462931,0.43064114,3.9913872
1.0735208,1.0700704,1.0717956,0.17367084,-0.070291564,0.0010336057,0.0044746447,4.9926277e-05,-0.00012481569,0.143635,3.9971273
1.0727691,1.0687357,1.0707524,0.16189829,-0.082166825,0.0010336057,0.0043158732,-0.00010884529,0.00027211322,-0.33671925,4.0067344
1.0720747,1.0674669,1.0697708,0.15029032,-0.093869671,0.0010336057,0.0047033558,0.00027863735,-0.00069659338,0.92272023,3.9815456
1.0712399,1.0661666,1.0687033,0.14092078,-0.10335326,0.0010336057,0.0045603948,0.00013567632,-0.0003391908,0.48023625,3.9903953
1.0704836,1.0649237,1.0677036,0.13111083,-0.11326654,0.0010336057,0.0043947612,-2.9957249e-05,7.4893122e-05,-0.11430929,4.0022862
