phi_applied,target_primary,simulated_primary,target_secondary,simulated_secondary
-1,-0.002487472628692489,-0.002700664979218858,-0.002037117351984403,-0.002697212553781528
-2,-0.02340628769495274,-0.02245010974635162,-0.02094170364994419,-0.02222548296490785
-3,-0.06477056956628323,-0.06573865932454394,-0.06333339791782359,-0.06349504564311299
-4,-0.1069978687145439,-0.1067287241013291,-0.1025324149083589,-0.099329428959486
-5,-0.1375463225152408,-0.1357732116947977,-0.1190684518165829,-0.1210563686201797
-6,-0.1535713093831789,-0.1543517175664503,-0.131373497521937,-0.1322800592033419
-7,-0.1621867293734878,-0.1655838173666752,-0.139417062760819,-0.1379143430405235
-8,-0.1696244956881482,-0.1721198626416877,-0.1403411774956293,-0.1411434341551645
-9,-0.1777534819190489,-0.1758603744863642,-0.143362447225946,-0.1434516036948279
-10,-0.1814173452222933,-0.1780322833110228,-0.1456811764319968,-0.1454048777246788
