phi_applied,target_current_density,simulated_current_density
-1,-0.005957402868498331,-0.0002717389276632446
-2.357142857142857,-0.002605567974695552,-0.0009089002746339295
-3.714285714285714,-0.006359281160029541,-0.002279165214330557
-5.071428571428571,-0.001162176452330621,-0.005356003557498723
-6.428571428571429,-0.007297628831929766,-0.01217842689690319
-7.785714285714286,-0.02198709794787566,-0.02646909665620779
-9.142857142857142,-0.05490267673646568,-0.05295749333259037
-10.5,-0.09900681692729897,-0.09255676414162446
-11.85714285714286,-0.1443026029611064,-0.1366041312213634
-13.21428571428572,-0.1573724914307605,-0.1735255262461879
-14.57142857142857,-0.1980716997153233,-0.2010944606698872
-15.92857142857143,-0.2184163495944763,-0.2251481423000024
-17.28571428571428,-0.2562006423962191,-0.2521549707562123
-18.64285714285714,-0.2900941317557237,-0.2846111903001735
-20,-0.3167754748834481,-0.3192999057780686
