phi_applied,target_primary,simulated_primary,target_secondary,simulated_secondary
-1,-0.002487472628692489,-0.002700471763947051,-0.002037117351984403,-0.002697019419609083
-2,-0.02340628769495274,-0.02244939923353148,-0.02094170364994419,-0.02222476832522598
-3,-0.06477056956628323,-0.0657381432366837,-0.06333339791782359,-0.06349442708834833
-4,-0.1069978687145439,-0.1067286516122475,-0.1025324149083589,-0.0993289767961944
-5,-0.1375463225152408,-0.1357733704166352,-0.1190684518165829,-0.1210558997912732
-6,-0.1535713093831789,-0.1543519398514319,-0.131373497521937,-0.1322795384119698
-7,-0.1621867293734878,-0.1655840240615594,-0.139417062760819,-0.1379139127926051
-8,-0.1696244956881482,-0.1721200250848336,-0.1403411774956293,-0.1411431003298553
-9,-0.1777534819190489,-0.1758604860259783,-0.143362447225946,-0.1434515352318166
-10,-0.1814173452222933,-0.1780323759831261,-0.1456811764319968,-0.1454050675291719
