phi_applied,flux_noisy
-1,-0.002219549819953003
-2,-0.02160497285126193
-3,-0.06602064366869079
-4,-0.1030466891320167
-5,-0.1360097947720399
-6.5,-0.160240038974266
-8,-0.1767412259472014
-10,-0.1756254400518873
-11.5,-0.1810500126577972
-13,-0.178543847229595
