phi_applied,target_current_density,simulated_current_density
-1,-0.002082781143693933,-0.00404159977010001
-2,-0.02768356645375934,-0.02654494815714971
-3,-0.06832607410743707,-0.06899773962058646
-4,-0.107826697007916,-0.1077651753093755
-5,-0.135579754871844,-0.135315703066675
-6,-0.1541978920627831,-0.1532881676429122
-7,-0.1632739045753008,-0.1645909933930837
-8,-0.171241749733063,-0.1715850056543559
-9,-0.1745010496345606,-0.175905623662363
-10,-0.180634970361349,-0.1786133116988542
