evaluation,iteration,objective,grad_norm,n_failed_points,used_anisotropy_recovery,k0_0,k0_1,alpha_0,alpha_1,steric_a_0,steric_a_1,steric_a_2,steric_a_3,grad_0,grad_1,grad_2,grad_3,grad_4,grad_5,grad_6,grad_7,effective_k0_0,effective_k0_1
14,12,9.232526653534635e-06,5.1244165358204925e-05,0,0,0.003249226564863169,0.0004911520645696486,0.23599276339657155,0.2813685204211253,0.01766285563560302,0.10322190987738046,0.03995437608629256,0.1211194172840567,-0.0005502887402875991,0.001496039940245452,-2.1560200852887426e-05,1.5709324928255134e-05,3.106262855339715e-05,-2.3773535625231998e-05,-1.5282215694480913e-05,1.144170816809017e-05,0.003249226564863169,0.0004911520645696486
15,13,9.164028691719064e-06,9.224543991458587e-05,0,0,0.003228033179206678,0.0004909038424088136,0.23791974974045424,0.27521339566732655,0.01824422458905824,0.10109342119406212,0.041158294272100535,0.12049310341480075,-0.001277499672260088,0.0018974208343440204,-3.5002478555625684e-05,1.7484818726577088e-05,5.811987418725934e-05,-4.929587894092816e-05,-2.6539470604957135e-05,1.926703869496671e-05,0.003228033179206678,0.0004909038424088136
16,14,9.007773758803456e-06,0.00017012960728169375,0,0,0.0031394759614089833,0.0004899959265601506,0.2416975422926147,0.25547282645199354,0.0183396428872149,0.09510019180556192,0.04707723209068289,0.11872542396994341,-0.0022406213202369836,0.0031379799563304965,-5.366654795840453e-05,2.1739770644212954e-05,0.00011382885468769492,-0.00010112028399325267,-3.081879391987717e-05,3.441458269695221e-05,0.0031394759614089833,0.0004899959265601506
17,15,8.807915849337165e-06,0.00018000613740805314,0,0,0.0030350825614674118,0.0004890099735922885,0.2422734339535621,0.2368513547091428,0.01619304298669358,0.0906922668374008,0.053679536458182665,0.11724613789328857,-0.0028992658303065985,0.0031542634316149383,-5.516836416078963e-05,2.1235822937951815e-05,0.00011929859435233235,-0.0001091214739491163,-3.170853305034311e-05,3.659879098362527e-05,0.0030350825614674118,0.0004890099735922885
18,16,8.57511291203724e-06,0.00015355547823263927,0,0,0.0028512766113208163,0.00048564356118784973,0.2492283513084346,0.18286544776368158,0.013913971356851967,0.07997426042020338,0.06943837218917787,0.11040294934109346,0.0026394491307708953,0.005273663388334396,5.552205862642922e-06,2.267503348958627e-05,8.433347011459343e-05,-5.440015301040084e-05,0.00011097802817268399,1.7652284540071958e-05,0.0028512766113208163,0.00048564356118784973
19,17,8.00931568497635e-06,0.00013197239887665946,0,0,0.0028243851895712324,0.0004842830783269482,0.2568739895928118,0.16201304919936088,0.012736589651180092,0.07624707184950459,0.06568936502801698,0.10642027782478253,-0.0015988500527416509,0.002045463705165407,-2.878424161010746e-05,1.2597473372919437e-05,8.80958220823483e-05,-8.896272745090533e-05,-4.891772594029786e-06,2.4839389830579713e-05,0.0028243851895712324,0.0004842830783269482
20,18,7.818482824766623e-06,6.501842561747875e-05,0,0,0.002770793852530984,0.0004826936190019117,0.25862935067568704,0.14080741281534043,0.009322912887804461,0.07540696755559229,0.06640619615961252,0.10267390486244009,-0.0013092158696387916,-0.0005707391198242475,-9.533087083165825e-07,1.919668575622829e-06,-4.542708572727254e-05,4.332691707818062e-05,-1.2657330465243407e-05,-7.18195682027231e-06,0.002770793852530984,0.0004826936190019117
21,19,7.577557213498733e-06,0.00010483840811839153,0,0,0.0027302274254426915,0.0004799801688031274,0.2731724241196982,0.10061562874766558,0.010253959612558334,0.06710389440147346,0.06724701484653085,0.09527924637875188,-0.0020042746902339975,8.513808518021294e-05,-2.646407878495866e-05,4.004705155985609e-06,5.797371501873927e-05,-7.158406534305583e-05,-3.654325472886591e-05,1.7184220618525164e-05,0.0027302274254426915,0.0004799801688031274
22,20,7.490708944494755e-06,9.253093623124781e-05,0,0,0.0026928790670625665,0.00047838884459644226,0.27833545737134746,0.07795987834930046,0.009423757203131343,0.06396384193473399,0.0692665359750703,0.09128399915760274,-0.0008546996028097124,0.00040167284604183083,-1.6504266652427606e-05,3.881370588800773e-06,5.694625636387275e-05,-6.776446601222368e-05,-1.3793058537643826e-05,1.4869060650943479e-05,0.0026928790670625665,0.00047838884459644226
23,21,7.40203465339227e-06,7.795553498585021e-05,0,0,0.0026406018843175396,0.00047591429327594967,0.28444250533981114,0.05,0.007373284033333877,0.06143128218671805,0.07166833599889937,0.08494425544566539,0.0020009427307377007,0.0006271002046133794,1.9195158489212726e-05,2.4331220736116742e-06,-3.6744159872852084e-05,4.788383023637233e-05,4.2452230400109086e-05,-1.0441138496661246e-05,0.0026406018843175396,0.00047591429327594967
24,22,7.370143581284742e-06,1.0386693529074966e-05,0,0,0.0026486765184926065,0.00047605138093842627,0.28547477028499263,0.05,0.0077838155904965105,0.06100176988556222,0.0702606855672089,0.08510486430939199,0.0004886067894395119,0.00022546009190147149,1.4406792293751538e-06,1.94988102202383e-06,3.2437531633088966e-06,-4.498490614478212e-06,7.86230075118745e-06,7.005029409171812e-07,0.0026486765184926065,0.00047605138093842627
25,23,7.36865105856321e-06,5.290898979198391e-06,0,0,0.002648501344733587,0.00047604538981267826,0.2855221892738448,0.05,0.007697586888436953,0.061076040882538964,0.06995209110171997,0.08505653989039953,0.00027306981361013957,0.00011680291826801029,2.986220324461334e-07,1.6732640750770181e-06,1.0397201307956946e-06,-2.925066308899428e-06,3.5168566348104955e-06,5.565371569247001e-07,0.002648501344733587,0.00047604538981267826
26,24,7.368988456545899e-06,4.952623074703973e-06,0,0,0.0026490041075146707,0.000476032094970578,0.285721908068877,0.05,0.007717607906922389,0.061207470911411065,0.06958137515020464,0.08495323369876255,9.399967151714071e-06,-3.193680448102237e-05,-1.568275473458073e-06,1.3125717518637539e-06,-2.897248296253183e-06,2.1236982672109047e-07,-3.448985939241919e-06,8.353030913759189e-08,0.0026490041075146707,0.000476032094970578
27,24,7.368553592481799e-06,2.6376400212316654e-06,0,0,0.002648650835872404,0.00047604143643107836,0.2855815774829356,0.05,0.007703540321271513,0.061115122802867024,0.06984185532527074,0.08502582085011932,0.00014890620351535818,5.0415391205250104e-05,-7.414634267564069e-07,1.5238399177487132e-06,-6.593813713528412e-07,-1.6402555910373395e-06,-2.3833826711622215e-08,3.629393300935333e-07,0.002648650835872404,0.00047604143643107836
28,25,7.368483034268496e-06,2.6087517986927846e-06,0,0,0.002647178999738755,0.00047603798704171584,0.28553998734641317,0.05,0.007689778523391938,0.061145855927108875,0.06989580637158195,0.08502366914678901,0.00012344314329400935,4.243959959462679e-05,-6.828748162659954e-07,1.5031367469726201e-06,-1.8302437141362485e-06,-3.342149749215452e-07,-1.6874991649269957e-07,1.46850465055166e-07,0.002647178999738755,0.00047603798704171584
29,26,7.368192947559508e-06,4.219791213786749e-06,0,0,0.0026439521749543116,0.0004760249165534171,0.2856404958622705,0.05,0.0077466862029887925,0.06123713762388177,0.06992684441501254,0.08497126686753452,4.68457910460016e-05,1.854364908171458e-05,-8.772290855776614e-07,1.4490892444931322e-06,-3.4503562950867256e-06,1.335539836172983e-06,-1.0766192881230795e-06,-8.811654827357846e-08,0.0026439521749543116,0.0004760249165534171
30,27,7.367327377028595e-06,7.498590294249019e-06,0,0,0.002638603622963279,0.0004759928791107303,0.2861382757601927,0.05,0.007994771343476136,0.06143139640102448,0.06985527083812676,0.08479942212040031,-0.00014805319474374954,-2.81133433580195e-05,-1.77759531193922e-06,1.361109188952355e-06,-5.320068251242911e-06,3.056992338857739e-06,-3.5666358838382633e-06,-1.9261221420743086e-07,0.002638603622963279,0.0004759928791107303
31,28,7.364494398181581e-06,9.69014663153903e-06,0,0,0.0026310498577335533,0.0004759153871130345,0.2876123275480779,0.05,0.008683328496129128,0.06182092360481877,0.06947474632056967,0.08433676088861009,-0.00027051644600561997,-6.882879701120459e-05,-2.409336196216828e-06,1.2688386494777591e-06,-6.248326273860182e-06,3.7266118040657264e-06,-5.551546698793171e-06,-2.090287402080191e-07,0.0026310498577335533,0.0004759153871130345
32,29,7.345706629603337e-06,2.2648109137394994e-05,0,0,0.0025762472569661374,0.0004752822916361525,0.2998340181310001,0.05,0.014443521512204446,0.06492171045517306,0.06630497107779008,0.08052663710454387,-0.0009157084960071472,-0.00027416602712315567,-5.398563745527007e-06,7.857643375003761e-07,-1.1903562686336962e-05,8.314468652488414e-06,-1.557289467309687e-05,-4.877946276254634e-07,0.0025762472569661374,0.0004752822916361525
33,30,7.326345495198902e-06,2.85920419931435e-05,0,0,0.002527793147391018,0.00047463415520015653,0.3125292988671087,0.05,0.02050951300143829,0.06800951354070105,0.06298282763751405,0.076591862655465,-0.0012110589519444821,-0.0003484824582634825,-6.380923644011591e-06,5.944846305598417e-07,-1.4892040275999813e-05,1.113256523676065e-05,-1.9502933657688594e-05,-7.291568790635043e-07,0.002527793147391018,0.00047463415520015653
34,31,7.274296484696545e-06,3.2923093716758715e-05,0,0,0.002410865271758142,0.0004728663149531405,0.3474860033658862,0.05,0.03742102691386332,0.07632768758938072,0.053722228284771176,0.0657742974798609,-0.0013659437212019873,-0.00023166847087945845,-5.257146661963983e-06,9.773475753883767e-07,-1.9385887897820336e-05,1.6837059817258177e-05,-1.8333930848997843e-05,-1.5312499856854684e-06,0.002410865271758142,0.0004728663149531405
35,32,7.227958626810775e-06,3.167930051945981e-05,0,0,0.0022321974170807428,0.00046961607535860993,0.409003075495703,0.05,0.06770854694226965,0.09077739446036069,0.03701194843884816,0.046497685663791116,-0.0008674577385364323,0.00017996518528017556,1.8490713688488144e-06,1.9276349952933847e-06,-2.1955768344182727e-05,2.180665915339311e-05,-3.52799553246874e-06,-2.5482405716637557e-06,0.0022321974170807428,0.00046961607535860993
36,33,7.688159650723761e-06,0.00035482684682571364,0,0,0.0021973638331871446,0.0004689963754140879,0.41599950541558606,0.05,0.07380385639730071,0.09140641795004138,0.034401582017757365,0.043928970760892944,-0.008938714719877316,-0.0016514681375632792,-7.647729003072248e-05,-1.0872916889992686e-06,0.00020761188013918857,-0.00025057596922386805,-9.550104430463982e-05,5.4699724943450314e-05,0.0021973638331871446,0.0004689963754140879
37,33,7.226239970687478e-06,1.3580673244051447e-05,0,0,0.0022301233275592467,0.0004695794255629967,0.40941659579416684,0.05,0.0680688069911713,0.09081457256178845,0.03685766410899561,0.04634586312494222,-0.0012450312082316686,0.00011870923205244762,-2.0172053776158144e-06,1.8666997116093697e-06,-7.747722701069893e-06,4.973449884826164e-06,-7.100882184400491e-06,8.97415342182185e-07,0.0022301233275592467,0.0004695794255629967
38,34,7.215127200771525e-06,1.325035960189403e-05,0,0,0.0022966782453386517,0.00047050578321180067,0.39152101752091806,0.05,0.059403802965657226,0.08636419400376907,0.04120924658770586,0.051925916164582635,-0.0008977732656093848,7.953207770571295e-05,-3.742434768598465e-06,1.729669822419968e-06,3.870139508753239e-06,-8.28036416682153e-06,-6.696320001414308e-06,2.7646592364286663e-06,0.0022966782453386517,0.00047050578321180067
39,35,7.205268128215007e-06,1.249290042287741e-05,0,0,0.0023008587373622097,0.0004701099119085392,0.3990463234146293,0.05,0.06304905452065071,0.08794812784852214,0.03808012968646771,0.049548497308688676,0.0004988885826587372,0.00033100366919413084,5.268790089443564e-06,2.081129175360348e-06,-4.2370067168355095e-06,2.8064421128779914e-06,9.513554952657353e-06,-7.287154236632336e-07,0.0023008587373622097,0.0004701099119085392
40,36,7.203700348466289e-06,7.917920642802466e-06,0,0,0.0022980098605577468,0.00047004032848409536,0.4001953805077458,0.05,0.06369291136632839,0.0882549489691311,0.03755674382550709,0.04915560014899687,0.000247601607892477,0.0002699325144221677,3.3576180128940394e-06,1.9739442091963833e-06,-2.3612139942737849e-07,-2.1788962923101785e-06,6.381812719304661e-06,4.366830356543092e-07,0.0022980098605577468,0.00047004032848409536
41,37,7.205423435095212e-06,1.7818056609182153e-05,0,0,0.0023104363832184,0.0004701209518359818,0.3981044160356627,0.05,0.06289701848440837,0.08789105165712277,0.037213202279303116,0.049689983412482805,-0.0006103851333282934,-1.153241960674266e-05,-4.1404619371404125e-06,1.4120223949736126e-06,7.251168674573849e-06,-1.2374437548016537e-05,-8.559971664827263e-06,2.9701775508615325e-06,0.0023104363832184,0.0004701209518359818
42,37,7.2033023366700074e-06,5.332606151974971e-06,0,0,0.002301382121883684,0.0004700622493884097,0.3996268269429429,0.05,0.06347650035540094,0.08815600175279775,0.03746333153976051,0.04930090415271496,-3.890605653185462e-05,0.0001785039854307407,8.16528554289912e-07,1.7927771299637358e-06,1.3163695925516442e-06,-4.519800325242766e-06,1.084132272966294e-06,1.0673890518443651e-06,0.002301382121883684,0.0004700622493884097
43,38,7.201003758044843e-06,5.328746856094628e-06,0,0,0.0022953078320009554,0.00046978925046468287,0.4043934051684465,0.05,0.06596275882812554,0.08937858022361302,0.03543899242222842,0.047715556893400506,-0.00014441446033178012,0.0001163408596794879,-6.858628193393362e-08,1.6435715675994593e-06,9.561710780117108e-07,-4.4366694140510156e-06,-1.811996931683446e-06,1.0997681683079183e-06,0.0022953078320009554,0.00046978925046468287
44,39,7.19907146101883e-06,3.919676301887379e-06,0,0,0.0022908001198221443,0.00046959031340688647,0.40705434350654257,0.05,0.06769741039929239,0.09035042647565299,0.03438599737589514,0.04668352106478472,-0.0001324361630116402,0.00010600962160205391,1.7351706076747597e-07,1.6081238727187702e-06,-7.405438252127501e-07,-2.527221920414633e-06,-2.187161716070932e-06,7.263756804371099e-07,0.0022908001198221443,0.00046959031340688647
