applied_voltage_v_vs_rhe,peroxide_current_density_mA_cm2,ss_steps,ss_converged
-4.999999999999998890e-01,-9.955966349814024952e-01,2.000000000000000000e+00,1.000000000000000000e+00
-4.760999999999998566e-01,-9.954863825480769757e-01,2.000000000000000000e+00,1.000000000000000000e+00
-4.521999999999998243e-01,-9.954247887972631492e-01,2.000000000000000000e+00,1.000000000000000000e+00
-4.282999999999997920e-01,-9.953903016599205955e-01,2.000000000000000000e+00,1.000000000000000000e+00
-4.043999999999997597e-01,-9.953708535537828528e-01,2.000000000000000000e+00,1.000000000000000000e+00
-3.804999999999999494e-01,-9.953596393537106346e-01,2.000000000000000000e+00,1.000000000000000000e+00
-3.565999999999999170e-01,-9.953527371538561930e-01,2.000000000000000000e+00,1.000000000000000000e+00
-3.326999999999998847e-01,-9.953478124555016349e-01,2.000000000000000000e+00,1.000000000000000000e+00
-3.087999999999998524e-01,-9.953429280424789249e-01,2.000000000000000000e+00,1.000000000000000000e+00
-2.848999999999999311e-01,-9.953364137235487519e-01,2.000000000000000000e+00,1.000000000000000000e+00
-2.609999999999997877e-01,-9.953261593019652187e-01,2.000000000000000000e+00,1.000000000000000000e+00
-2.370999999999997554e-01,-9.953084997270940093e-01,2.000000000000000000e+00,1.000000000000000000e+00
-2.131999999999998341e-01,-9.952772572181762811e-01,2.000000000000000000e+00,1.000000000000000000e+00
-1.892999999999998018e-01,-9.952215048954896615e-01,2.000000000000000000e+00,1.000000000000000000e+00
-1.653999999999998805e-01,-9.951217518703523446e-01,2.000000000000000000e+00,1.000000000000000000e+00
-1.414999999999998481e-01,-9.949431507726140822e-01,2.000000000000000000e+00,1.000000000000000000e+00
-1.175999999999999268e-01,-9.946233932240714504e-01,2.000000000000000000e+00,1.000000000000000000e+00
-9.369999999999989448e-02,-9.940511929843458550e-01,2.000000000000000000e+00,1.000000000000000000e+00
-6.979999999999986215e-02,-9.930282607306553100e-01,2.000000000000000000e+00,1.000000000000000000e+00
-4.589999999999994085e-02,-9.912028353702456718e-01,2.000000000000000000e+00,1.000000000000000000e+00
-2.199999999999990852e-02,-9.879558266752086482e-01,2.000000000000000000e+00,1.000000000000000000e+00
1.900000000000012790e-03,-9.822130043712338221e-01,2.000000000000000000e+00,1.000000000000000000e+00
2.580000000000004512e-02,-9.721565733918823282e-01,2.000000000000000000e+00,1.000000000000000000e+00
4.970000000000007745e-02,-9.548301190263440708e-01,3.000000000000000000e+00,1.000000000000000000e+00
7.360000000000010978e-02,-9.263430620969552720e-01,3.000000000000000000e+00,1.000000000000000000e+00
9.750000000000003109e-02,-8.816647897402118961e-01,3.000000000000000000e+00,1.000000000000000000e+00
1.214000000000000634e-01,-8.167374226778323365e-01,3.000000000000000000e+00,1.000000000000000000e+00
1.453000000000000957e-01,-7.338821850138642633e-01,3.000000000000000000e+00,1.000000000000000000e+00
1.692000000000000171e-01,-6.447400362712725208e-01,3.000000000000000000e+00,1.000000000000000000e+00
