phi_applied,target_current_density,simulated_current_density
-1,-0.007374144457341952,-0.003206280720338159
-2,-0.02721080290953056,-0.02434941835600661
-3,-0.06202917813359604,-0.0671316708023553
-4,-0.1079505401508506,-0.1066134314711365
-5,-0.1355706979747765,-0.1344469947101386
-6,-0.1532335800100144,-0.1523794685242484
-7,-0.1652563670807959,-0.1635200681509985
-8,-0.168345056302483,-0.1703349396945705
-9,-0.1757782868892749,-0.1744892475865538
-10,-0.177500655837663,-0.1770436857612447
