phi_applied,target_primary,simulated_primary,target_secondary,simulated_secondary
-1,-0.002487472628692489,-0.002695753601897176,-0.002037117351984403,-0.002692350240460782
-2,-0.02340628769495274,-0.02238705081508204,-0.02094170364994419,-0.02216586247903562
-3,-0.06477056956628323,-0.06560680288844635,-0.06333339791782359,-0.06339152922951118
-4,-0.1069978687145439,-0.1065868118753159,-0.1025324149083589,-0.09926063681229141
-5,-0.1375463225152408,-0.1356518900132536,-0.1190684518165829,-0.1210435635360191
-6,-0.1535713093831789,-0.1542603283048833,-0.131373497521937,-0.1323018517557402
-7,-0.1621867293734878,-0.1655209486602207,-0.139417062760819,-0.1379424438836457
-8,-0.1696244956881482,-0.1720790793481619,-0.1403411774956293,-0.141160386226234
-9,-0.1777534819190489,-0.1758345056274726,-0.143362447225946,-0.1434505750510929
-10,-0.1814173452222933,-0.1780155412616231,-0.1456811764319968,-0.145384086268662
