phi_applied,flux_noisy
3.892174481025757,-7.76180427612489e-10
1.946087240512878,-8.620865927110853e-09
0,-9.693677960702751e-08
-1.946087240512878,-1.097746061048397e-06
-3.892174481025757,-1.248286976859733e-05
-5.838261721538634,-0.0001420332403398673
-7.784348962051514,-0.001583758157654494
-11.67652344307727,-0.06499947061195883
-15.56869792410303,-0.1637409184403711
-19.46087240512878,-0.1811200868569196
