phi_applied,flux_noisy
3.892174481025757,-0.1628871835711899
1.946087240512878,-0.1693587368036689
0,-0.1732967888652812
-1.946087240512878,-0.1758294866688666
-3.892174481025757,-0.1775288004344356
-5.838261721538634,-0.1787414632122399
-7.784348962051514,-0.1796789293691227
-11.67652344307727,-0.1813329994245561
-15.56869792410303,-0.1828290536199426
-19.46087240512878,-0.1839047658607594
