evaluation,iteration,objective,grad_norm,n_failed_points,used_anisotropy_recovery,k0_0,k0_1,alpha_0,alpha_1,grad_0,grad_1,grad_2,grad_3,effective_k0_0,effective_k0_1
1,0,0.00023158296871260363,0.0020264943043986046,0,0,0.004999999999999999,0.0004999999999999999,0.4,0.3,0.10529831063565959,0.10742898634951195,0.0016051933365190693,0.00021233300637384052,0.004999999999999999,0.0004999999999999999
2,0,0.00022749410943075175,0.0020060685075989006,0,0,0.004986062438881064,0.0004998576258893018,0.3983948066634809,0.29978766699362613,0.10454925384786273,0.10642460001953452,0.0015888480947269974,0.00021004377666703243,0.004986062438881064,0.0004998576258893018
3,1,3.695709745164802e-05,0.0002090628507932452,0,0,0.0037696524102301277,0.0004854569231647479,0.2423351100660737,0.2803950191832323,-0.0022377614933323958,-0.034977751807545525,-0.00017584560222883518,-0.0001043055212160638,0.0037696524102301277,0.0004854569231647479
4,2,3.465814726015457e-05,0.00010762300069069194,0,0,0.0037873766556918037,0.0004892336403280535,0.25737581274996774,0.28914248527166975,0.008577550556885085,-0.01963445865586979,-2.403564031943634e-05,-7.01450771316864e-05,0.0037873766556918037,0.0004892336403280535
5,3,3.31190580598161e-05,0.00011517763285282803,0,0,0.0037146021008841188,0.000493590032061307,0.2654855480984465,0.300694317189814,0.011315263516903961,-0.013852702822341835,2.1906209331213936e-05,-5.6315696134457694e-05,0.0037146021008841188,0.000493590032061307
6,4,2.6789153575563857e-05,0.00017930463584462695,0,0,0.003224614541213842,0.0005193358001924773,0.3005188370865427,0.36931794684829505,0.01644038255452366,0.00507862049656946,0.0001310452464165497,-6.2905211657318735e-06,0.003224614541213842,0.0005193358001924773
7,5,2.3592182713375246e-05,0.00012133539988636373,0,0,0.0028577061202704943,0.000537285855217315,0.3156184726041015,0.4205429824099869,0.010512383560272518,0.007106546575138131,9.918267496450157e-05,4.787846831706685e-06,0.0028577061202704943,0.000537285855217315
8,6,2.2567219214017635e-05,2.5087241878056306e-05,0,0,0.0026934757016665333,0.0005444324449631792,0.31395046008018745,0.4501293492282336,0.0008802663179156414,0.0014819074655704617,2.3871413312711627e-05,-5.125371873662305e-06,0.0026934757016665333,0.0005444324449631792
9,7,2.249548361655063e-05,1.4198264682099999e-05,0,0,0.0026754301180891183,0.0005452243803757226,0.3112772695998914,0.45636577839952935,-0.0017067885481422392,-0.0004803981900569052,2.0578921694972457e-06,-9.297158364216759e-06,0.0026754301180891183,0.0005452243803757226
10,8,2.245561885342482e-05,2.2186008629409234e-05,0,0,0.0026768147618978074,0.0005454691645251882,0.3087642897328836,0.46058014815688236,-0.0028156664020367755,-0.0013704362397345146,-7.7903973651223e-06,-1.1286407994137178e-05,0.0026768147618978074,0.0005454691645251882
11,9,2.2318781101100306e-05,4.649131698866186e-05,0,0,0.0027025720558228015,0.0005461019902324865,0.2994947905788383,0.475688686118483,-0.005128515281147011,-0.0032721055246575205,-2.96431389004605e-05,-1.572509200311111e-05,0.0027025720558228015,0.0005461019902324865
12,10,2.203718277397555e-05,7.89574077546352e-05,0,0,0.002782752381775593,0.0005474954832531973,0.2796041672943791,0.5093788612823151,-0.007694675424831078,-0.005352185264266935,-5.760746614920411e-05,-2.0958531702748048e-05,0.002782752381775593,0.0005474954832531973
13,11,2.157188094462162e-05,0.00011208075180560343,0,0,0.0029724667026045444,0.0005504181708934921,0.2420907129772556,0.5764725862088332,-0.00936418259106959,-0.006170540116748236,-8.835745257057346e-05,-2.4210236120168052e-05,0.0029724667026045444,0.0005504181708934921
14,12,2.1138390923097763e-05,9.113532503439353e-05,0,0,0.0031101056958776933,0.0005512483308305271,0.2230746771223412,0.6163734751663673,-0.0069676579546301175,-0.0028289477615270585,-7.405969395289962e-05,-1.78372633804211e-05,0.0031101056958776933,0.0005512483308305271
15,13,2.0707173622107858e-05,6.932380193851395e-06,0,0,0.003227669259423777,0.0005467387719058695,0.21791232956201012,0.639410231111811,7.883478943626808e-05,0.00545193039721282,-3.17412307077963e-07,-7.114673564886847e-07,0.003227669259423777,0.0005467387719058695
16,14,2.0700850956599332e-05,7.881114093969723e-06,0,0,0.003239244296339144,0.0005454501125499008,0.21708042851846468,0.6407748518054434,0.0003411972961863233,0.005736568848959588,1.9161714815780743e-06,-2.3349172296632796e-07,0.003239244296339144,0.0005454501125499008
17,15,2.0662258556180263e-05,1.685736058992613e-05,0,0,0.0032820898880475966,0.0005359309483663854,0.21430608679274374,0.6469825140807169,0.0013110862394973655,0.00683342069308174,1.060980847423438e-05,1.523092992049833e-06,0.0032820898880475966,0.0005359309483663854
18,16,2.057514885178124e-05,3.1397500522162926e-05,0,0,0.0033572207505065,0.0005114035573661047,0.2094004868151678,0.6601689763179968,0.0025918810377063787,0.008438646119268887,2.1743631897860282e-05,3.582503791714149e-06,0.0033572207505065,0.0005114035573661047
19,17,2.0363219038562866e-05,5.307972603062888e-05,0,0,0.003500944661414894,0.0004511614940395631,0.20047711932849704,0.6900343126382826,0.004395098388429807,0.011360319779671542,3.7236837075130843e-05,6.026909599904837e-06,0.003500944661414894,0.0004511614940395631
20,18,1.9912475105527337e-05,7.546703426026088e-05,0,0,0.0037369363553268658,0.0003410622699979663,0.18731279152530395,0.7489583792939132,0.00613347623976334,0.015713270420490456,5.212298429136296e-05,6.392560912693265e-06,0.0037369363553268658,0.0003410622699979663
21,19,2000000000.0000167,6.486658732741022e-05,2,0,0.004124714239508429,0.00019584508473461404,0.1640562623274096,0.8741130317266731,0.006076622576717393,0.02106174116369754,2.8032651723923216e-05,9.35031639682585e-07,0.004124714239508429,0.00019584508473461404
22,19,1.9413877758560767e-05,8.011141324307133e-05,0,0,0.003926040575051851,0.0002584480008967596,0.17568452692635678,0.8115357055102932,0.006529216924671116,0.018660363974686567,5.283933958462051e-05,4.3182778997571325e-06,0.003926040575051851,0.0002584480008967596
23,20,2000000000.0000224,0.00021850841526927544,2,0,0.004590845230395352,6.813039928161416e-05,0.13689683178867057,0.95,-0.006603848360563816,-0.22753374586572409,-0.00018869353318423592,-7.741712919168981e-05,0.004590845230395352,6.813039928161416e-05
24,20,1.9742115817148835e-05,9.758501300135879e-05,0,0,0.004245449875845366,0.0001326957629113726,0.15629067935751367,0.8807678527551466,-0.001443975502728369,-0.04483236187527671,-8.760386377631945e-05,-3.822965243940297e-05,0.004245449875845366,0.0001326957629113726
25,20,1.9001929123563345e-05,3.113790185382756e-05,0,0,0.004058378767305928,0.00019483243165419091,0.1674644099189038,0.8408798750470375,0.002869860261252221,0.0008565522131628785,-7.677878103147743e-06,-1.3829592368942294e-05,0.004058378767305928,0.00019483243165419091
26,21,3000000000.0000153,5.532441062689174e-05,3,0,0.004328055786212569,0.00010563296335932174,0.15430155544137045,0.95,0.001181461306612818,-0.034963763892690285,-4.515951428094818e-05,-2.8468538287111956e-05,0.004328055786212569,0.00010563296335932174
