phi_applied,target_primary,simulated_primary,target_secondary,simulated_secondary
-1,-0.002487472628692489,-0.002699527989292729,-0.002037117351984403,-0.002696079082447473
-2,-0.02340628769495274,-0.02244544947164293,-0.02094170364994419,-0.022221038661486
-3,-0.06477056956628323,-0.06573420382020717,-0.06333339791782359,-0.06349191883630384
-4,-0.1069978687145439,-0.1067264217508878,-0.1025324149083589,-0.09932995870702183
-5,-0.1375463225152408,-0.1357724055629285,-0.1190684518165829,-0.1210591406831008
-6,-0.1535713093831789,-0.1543517201593679,-0.131373497521937,-0.1322831343512767
-7,-0.1621867293734878,-0.165584174193861,-0.139417062760819,-0.1379165901194871
-8,-0.1696244956881482,-0.1721202944784732,-0.1403411774956293,-0.1411443782759972
-9,-0.1777534819190489,-0.1758608519043627,-0.143362447225946,-0.1434513066626509
-10,-0.1814173452222933,-0.1780325829273064,-0.1456811764319968,-0.1454034111186515
