phi_applied,target_primary,simulated_primary,target_secondary,simulated_secondary
-1,-0.002487472628692489,-0.00271221857406578,-0.002037117351984403,-0.002708761098781812
-2,-0.02340628769495274,-0.02250659777434568,-0.02094170364994419,-0.02228236123338405
-3,-0.06477056956628323,-0.06580519173088122,-0.06333339791782359,-0.06357049249783156
-4,-0.1069978687145439,-0.1067728978950479,-0.1025324149083589,-0.09940662557993506
-5,-0.1375463225152408,-0.1357965103211597,-0.1190684518165829,-0.1211416265186046
-6,-0.1535713093831789,-0.1543623314995805,-0.131373497521937,-0.1323725972067198
-7,-0.1621867293734878,-0.1655882581504909,-0.139417062760819,-0.1380082514732393
-8,-0.1696244956881482,-0.1721216911980565,-0.1403411774956293,-0.1412339518600205
-9,-0.1777534819190489,-0.1758611785589894,-0.143362447225946,-0.143536504706592
-10,-0.1814173452222933,-0.1780326948496375,-0.1456811764319968,-0.1454833233132761
