phi_applied,target_flux,simulated_flux
0,-0.03298467090757431,-0.03298157402548347
0.002857142857142857,-0.0453505469891257,-0.04534224626480589
0.005714285714285714,-0.05770555311388161,-0.05769212649214103
0.008571428571428572,-0.07008939960920874,-0.07007094150321852
0.01142857142857143,-0.08254800121555503,-0.08252462484835749
0.01428571428571429,-0.09513160810476731,-0.09510344677322133
0.01714285714285714,-0.107896981809795,-0.1078641915126986
0.02,-0.1209101942809877,-0.1208729583763458
0.02285714285714286,-0.1342504224900044,-0.1342089595334085
0.02571428571428571,-0.1480055688217486,-0.1479601415762624
0.02857142857142857,-0.1623186862224178,-0.1622696355712415
0.03142857142857143,-0.1773437436946863,-0.177291515189363
0.03428571428571429,-0.193294558400959,-0.1932397714945198
0.03714285714285714,-0.2105047491034531,-0.2104483417801883
0.04,-0.2294381609962979,-0.2293816551791959
