evaluation,iteration,point_index,phi_applied,target_flux,simulated_flux,point_objective,dJ_dkappa0,dJ_dkappa1,converged,steps_taken,reason
1,0,0,0.0,-0.032984670907574315,-3.065039541616521e-16,0.0005439942574404789,0.00046154258313643905,-0.00046154258313641145,1,5,
1,0,1,0.002857142857142857,-0.0453505469891257,-0.018756326194766727,0.00035362628982958243,0.00034095510090417574,-0.0003664688282461816,1,19,
1,0,2,0.005714285714285714,-0.05770555311388161,-0.037535738792801074,0.0002034107048733982,0.0002479534643866877,-0.0002866136254552373,1,19,
1,0,3,0.008571428571428572,-0.07008939960920874,-0.05636212747179462,9.421900016726415e-05,0.0001610953614616408,-0.00020049212391908537,1,19,
1,0,4,0.011428571428571429,-0.08254800121555503,-0.07526102711197817,2.6549995793085003e-05,8.123506950345543e-05,-0.00010904720975781691,1,19,
1,0,5,0.014285714285714285,-0.09513160810476731,-0.09426054064607604,3.793792587938852e-07,9.174174444962143e-06,-1.3315090664462714e-05,1,19,
1,0,6,0.017142857142857144,-0.107896981809795,-0.11339239283606661,1.509977117380843e-05,-5.4340845990347896e-05,8.554957967738243e-05,1,19,
1,0,7,0.02,-0.12091019428098773,-0.13270943517138042,6.961104279481609e-05,-0.00010880363533175575,0.0001865074803372316,1,18,
1,0,8,0.022857142857142857,-0.13425042249000443,-0.15222440019254813,0.00016153193722581532,-0.0001532495038758078,0.0002875403396565708,1,18,
1,0,9,0.025714285714285714,-0.14800556882174856,-0.17200256645695303,0.00028792794775187177,-0.0001873515656724707,0.0003872085884094797,1,18,
1,0,10,0.02857142857142857,-0.16231868622241782,-0.19210602832003804,0.0004436428746202666,-0.00021047805625481434,0.00048295506787021804,1,18,
1,0,11,0.03142857142857143,-0.17734374369468633,-0.2126109527370553,0.0006218880168192391,-0.00022232467726183316,0.0005720358058403067,1,18,
1,0,12,0.03428571428571429,-0.19329455840095905,-0.23361202719908905,0.0008127491451439196,-0.000222675395426625,0.0006507393044676673,1,18,
1,0,13,0.037142857142857144,-0.21050474910345313,-0.2552286487923081,0.0010001136016895204,-0.0002113299892175835,0.0007134634009382961,1,18,
1,0,14,0.04,-0.22943816099629794,-0.27761377849310936,0.0011604450605990297,-0.00018850609785152464,0.0007527362478115482,1,18,
2,0,0,0.0,-0.032984670907574315,3.9204957823314545e-05,0.0005452881885865953,0.00044051108912588645,-0.0004407284008571724,1,14,
2,0,1,0.002857142857142857,-0.0453505469891257,-0.018716074020788058,0.00035469757515057914,0.00034145635156415617,-0.0003671873576607746,1,19,
2,0,2,0.005714285714285714,-0.05770555311388161,-0.037494468910596115,0.00020424396233611363,0.0002484497686763041,-0.00028732928031375757,1,19,
2,0,3,0.008571428571428572,-0.07008939960920874,-0.05631994065880431,9.479899989338738e-05,0.00016158305808439285,-0.0002011993970635271,1,19,
2,0,4,0.011428571428571429,-0.08254800121555503,-0.07521802770758625,2.686425581374713e-05,8.171056498523999e-05,-0.00010974070079021547,1,19,
2,0,5,0.014285714285714285,-0.09513160810476731,-0.09421683748120357,4.184026468659697e-07,9.633986556682948e-06,-1.398954797858033e-05,1,19,
2,0,6,0.017142857142857144,-0.107896981809795,-0.1133481005896567,1.4857347976055306e-05,-5.3900077507281106e-05,8.489917736597393e-05,1,19,
2,0,7,0.02,-0.12091019428098773,-0.13266467270020982,6.908388145403727e-05,-0.00010838490878564393,0.00018588594405317136,1,18,
2,0,8,0.022857142857142857,-0.13425042249000443,-0.15217930453906578,0.00016072240576462334,-0.00015285595197906199,0.0002869521328791501,1,18,
2,0,9,0.025714285714285714,-0.14800556882174856,-0.17195728519473932,0.0002868423586059646,-0.00018698591142838562,0.0003866578294922245,1,18,
2,0,10,0.02857142857142857,-0.16231868622241782,-0.19206072919172676,0.00044229455999404764,-0.00021014276657893642,0.0004824451974098979,1,18,
2,0,11,0.03142857142857143,-0.17734374369468633,-0.21256583180395,0.0006202977453885298,-0.00022202192338003442,0.0005715695899860824,1,18,
2,0,12,0.03428571428571429,-0.19329455840095905,-0.23356732076008535,0.0008109476940171569,-0.00022240703094801437,0.0006503184862335018,1,18,
2,0,13,0.037142857142857144,-0.21050474910345313,-0.2551846511342433,0.000998146822740644,-0.00021109754804977428,0.0007130879240315329,1,18,
2,0,14,0.04,-0.22943816099629794,-0.2775708689435927,0.0011583787871692734,-0.00018831077872657668,0.0007524034884835358,1,18,
3,1,0,0.0,-0.032984670907574315,7.872152392221751e-05,0.0005465939595395704,0.00044055007599790497,-0.000440983254981809,1,16,
3,1,1,0.002857142857142857,-0.0453505469891257,-0.01867542837189166,0.0003557809766217779,0.00034196172396075186,-0.0003679127403149358,1,19,
3,1,2,0.005714285714285714,-0.05770555311388161,-0.037452807655906487,0.00020508684929273132,0.0002489502040148373,-0.0002880517627394569,1,19,
3,1,3,0.008571428571428572,-0.07008939960920874,-0.056277365541552424,9.538614254300021e-05,0.0001620748555428004,-0.00020191342198092534,1,19,
3,1,4,0.011428571428571429,-0.08254800121555503,-0.0751746440403847,2.718319801630288e-05,8.219009177475854e-05,-0.00011044081836567054,1,19,
3,1,5,0.014285714285714285,-0.09513160810476731,-0.09417275508008648,4.59699561468091e-07,1.0097721878026246e-05,-1.4670458241932693e-05,1,19,
3,1,6,0.017142857142857144,-0.107896981809795,-0.11330343513708699,1.4614868790068334e-05,-5.3455531455041334e-05,8.424254225837714e-05,1,19,
3,1,7,0.02,-0.12091019428098773,-0.13261954402413048,6.855443570367676e-05,-0.00010796258396736465,0.00018525843913455196,1,18,
3,1,8,0.022857142857142857,-0.13425042249000443,-0.15213385081703823,0.00015990850436412355,-0.00015245901680978474,0.0002863582647992143,1,18,
3,1,9,0.025714285714285714,-0.14800556882174856,-0.17191165512276907,0.00028575048111578814,-0.0001866171195979542,0.00038610175588375806,1,18,
3,1,10,0.02857142857142857,-0.16231868622241782,-0.19201509177227785,0.0004409382512908169,-0.0002098046138071257,0.00048193039452866016,1,18,
