eta_hat,V_RHE,I_peroxide_mA_cm2,I_total_mA_cm2,ss_steps,ss_converged,R1,R2,c_O2_electrode,c_HP_electrode
-9.302299938694882364e-01,6.710999999999999188e-01,-2.193002104090168228e-03,-2.198082034658817123e-03,1.900000000000000000e+01,1.000000000000000000e+00,2.395283143735771683e-02,2.771040517091759647e-05,9.760556986596257145e-01,4.827285891050900890e-01
-1.860459987738976473e+00,6.471999999999999975e-01,-1.343071037426164793e-02,-1.361386233965925299e-02,2.300000000000000000e+01,1.000000000000000000e+00,1.475248642574330249e-01,9.990717590393294670e-04,8.524834624623734980e-01,9.278762617506108867e-01
-2.790689981608464709e+00,6.232999999999999652e-01,-3.282604171338258936e-02,-3.414125713712642951e-02,2.400000000000000000e+01,1.000000000000000000e+00,3.652984936058172316e-01,7.174340630540617519e-03,6.346986915722315770e-01,1.260686171402396250e+00
-3.720919975477952946e+00,5.993999999999999329e-01,-4.926326504618332158e-02,-5.311273160898940388e-02,2.200000000000000000e+01,1.000000000000000000e+00,5.584486458534309028e-01,2.099837324659145285e-02,4.415032824897875408e-01,1.395759559769128577e+00
-4.651149969347441626e+00,5.754999999999999005e-01,-5.963036091998714233e-02,-6.692543866393436958e-02,1.900000000000000000e+01,1.000000000000000000e+00,6.903465383647445774e-01,3.979376436475443729e-02,3.095580068747888491e-01,1.384438716255457447e+00
-5.581379963216929418e+00,5.515999999999999792e-01,-6.533824866480965332e-02,-7.608981685947849294e-02,1.500000000000000000e+01,1.000000000000000000e+00,7.714729453988509178e-01,5.864850057906863950e-02,2.284239147256184876e-01,1.272586443101267895e+00
-6.511609957086417211e+00,5.276999999999999469e-01,-6.839631473030817477e-02,-8.185139713560352082e-02,1.400000000000000000e+01,1.000000000000000000e+00,8.195830465681270827e-01,7.339584272270771592e-02,1.803165507415157576e-01,1.102598137225520025e+00
-7.441839950955905891e+00,5.038000000000000256e-01,-7.020921266746556200e-02,-8.533367498276124563e-02,1.300000000000000000e+01,1.000000000000000000e+00,8.484675882861122398e-01,8.250210767360920128e-02,1.514567491297942603e-01,9.141827562011416441e-01
-8.372069944825394572e+00,4.798999999999999932e-01,-7.149900632928790634e-02,-8.738463586627645552e-02,1.000000000000000000e+01,1.000000000000000000e+00,8.666909991727127505e-01,8.665418255551882165e-02,1.332884364038035285e-01,7.355727048390479084e-01
-9.302299938694883252e+00,4.559999999999999609e-01,-7.256760106327019011e-02,-8.858255142325249798e-02,1.000000000000000000e+01,1.000000000000000000e+00,8.790545379332860287e-01,8.735961196124918116e-02,1.209399524431461342e-01,5.808587367304588467e-01
-1.023252993256437016e+01,4.320999999999999841e-01,-7.353221471342909210e-02,-8.929269762972642799e-02,1.100000000000000000e+01,1.000000000000000000e+00,8.881901498406015172e-01,8.597152291711218641e-02,1.118068927570801535e-01,4.535836903171672763e-01
-1.116275992643385884e+01,4.082000000000000073e-01,-7.443654347373354629e-02,-8.973275536158041576e-02,1.100000000000000000e+01,1.000000000000000000e+00,8.955236151115507637e-01,8.343898076252458107e-02,1.044810047000750836e-01,3.519474141643489373e-01
