evaluation,iteration,objective,grad_norm,n_failed_points,used_anisotropy_recovery,k0_0,k0_1,alpha_0,alpha_1,grad_0,grad_1,grad_2,grad_3,effective_k0_0,effective_k0_1
1,0,0.006786682857364919,0.01681736574025342,0,0,0.004999999999999999,0.0004999999999999999,0.4,0.3,0.10529834832687116,0.10742918312954765,0.0016051939753004825,0.00021233340759645384,0.004999999999999999,0.0004999999999999999
2,0,0.006506867665415463,0.016458383937007576,0,0,0.004890230052108094,0.0004845208268927786,0.4003948060246995,0.3017876665924035,0.10443392392094249,0.1066632858140842,0.001559276507319236,0.00020445980476580067,0.004890230052108094,0.0004845208268927786
3,1,3.827281294197407e-05,0.000780104164313755,0,0,0.0019372149146262472,0.0001035752889908114,0.518489581526627,0.40768586212112945,0.03844041329072172,0.053648886373526404,0.00028369505497898066,2.7125856445071233e-05,0.0019372149146262472,0.0001035752889908114
4,2,2.9996653193052966e-05,0.0003304286480293324,0,0,0.0018711031463869736,0.0001057323763184736,0.4875924727174552,0.3987266748953833,-0.009404940661718863,-0.026671271372504073,-4.215010737886038e-05,-1.3424321899337852e-05,0.0018711031463869736,0.0001057323763184736
5,3,2.8223807548585196e-05,1.0035717830185912e-05,0,0,0.0018903761824584863,0.00010525623869332563,0.49699888578003415,0.40047511311460504,0.005398090917641779,-0.0018195042160203865,5.6784142086837424e-05,-7.231550546818678e-07,0.0018903761824584863,0.00010525623869332563
6,4,2.822156195372614e-05,3.493282269425112e-06,0,0,0.0018898763979528035,0.00010526403164704416,0.49710300957025716,0.40018923835182807,0.005388558490776165,-0.001831034504285768,5.6733453126096006e-05,-7.331285808611293e-07,0.0018898763979528035,0.00010526403164704416
7,5,2.8221226823575235e-05,1.4601428231009779e-08,0,0,0.0018896269919187185,0.00010526851725323378,0.4971621959611729,0.40003659580749046,0.005387938628788696,-0.0018253126406493558,5.6749983467623536e-05,-7.325096122610144e-07,0.0018896269919187185,0.00010526851725323378
