phi_applied,target_current_density,simulated_current_density
-1,-0.007374144457341952,-0.003623609100747995
-2,-0.02721080290953056,-0.02502810735251442
-3,-0.06202917813359604,-0.06690941533269323
-4,-0.1079505401508506,-0.1061898981612685
-5,-0.1355706979747765,-0.1345552411537312
-6,-0.1532335800100144,-0.1530752285243095
-7,-0.1652563670807959,-0.1644912555901899
-8,-0.168345056302483,-0.1712711301692623
-9,-0.1757782868892749,-0.1752320975344556
-10,-0.177500655837663,-0.1775694990481477
