evaluation,iteration,point_index,phi_applied,target_flux,simulated_flux,point_objective,dJ_dkappa0,dJ_dkappa1,converged,steps_taken,reason
1,0,0,0.0,-0.025154530575484373,-3.065039541616521e-16,0.0003163752042364858,0.0003519782583832706,-0.0003519782583832684,1,5,
1,0,1,0.002857142857142857,-0.04473871622461447,-0.018756326194766727,0.00033754229583156533,0.0003331110350199486,-0.000358037789597245,1,19,
1,0,2,0.005714285714285714,-0.05197771101439711,-0.037535738792801074,0.00010428528082469643,0.00017753941548083672,-0.00020522082906981073,1,19,
1,0,3,0.008571428571428572,-0.07182672909775627,-0.05636212747179462,0.00011957695172480786,0.00018148365996218307,-0.00022586649368604476,1,19,
1,0,4,0.011428571428571429,-0.07784009741082443,-0.07526102711197817,3.325801803195566e-06,2.87514339975903e-05,-3.859495256343408e-05,1,19,
1,0,5,0.014285714285714285,-0.08710637729653425,-0.09426054064607604,2.5591026615982956e-05,-7.53473668515761e-05,0.000109359448998817,1,19,
1,0,6,0.017142857142857144,-0.10571914754531087,-0.11339239283606661,2.943934664607638e-05,-7.587615168333094e-05,0.00011945292285658239,1,19,
1,0,7,0.02,-0.12138024593873271,-0.13270943517138042,6.417526433460703e-05,-0.00010446917605326262,0.00017907749809269367,1,18,
1,0,8,0.022857142857142857,-0.12858166676018437,-0.15222440019254813,0.00027948942207677024,-0.00020158237807669707,0.00037822677395371455,1,18,
1,0,9,0.025714285714285714,-0.1489631414500016,-0.17200256645695303,0.00026540755232555286,-0.000179875516631925,0.0003717574744277038,1,18,
1,0,10,0.02857142857142857,-0.15065498100499108,-0.19210602832003804,0.000859094661756813,-0.0002928940702397667,0.0006720637680166653,1,18,
1,0,11,0.03142857142857143,-0.18236262667491246,-0.2126109527370553,0.00045748061478103117,-0.0001906856117079734,0.0004906292855068755,1,18,
1,0,12,0.03428571428571429,-0.20507488286318268,-0.23361202719908905,0.0004071843034240839,-0.00015761207458637119,0.0004606003801881144,1,18,
1,0,13,0.037142857142857144,-0.2213425316017353,-0.2552286487923081,0.0005741344691262819,-0.00016011914950009112,0.0005405723692157361,1,18,
1,0,14,0.04,-0.2334354465311084,-0.27761377849310936,0.0009758625074719685,-0.00017286514217067185,0.0006902793064946399,1,18,
2,0,0,0.0,-0.025154530575484373,4.494603880437588e-05,0.0003175068108170472,0.0003359135089642671,-0.0003361062645386054,1,15,
2,0,1,0.002857142857142857,-0.04473871622461447,-0.018710384430791618,0.0003387370279846644,0.000333670190283761,-0.00035883997461806443,1,19,
2,0,2,0.005714285714285714,-0.05197771101439711,-0.03748886269228803,0.00010496336285056228,0.00017809962246543508,-0.00020598473793843118,1,19,
