evaluation,iteration,kappa0,kappa1,objective,grad0,grad1,grad_norm,n_failed_points,used_anisotropy_recovery,used_replay_mode,effective_kappa0,effective_kappa1,from_cache
1,0,2.0,2.5,0.0015262943690005214,0.0014246994792998702,0.002374925749740967,0.0027694838730528866,0,0,1,2.0,2.5,0
2,0,1.9985753005207,2.497625074250259,0.0015186317124967236,0.001422161548786842,0.0023702269868011113,0.002764148953983498,0,0,1,1.9985753005207,2.497625074250259,0
