evaluation,iteration,objective,grad_norm,n_failed_points,used_anisotropy_recovery,k0_0,k0_1,alpha_0,alpha_1,grad_0,grad_1,grad_2,grad_3,effective_k0_0,effective_k0_1
13,10,5.19832302744392e-05,7.193591837655787e-05,0,0,0.0029788679710803317,0.0005359964227213186,0.2368264181243091,0.6161107310023932,-0.0077134543421766965,0.0005100662384361996,-4.793108746801005e-05,-8.820725797911303e-06,0.0029788679710803317,0.0005359964227213186
14,11,5.077297223075263e-05,4.0667490181678995e-05,0,0,0.003478010154509363,0.00046252081841602723,0.18294225646404566,0.7204056178620162,-0.0028791859444922633,0.006965889882503118,-3.2658664803467814e-05,-7.497725882371037e-07,0.003478010154509363,0.00046252081841602723
15,12,5.019307919656917e-05,3.114651963085339e-05,0,0,0.0037027166419880474,0.00040464399184851754,0.1807461174309186,0.7155548219823749,0.0024098383271199185,0.01190564124073735,2.028251764586412e-05,3.680061384485227e-06,0.0037027166419880474,0.00040464399184851754
16,13,4.9978735316559616e-05,3.339890103319393e-05,0,0,0.0038176461655589308,0.0003697639496315976,0.17412348444617634,0.7298650405822767,0.002814783329716553,0.012123581305238138,1.982943918488646e-05,1.8722680198125775e-06,0.0038176461655589308,0.0003697639496315976
17,14,5.122686807821116e-05,8.64260636145397e-05,0,0,0.005023361778882036,6.971431005147757e-05,0.13508491519151636,0.95,0.006112298867925428,-0.08411090624327708,1.9848791638176792e-05,-4.3529423161951825e-05,0.005023361778882036,6.971431005147757e-05
18,14,4.8953474973469976e-05,3.731427824562911e-05,0,0,0.004265721147524253,0.0001883384659215299,0.1583386449977891,0.8188743218579018,0.0034432600900350272,0.0012188185321181581,7.626503372527378e-06,-1.378756617214108e-05,0.004265721147524253,0.0001883384659215299
19,15,4.731753211272943e-05,0.00010065724878842055,0,0,0.004432242979913747,0.00012687862012396547,0.14952010065347413,0.95,0.00696298902692436,0.02763361731710587,7.061470677621035e-05,-5.5244019877762e-06,0.004432242979913747,0.00012687862012396547
20,16,4.717967290251355e-05,9.503345923193999e-05,0,0,0.004309343466577423,0.0001284631239733345,0.13708914083852095,0.95,-0.003100737138880817,-0.0248888510544093,-8.474101524290807e-05,-2.914587128612894e-05,0.004309343466577423,0.0001284631239733345
21,17,4.6483485044243e-05,2.4889690394454576e-05,0,0,0.004177576610532161,0.00012105067868451064,0.15743737566210883,0.95,0.0008809970507030068,-0.005235195566111305,-8.593289390257321e-06,-2.1718781760603495e-05,0.004177576610532161,0.00012105067868451064
22,18,4.631722551753492e-05,2.255029743041008e-05,0,0,0.0040219718986158086,0.00012398395613115042,0.16842952812240164,0.95,0.001030089362446901,0.0018579173482503367,6.679265638714852e-06,-1.930332236467268e-05,0.0040219718986158086,0.00012398395613115042
23,19,4.6285692755440965e-05,2.0536391370308538e-05,0,0,0.003925465204676168,0.00012473937169607733,0.17395019426642527,0.95,2.988005412055034e-05,1.41421850882536e-05,7.088098331862901e-07,-2.0522378050507397e-05,0.003925465204676168,0.00012473937169607733
