evaluation,objective,grad_norm,k0_0,k0_1,alpha_0,alpha_1
1,0.0001424563162746824,0.003654601251263123,0.001493955011539248,4.8063233718257106e-05,0.5696393989201339,0.4571313907298187
2,0.00013263950568804912,0.002451263725802535,0.0014948217444266144,4.80353614354918e-05,0.5722120006611487,0.4545602202496221
3,0.000131542524739548,0.0015709682713718912,0.0014933145551132424,4.8047132318293064e-05,0.5773248855001325,0.4488970994502037
4,0.00012914044957723498,0.00032845013084887935,0.0014924344249921217,4.8071202803537006e-05,0.5753320663450865,0.45080969237309865
5,0.0001289351968995576,0.0002558731351663672,0.0014907837402248652,4.810550969114059e-05,0.5749729579743188,0.45086420781711756
6,0.00012845156183550002,0.00039795331310320123,0.0014836957235247294,4.8252932295108746e-05,0.574150355347436,0.4503618669208374
7,0.00012775108939777044,0.0006240279539007243,0.0014675020560125816,4.859922986451617e-05,0.5729454520287834,0.4485679923930669
8,0.0001271652636249438,0.0005403956239051629,0.0014454032466585923,4.912379918238934e-05,0.572157435707273,0.4456731981345668
9,0.00012660318410102482,0.00027116818009548065,0.001428576626078747,4.9955118325593686e-05,0.5744382952269306,0.44524731776480847
10,0.00012604364814347,0.0002669874887057107,0.0014085388379772193,5.147583654514806e-05,0.580359619787058,0.4469160591391259
11,0.00012577750540514806,0.00040910972098783275,0.0014012167377180252,5.2471274613384386e-05,0.5849519634189079,0.44953882703421183
12,0.00012550826506829097,0.00034400972897878537,0.001396208172497961,5.363658060680392e-05,0.5904068528986767,0.4536887605870799
13,0.00012537208337065386,4.6878837617965664e-05,0.0013964804755407807,5.412813427079628e-05,0.5920254908173552,0.4557294733418587
14,0.00012533570565616633,1.0635344128501276e-05,0.001399471567488668,5.403907117560431e-05,0.5918636026279263,0.45600526704225974
15,0.0001253264030700225,1.134180895736407e-05,0.0014004835915973782,5.39896853945445e-05,0.591693458560828,0.4559537351002977
16,0.00012531448683891726,9.039444574101582e-06,0.0014027653182947296,5.4032114945969396e-05,0.5912777178815553,0.4555815772706086
17,0.00012527458935430386,2.030252413298989e-05,0.001411929460550152,5.420216686026076e-05,0.5896147551644643,0.4540929459518523
18,0.00012514945653583124,8.32956340939449e-05,0.0014486294488817778,5.522911984811843e-05,0.5813327159953972,0.4464924821039582
19,0.00012520501415469234,9.81908358392659e-05,0.0014710872370605084,5.6627162814223466e-05,0.5784558545625639,0.4424685217086281
20,0.0001251507816474605,5.0066966994755534e-05,0.0014528013125138055,5.548780967659663e-05,0.5807949388992093,0.44574027565011987
21,0.00012515000731517576,7.609980304960047e-05,0.001449525419711047,5.5284638194716496e-05,0.5812170897550142,0.4463307518910769
22,0.00012515051727401445,8.203023696640806e-05,0.0014487931809210217,5.523926381306776e-05,0.5813115808162544,0.4464629196360382
23,0.00012515081137748558,8.327969572262784e-05,0.001448641708677349,5.522987937492711e-05,0.5813311333697653,0.44649026843360523
24,0.00012514991080385138,8.33029545254595e-05,0.0014486295310413189,5.5229124938106264e-05,0.5813327053893196,0.44649246726888986
25,0.00012514976024828259,8.326404767876674e-05,0.0014486294488931556,5.5229119848823346e-05,0.5813327159939283,0.44649248210190373
26,0.00012514976023076256,8.326404370853308e-05,0.0014486294488874675,5.522911984847083e-05,0.5813327159946627,0.44649248210293097
27,0.00012514976022199594,8.326404173652474e-05,0.0014486294488846219,5.522911984829463e-05,0.58133271599503,0.4464924821034446
28,0.00012514976021761967,8.326404034041513e-05,0.0014486294488831998,5.522911984820653e-05,0.5813327159952135,0.4464924821037014
29,0.00012515138035892098,4.449031011969739e-05,0.0014486415505701687,5.522938655432653e-05,0.5813932535431915,0.44643542242529677
30,0.00012515017256235121,7.636349672607013e-05,0.0014486316072747575,5.5229167416492564e-05,0.5813435131885143,0.44648230520726917
31,0.00012515018938532,8.25760871600073e-05,0.0014486297128273723,5.522912566516213e-05,0.5813340363635782,0.44649123759064585
32,0.0001251498998414467,8.347383507871385e-05,0.001448629456642663,5.522912001915899e-05,0.581332754818649,0.44649244551109385
33,0.0001251496103188204,8.333169388078824e-05,0.0014486294488946533,5.522911984840216e-05,0.5813327160598036,0.44649248204325187
34,0.00012514961128380902,8.333196462941067e-05,0.0014486294488882155,5.522911984826029e-05,0.581332716027601,0.44649248207360454
35,0.00012514961176630143,8.333209998409875e-05,0.0014486294488849968,5.522911984818936e-05,0.5813327160114997,0.4464924820887808
36,0.0001251496120075453,8.33321683354754e-05,0.001448629448883388,5.522911984815389e-05,0.581332716003449,0.4464924820963688
37,0.00012514961212816626,8.333220251622605e-05,0.0014486294488825823,5.5229119848136165e-05,0.5813327159994238,0.4464924821001629
38,0.00012514961218847707,8.333221959040617e-05,0.0014486294488821807,5.522911984812735e-05,0.5813327159974112,0.4464924821020599
