phi_applied,target_current_density,simulated_current_density
-1,-0.002082781143693933,-0.002914654835406487
-2,-0.02768356645375934,-0.02422067556876938
-3,-0.06832607410743707,-0.06848119230079945
-4,-0.107826697007916,-0.1086721301266385
-5,-0.135579754871844,-0.1366194379558404
-6,-0.1541978920627831,-0.1543582106294333
-7,-0.1632739045753008,-0.1650705043370633
-8,-0.171241749733063,-0.1713276119745134
-9,-0.1745010496345606,-0.1749319184739986
-10,-0.180634970361349,-0.17703945378656
