phi_applied,target_primary,simulated_primary,target_secondary,simulated_secondary
-1,-0.002487472628692489,-0.00269791722347757,-0.002037117351984403,-0.002694154031347671
-2,-0.02340628769495274,-0.02247190671892083,-0.02094170364994419,-0.02222964671570551
-3,-0.06477056956628323,-0.06582666537510716,-0.06333339791782359,-0.06344179467981272
-4,-0.1069978687145439,-0.1068515747316244,-0.1025324149083589,-0.09911178862216208
-5,-0.1375463225152408,-0.1358892130448868,-0.1190684518165829,-0.1207306471966028
-6,-0.1535713093831789,-0.154435905944321,-0.131373497521937,-0.1319980649987115
-7,-0.1621867293734878,-0.1656336477704655,-0.139417062760819,-0.1377924495048487
-8,-0.1696244956881482,-0.1721455328273129,-0.1403411774956293,-0.141226262595927
-9,-0.1777534819190489,-0.1758727885894004,-0.143362447225946,-0.1437428887606074
-10,-0.1814173452222933,-0.1780385308230606,-0.1456811764319968,-0.1458931899570288
