perturb,log_k0_2_start,cost_final,n_evals,wall_min,k0_1_err_pct,k0_2_err_pct,alpha_1_err_pct,alpha_2_err_pct,lt5_count,basin
-0.75,-10.137864,0.012686767836248279,15,1.4319897810618083,5.327945171356206,-19.353498060620392,-0.26389063281354863,0.313990483028026,2,OTHER
-0.5,-9.887864,0.045583894330503125,16,1.440013587474823,-3.6128650466241767,0.6834713972280205,0.00048274684581179467,-0.11028994465847042,4,TRUE_BASIN
-0.25,-9.637864,0.00804840022179035,18,1.652615733941396,-3.3770670146989428,26.545834260400024,0.06438938293812997,-0.49233320737763764,3,OTHER
0.25,-9.137864,0.018732314990029496,19,1.6959809501965841,-3.6596689073650963,94.74871614640608,0.05939047410367403,-1.3606550239496418,3,WRONG_HIGH
0.5,-8.887864,0.0037014988063633217,17,1.670490296681722,-2.953717576993199,145.31617006706668,0.05233098871152737,-1.819763667470009,3,WRONG_HIGH
0.75,-8.637864,0.0648607656143705,17,5.271932379404704,-3.7874860935153434,199.5713489118198,0.23490876242552924,-2.09741230446413,3,WRONG_HIGH
