evaluation,objective,grad_norm,k0_0,k0_1,alpha_0,alpha_1,J_cond_0,J_cond_1,J_cond_2
1,19000000000.000732,0.0012379217832902893,0.0013222902514992685,6.156513624691465e-07,0.6271684386033028,0.1340451643307099,2.2055818717248895e-05,6000000000.000104,13000000000.000605
2,19000000000.00073,0.0011993778134835155,0.001323786976379423,6.15733555165074e-07,0.6282931967014664,0.13419557953037903,2.2132288288221387e-05,6000000000.000103,13000000000.000603
