phi_applied,flux_clean,flux_noisy,converged,steps_taken,final_time,final_relative_change,final_absolute_change,species_flux,failure_reason
0,0.1473460809004158,0.1473460809004158,1,21,2.1,0.0001933124659020041,1.577226987899139e-05,0.05718100881472898;0.09016507208568686,
0.0075,0.1545192823111008,0.1545192823111008,1,22,2.2,0.0001572786190990598,1.348214100146961e-05,0.0445403307741629;0.1099789515369379,
0.015,0.1656367149540081,0.1656367149540081,1,22,2.2,0.0001749050897346994,1.526896155137902e-05,0.03366683564860615;0.1319698793054019,
0.0225,0.1811176439665046,0.1811176439665046,1,22,2.2,0.0002008233010196211,1.706401110423972e-05,0.02427786525875045;0.1568397787077542,
0.03,0.2020354484039112,0.2020354484039112,1,23,2.3,0.0001806883630986018,1.385092173633584e-05,0.01615239127435534;0.1858830571295559,
