evaluation,iteration,objective,grad_norm,n_failed_points,used_anisotropy_recovery,k0_0,k0_1,alpha_0,alpha_1,grad_0,grad_1,grad_2,grad_3,effective_k0_0,effective_k0_1
1,0,6.345588883953302e-05,4.077564244312494e-05,0,0,0.0014975458986619392,4.776976950081313e-05,0.5678029410497465,0.45699882809573206,-0.008043714597906815,0.011904139516971456,2.9394870561055698e-05,5.250119802808641e-06,0.0014975458986619392,4.776976950081313e-05
2,0,6.345423037648928e-05,4.075501783428412e-05,0,0,0.0014976415436423853,4.7769625476762136e-05,0.5677735461791854,0.45699357797592927,-0.008128304755111919,0.012002667214458465,2.907871281795538e-05,5.289087490069339e-06,0.0014976415436423853,4.7769625476762136e-05
3,1,6.512525234662524e-05,0.00033195062570937604,0,0,0.0018908760897253087,4.724964517080252e-05,0.46601948977409313,0.43797434302105726,-0.0428685023021123,-0.14702473235842742,-0.000271560217100736,-3.679582164449586e-05,0.0018908760897253087,4.724964517080252e-05
4,1,6.228048971671314e-05,0.00012437674378318556,0,0,0.00164115808662917,4.756485507720184e-05,0.5278352039307065,0.4495285515999007,-0.023579945327733345,-0.04633041917014118,-8.606395942605929e-05,-9.8423137070228e-06,0.00164115808662917,4.756485507720184e-05
5,2,6.17156413532186e-05,0.00010903914058636233,0,0,0.0016955106567524841,4.761923010197475e-05,0.5200582256219564,0.449986488447372,-0.019949174163619375,-0.047754407216218396,-7.537067377629202e-05,-1.0754523614631951e-05,0.0016955106567524841,4.761923010197475e-05
6,3,5.983141973392299e-05,2.485095065144386e-05,0,0,0.0021246789114677377,4.821940601992613e-05,0.4669653926108577,0.45854348928819505,0.0019945452838394076,-0.05560787526400157,1.303360676518824e-05,-1.7730206056026352e-05,0.0021246789114677377,4.821940601992613e-05
7,4,5.974527112292698e-05,2.3762481819175978e-05,0,0,0.0021247258175420007,4.838209800896289e-05,0.4664040381554752,0.46266434151934327,0.0017128904313033785,-0.05550167702089032,1.1955661432369518e-05,-1.7699186304082958e-05,0.0021247258175420007,4.838209800896289e-05
8,4,5.938556585710167e-05,2.2589491306176196e-05,0,0,0.002124913452194635,4.903837373499514e-05,0.46415862033394534,0.47914775044393615,0.0009055365545312447,-0.056203347034198756,1.0446122314831037e-05,-1.847319975143072e-05,0.002124913452194635,4.903837373499514e-05
9,4,5.813272610736713e-05,1.5854182707039657e-05,0,0,0.0021256641565200684,5.1753712438881446e-05,0.45517694904782585,0.5450813861423076,-0.0019465008211230182,-0.04826557693174835,6.065540107269421e-07,-1.1275548276398884e-05,0.0021256641565200684,5.1753712438881446e-05
10,5,5.389599011988771e-05,0.00015116372741276718,0,0,0.0026743867199342164,6.624623687245382e-05,0.35663912600889386,0.8262705089456389,0.009834656272015343,0.046804659269006975,0.0001377168188488614,1.287794455347981e-05,0.0026743867199342164,6.624623687245382e-05
11,6,5.123355278475105e-05,0.00019429381912233648,0,0,0.0030009677662929403,7.38710458332526e-05,0.2996891973504621,0.95,0.011502277270176029,0.0889261259477652,0.00017506491851215192,2.3588432443416337e-05,0.0030009677662929403,7.38710458332526e-05
12,7,4.9919156465822775e-05,0.00012901708633418217,0,0,0.002926437685207649,7.37074163141486e-05,0.2700772110185391,0.95,-0.013821103469342299,-0.07592663905018696,-8.448639632843495e-05,-2.5843497113490064e-05,0.002926437685207649,7.37074163141486e-05
13,8,4.766586187406855e-05,1.984982913385966e-05,0,0,0.00340713079281571,7.429017327115766e-05,0.2393882678795535,0.95,-0.001400233293671219,-0.03430708020298041,2.9681986830860766e-06,-1.5168807537440215e-05,0.00340713079281571,7.429017327115766e-05
14,9,4.741505932970729e-05,2.1752983842780835e-05,0,0,0.0036687282529119392,7.482462464871752e-05,0.2185291575910904,0.95,0.0003805052531034858,-0.04121996583328948,5.601209713820774e-06,-1.9520536383659324e-05,0.0036687282529119392,7.482462464871752e-05
15,10,4.7293053010027685e-05,2.188901099257233e-05,0,0,0.0037103484747055453,7.755459965540259e-05,0.21294872017842467,0.95,0.000110625006091849,-0.041088859179122965,2.695035519481676e-07,-2.0599131517079064e-05,0.0037103484747055453,7.755459965540259e-05
16,11,4.634597981929171e-05,3.192550964211439e-05,0,0,0.00398302363620516,0.00011534408761448073,0.17138860389204305,0.95,-0.0007240615094649549,-0.013554867064123259,-1.580156321723115e-05,-2.6692539012017604e-05,0.00398302363620516,0.00011534408761448073
17,12,4.6299787322937563e-05,2.3219657205047083e-05,0,0,0.00397471745024573,0.00012491184564791835,0.1693862963786807,0.95,-0.0002860077180795396,-0.0030955295941500565,-8.855376244768633e-06,-2.1285919665653612e-05,0.00397471745024573,0.00012491184564791835
18,13,4.6292115965913416e-05,1.9719704884320528e-05,0,0,0.0038841314518352353,0.00012422973461027501,0.17765441389886583,0.95,0.0001434264916214382,0.0015551265200013206,5.0883431184170926e-06,-1.900347902407435e-05,0.0038841314518352353,0.00012422973461027501
19,14,4.628415914559135e-05,1.9631857596747234e-05,0,0,0.003919606138757981,0.00012469882288953206,0.174372952510714,0.95,-1.7409426330906727e-05,-0.0001681517779474761,-4.681488609223354e-07,-1.9625586622974212e-05,0.003919606138757981,0.00012469882288953206
