phi_applied,target_current_density,simulated_current_density
-1,-0.006306214558444108,-0.0002916403155876294
-2.357142857142857,0.0006141589403942871,-0.0009752566012336539
-3.714285714285714,-0.008882885837000913,-0.002444352411348451
-5.071428571428571,-0.004443009989010928,-0.005737720138661773
-6.428571428571429,-0.01345706240025276,-0.01301380583605012
-7.785714285714286,-0.02732976778109643,-0.0281378780116574
-9.142857142857142,-0.05709821317672901,-0.05576093321150016
-10.5,-0.09944458033286782,-0.09609473704434594
-11.85714285714286,-0.13662892008507,-0.1396679151338928
-13.21428571428572,-0.1715110161887769,-0.1752202451042848
-14.57142857142857,-0.2021196341442747,-0.2013089290012068
-15.92857142857143,-0.2253129955121528,-0.2240088462656135
-17.28571428571428,-0.2517908346114656,-0.2497903608757672
-18.64285714285714,-0.2827328065281055,-0.2813893219652448
-20,-0.3128858424026211,-0.315961262528538
