applied_voltage_v_vs_rhe,peroxide_current_density_mA_cm2,ss_steps,ss_converged
-4.999999999999998890e-01,-9.953716198952531347e-01,2.000000000000000000e+00,1.000000000000000000e+00
-4.760999999999998566e-01,-9.953600914777925857e-01,2.000000000000000000e+00,1.000000000000000000e+00
-4.521999999999998243e-01,-9.953530332848449236e-01,2.000000000000000000e+00,1.000000000000000000e+00
-4.282999999999997920e-01,-9.953480569914258114e-01,2.000000000000000000e+00,1.000000000000000000e+00
-4.043999999999997597e-01,-9.953432041537159103e-01,2.000000000000000000e+00,1.000000000000000000e+00
-3.804999999999999494e-01,-9.953368199661225546e-01,2.000000000000000000e+00,1.000000000000000000e+00
-3.565999999999999170e-01,-9.953268373304561267e-01,2.000000000000000000e+00,1.000000000000000000e+00
-3.326999999999998847e-01,-9.953096867434213513e-01,2.000000000000000000e+00,1.000000000000000000e+00
-3.087999999999998524e-01,-9.952793684232684734e-01,2.000000000000000000e+00,1.000000000000000000e+00
-2.848999999999999311e-01,-9.952252785452552208e-01,2.000000000000000000e+00,1.000000000000000000e+00
-2.609999999999997877e-01,-9.951285068636166464e-01,2.000000000000000000e+00,1.000000000000000000e+00
-2.370999999999997554e-01,-9.949552457754652357e-01,2.000000000000000000e+00,1.000000000000000000e+00
-2.131999999999998341e-01,-9.946450443640553196e-01,2.000000000000000000e+00,1.000000000000000000e+00
-1.892999999999998018e-01,-9.940899246644459009e-01,2.000000000000000000e+00,1.000000000000000000e+00
-1.653999999999998805e-01,-9.930974602785369587e-01,2.000000000000000000e+00,1.000000000000000000e+00
-1.414999999999998481e-01,-9.913261886226865105e-01,2.000000000000000000e+00,1.000000000000000000e+00
-1.175999999999999268e-01,-9.881748207509848392e-01,2.000000000000000000e+00,1.000000000000000000e+00
-9.369999999999989448e-02,-9.825990025466249111e-01,2.000000000000000000e+00,1.000000000000000000e+00
-6.979999999999986215e-02,-9.728283972858163819e-01,2.000000000000000000e+00,1.000000000000000000e+00
-4.589999999999994085e-02,-9.559746500277618297e-01,3.000000000000000000e+00,1.000000000000000000e+00
-2.199999999999990852e-02,-9.281704006575872690e-01,3.000000000000000000e+00,1.000000000000000000e+00
1.900000000000012790e-03,-8.844848767914524901e-01,3.000000000000000000e+00,1.000000000000000000e+00
