evaluation,iteration,point_index,phi_applied,target_flux,simulated_flux,point_objective,converged,steps_taken,final_relative_change,final_absolute_change,diagnostics_valid,reason,dJ_dk0_0,dJ_dk0_1,dJ_dk0_2,dJ_dk0_3,dJ_dk0_4,dJ_dk0_5,dJ_dk0_6,dJ_dk0_7
2,0,0,-1.0,-0.0020827811436939327,-0.008136052846622796,1.8321049154739655e-05,1,9,0.0,0.0,1,,0.007753357204349617,0.0004103432751353377,3.866107108239217e-05,2.0513412628767414e-07,-9.120784802835973e-08,1.0423787133315848e-05,5.689899739940103e-05,-2.2009008940494397e-05
2,0,1,-2.0,-0.02768356645375934,-0.04064114527139487,8.394942440761961e-05,1,9,0.0,0.0,1,,0.03799065911788134,0.01028025937429463,0.0003788706063482718,1.0278379847024788e-05,-0.00012277413381256858,0.00033128852064209774,0.0007744759107323383,-0.000167339624904893
2,0,2,-3.0,-0.06832607410743707,-0.08406005444708842,0.0001237790686642603,1,9,0.0,0.0,1,,0.037757729267650565,0.024050442173202714,0.0005648214895764539,3.606906759033647e-05,-0.0006325294236827853,0.0010063652375721238,0.001223040422365909,-0.0002701652939185784
2,0,3,-4.0,-0.107826697007916,-0.11790305503199536,5.0766495514714785e-05,1,7,0.0,0.0,1,,0.01568794964432539,0.014988354247136897,0.0003129033889969631,2.99712278892596e-05,-0.0006727656716160955,0.0008323609901995577,0.0005593500049844182,-0.00019321881117942134
2,0,4,-5.0,-0.13557975487184398,-0.14037212481886485,1.1483404854555335e-05,1,8,0.0,0.0,1,,0.004770583231518854,0.0044165656411929086,0.00011893935269404956,1.1039395414722668e-05,-0.00039603678861621633,0.00041680281187146835,0.00012874586202423074,-9.951473899364058e-05
2,0,5,-6.0,-0.1541978920627831,-0.15445994669273425,3.433631453951383e-08,1,8,0.0,0.0,1,,0.0001773788566541248,-2.9562701312891677e-05,5.306854621715188e-06,-8.867188920091981e-08,-2.4595192717528036e-05,2.3293482339595225e-05,1.0177060054914338e-06,-5.91200551944132e-06
2,0,6,-7.0,-0.16327390457530078,-0.16305520823364544,2.391404492679206e-08,1,8,0.0,0.0,1,,-0.00010624798153870845,0.0001506752143238897,-3.7085387153671008e-06,5.272668329544785e-07,2.1447758311037915e-05,-1.921388515015142e-05,1.995991736749786e-06,5.096950901460392e-06
2,0,7,-8.0,-0.17124174973306297,-0.1682379836094392,4.5113054627147146e-06,1,8,0.0,0.0,1,,-0.0010563447408147857,0.002630426376414657,-4.213856582203266e-05,1.0519781835087525e-05,0.00029576626815686844,-0.00025811371918977867,4.756982077028141e-05,7.000497044990596e-05
2,0,8,-9.0,-0.1745010496345606,-0.17137648229854574,4.8814605186486755e-06,1,8,0.0,0.0,1,,-0.0008820433496734081,0.0036790220981866018,-3.9583712921559356e-05,1.6552572601807197e-05,0.00031278595882271127,-0.00027022990021680104,6.184903702679138e-05,7.379479958246863e-05
2,0,9,-10.0,-0.18063497036134904,-0.17332712355818847,2.6702312449225814e-05,1,8,0.0,0.0,1,,-0.0016876294501705167,0.009172376070546821,-8.415136877374612e-05,4.585349548114467e-05,0.0007340240618886676,-0.0006341198524641255,0.00015793694807075595,0.0001725881911108976
3,1,0,-1.0,-0.0020827811436939327,-0.006685038719535842,1.0590387397197131e-05,1,8,0.0,0.0,1,,0.005530683052411191,0.00024933370168008667,2.5444306023657182e-05,1.2382446022964655e-07,-6.986545320827859e-06,4.624939068665338e-06,3.0358660143808558e-05,-1.3555367318844662e-05
3,1,1,-2.0,-0.02768356645375934,-0.033289836575124174,1.5715132336854526e-05,1,9,0.0,0.0,1,,0.01858314068990713,0.004450308346698912,0.00017098615636219924,4.42023701707626e-06,-8.247485489093817e-05,8.124062074088647e-05,0.0002514876740948145,-6.168740373040912e-05
3,1,2,-3.0,-0.06832607410743707,-0.07398129490042925,1.599076110874293e-05,1,9,0.0,0.0,1,,0.01904377207721913,0.01325059796157876,0.0002628367382395698,1.974159284432888e-05,-0.00023158557749406792,0.00023671698611443394,0.0003928377595080934,-8.730222247001002e-05
3,1,3,-4.0,-0.107826697007916,-0.10961045488439795,1.5908960809558028e-06,1,8,0.0,0.0,1,,0.0042677214713709374,0.0056756356857006335,7.853584095292045e-05,1.1274569310228618e-05,-0.0001140350457025621,0.00011146870228849199,0.00010130847157819145,-3.151783625347751e-05
3,1,4,-5.0,-0.13557975487184398,-0.13497958460899437,1.8010217220437086e-07,1,8,0.0,0.0,1,,-0.0009169022908463593,-0.0017300680508475954,-2.109137538799662e-05,-4.2959443732084656e-06,4.658057464225676e-05,-4.304095364985436e-05,-1.9417573752548036e-05,1.1601879234072016e-05
3,1,5,-6.0,-0.1541978920627831,-0.15147392588225947,3.7099958763172315e-06,1,8,0.0,0.0,1,,-0.002593513654955022,-0.005214539416029387,-7.158987903069868e-05,-1.553791222410469e-05,0.00023146556611186814,-0.00020421946115674444,-2.8918421716791188e-05,5.6097586466304876e-05
3,1,6,-7.0,-0.16327390457530078,-0.1616618590231777,1.2993454310604779e-06,1,8,0.0,0.0,1,,-0.0009790453257391787,-0.001420360133256195,-3.1529180121422276e-05,-4.937668993519066e-06,0.00014325765881725389,-0.00012263092805761633,6.7595474930734755e-06,3.458739902369491e-05
3,1,7,-8.0,-0.17124174973306297,-0.16777845520576207,5.997204491416e-06,1,8,0.0,0.0,1,,-0.001417789721601276,-0.0002627696272932306,-5.218115044634955e-05,-1.043976230893178e-06,0.0003153150137818057,-0.00026563080852863097,4.4768272586236246e-05,7.620079817024134e-05
3,1,8,-9.0,-0.1745010496345606,-0.1714231217527359,4.736820022860032e-06,1,8,0.0,0.0,1,,-0.0009166712931028785,0.0014128901052384703,-3.7954911202475665e-05,6.315043578925902e-06,0.0002843891277985475,-0.00023816057511746871,5.4340786901449144e-05,6.875682364541259e-05
3,1,9,-10.0,-0.18063497036134904,-0.17363075090853358,2.452954507159321e-05,1,8,0.0,0.0,1,,-0.0016059929929713996,0.005043524426487852,-7.388486521063374e-05,2.5047223281760515e-05,0.000650438574797717,-0.0005448796748133061,0.00013991281902342976,0.000157107114604531
4,2,0,-1.0,-0.0020827811436939327,-0.006478141943934323,9.659598282144927e-06,1,8,0.0,0.0,1,,0.005303366297494126,0.00023220422312082045,2.376241327487551e-05,1.1516449439332563e-07,-6.250345428534587e-06,4.003412809141839e-06,2.727939153055716e-05,-1.2158163727712736e-05
4,2,1,-2.0,-0.02768356645375934,-0.03261265835055062,1.2147973463507158e-05,1,9,0.0,0.0,1,,0.01689768094954523,0.003920040607057607,0.00015142445593464273,3.8883831520858804e-06,-6.804022252026242e-05,6.695604580968386e-05,0.00021669526302414618,-5.222591078636508e-05
4,2,2,-3.0,-0.06832607410743707,-0.07349331044255897,1.3350165671499606e-05,1,9,0.0,0.0,1,,0.018408616986526658,0.012170243879827462,0.00024744651233656815,1.8107939178193062e-05,-0.00020181069129010108,0.00021070805767693627,0.00036534674054412766,-7.789193479023664e-05
4,2,3,-4.0,-0.107826697007916,-0.10974357038742136,1.8372017765282509e-06,1,8,0.0,0.0,1,,0.004947315628142071,0.006157284202399622,8.866833023599393e-05,1.2215118441431698e-05,-0.00011619369002088653,0.000117071688911683,0.0001152253072338913,-3.280061456505946e-05
4,2,4,-5.0,-0.13557975487184398,-0.1356945951421439,6.594143841302377e-09,1,8,0.0,0.0,1,,0.00018900720013382646,0.000284387924907597,4.2343550771038116e-06,7.052281638846294e-07,-8.78579727978346e-06,8.405538267249845e-06,3.8199725851776565e-06,-2.211794733644183e-06
4,2,5,-6.0,-0.1541978920627831,-0.15260382743531536,1.2705210182713298e-06,1,8,0.0,0.0,1,,-0.0016869221283862927,-0.0026394339268712916,-4.535082646980885e-05,-7.854355177198365e-06,0.0001301783471112859,-0.00011899084927897418,-2.0178572153648694e-05,3.200314780319846e-05
4,2,6,-7.0,-0.16327390457530078,-0.16305573161190529,2.3799720978463842e-08,1,8,0.0,0.0,1,,-0.00015382190847161375,-6.113987962435648e-05,-4.824531605693044e-06,-2.1226144213497225e-07,1.9006182666956577e-05,-1.6858134029542897e-05,7.6915393691498e-07,4.654932888541252e-06
4,2,7,-8.0,-0.17124174973306297,-0.169331645388145,1.8242493042371645e-06,1,8,0.0,0.0,1,,-0.0009165154081709247,0.0005868397938136616,-3.285251921903095e-05,2.3284023773940034e-06,0.00016714547366505206,-0.00014584069691672312,2.271558070209293e-05,4.10250305180798e-05
4,2,8,-9.0,-0.1745010496345606,-0.17307067666661394,1.0229834137177267e-06,1,8,0.0,0.0,1,,-0.0005155823782403614,0.0012416378934754632,-2.0791197091744456e-05,5.5422480465638945e-06,0.00012699838406665784,-0.00011008593637642659,2.411167425278711e-05,3.120374959997696e-05
4,2,9,-10.0,-0.18063497036134904,-0.17533450157136526,1.4047484696791475e-05,1,8,0.0,0.0,1,,-0.0015151563907503602,0.0059863314399833945,-6.788852648192666e-05,2.9689935191137634e-05,0.00047287723512032254,-0.00040975239639365975,0.00010233948570340685,0.0001161339120701418
5,3,0,-1.0,-0.0020827811436939327,-0.006118522352141325,8.143603550780215e-06,1,8,0.0,0.0,1,,0.004899781337762568,0.00020418381435015454,2.080987757261064e-05,1.0093151988926204e-07,-4.9328193363124665e-06,3.3202441554814884e-06,2.307844488708667e-05,-1.0167823379666885e-05
5,3,1,-2.0,-0.02768356645375934,-0.031507572890501295,7.311512614122289e-06,1,9,0.0,0.0,1,,0.013815946846788153,0.003077827574265719,0.0001173555073633734,3.042844664415827e-06,-4.6165846095222404e-05,4.79339463493445e-05,0.00016733460407516423,-3.858233325310445e-05
5,3,2,-3.0,-0.06832607410743707,-0.07263698284437568,9.291967069104844e-06,1,9,0.0,0.0,1,,0.01663317345425377,0.010329625917871363,0.00021192841845371618,1.5318327465325087e-05,-0.00015410072873206726,0.00017040166436894396,0.0003221995390653642,-6.304853839129208e-05
5,3,3,-4.0,-0.107826697007916,-0.10969705651908888,1.7491223505175383e-06,1,8,0.0,0.0,1,,0.005307705204799106,0.005866429224072646,9.016948952568101e-05,1.1599501552910237e-05,-0.00010591337448033114,0.00011242694277179291,0.00012349873555545892,-3.103789380760691e-05
5,3,4,-5.0,-0.13557975487184398,-0.13636731361658644,3.1012438821030945e-07,1,8,0.0,0.0,1,,0.0014726155273523248,0.0019174401300458342,3.127175145505668e-05,4.7391157628759645e-06,-5.522541297747481e-05,5.525016667850007e-05,3.166277895757075e-05,-1.4359303070866168e-05
5,3,5,-6.0,-0.1541978920627831,-0.15377391102552246,8.987995997814644e-08,1,8,0.0,0.0,1,,-0.0005201679495847054,-0.00035805780733436543,-1.3255242144740214e-05,-1.06196425463476e-06,3.339531348789188e-05,-3.1763155963755935e-05,-6.4082906982314925e-06,8.411365442362816e-06
5,3,6,-7.0,-0.16327390457530078,-0.1645424389784592,8.045897659977755e-07,1,8,0.0,0.0,1,,0.001043634581934774,-4.754991808226749e-06,3.1026967263330694e-05,-1.6453311260472437e-08,-0.00010226718687969218,9.38879004544554e-05,-3.4010619902516325e-07,-2.571971476167525e-05
5,3,7,-8.0,-0.17124174973306297,-0.17101356381175575,2.6034407341399006e-08,1,8,0.0,0.0,1,,-0.00014167623220637428,0.00027679059265010175,-4.813708766048251e-06,1.0945782473948677e-06,1.9171331825479423e-05,-1.7245257997748028e-05,2.4516231588044377e-06,4.833333385252756e-06
5,3,8,-9.0,-0.1745010496345606,-0.17487064169168756,6.829914434529382e-08,1,8,0.0,0.0,1,,0.00018217551470538,-0.0006591553295247866,6.963464095174569e-06,-2.932484855247029e-06,-3.145653785945806e-05,2.80230323807755e-05,-5.936044092314181e-06,-7.948426466564046e-06
5,3,9,-10.0,-0.18063497036134904,-0.17720439209444372,5.884433622678606e-06,1,8,0.0,0.0,1,,-0.0013387525611484,0.006321607199434005,-5.6858204432115194e-05,3.1248775756906124e-05,0.0002898460466097718,-0.00025748500488289076,6.329662518920012e-05,7.328503513058102e-05
6,4,0,-1.0,-0.0020827811436939327,-0.0055683374501719575,6.074551382814369e-06,1,8,0.0,0.0,1,,0.004252974070644534,0.00016430060187662833,1.6648818041591867e-05,8.078140232080727e-08,-3.4434788029964387e-06,2.3001175526789494e-06,1.7891878370932994e-05,-7.753326007622426e-06
6,4,1,-2.0,-0.02768356645375934,-0.02951961964674732,1.6855456637408382e-06,1,9,0.0,0.0,1,,0.0070589530344942605,0.001487318638503486,5.526637251170786e-05,1.4625349383248522e-06,-1.8909619190546006e-05,2.041353103908827e-05,7.911221107016684e-05,-1.7364167796383096e-05
6,4,2,-3.0,-0.06832607410743707,-0.0704602623398014,2.277379705580217e-06,1,9,0.0,0.0,1,,0.009170364878721424,0.005365085233735961,0.00010769574446361477,7.913527469801027e-06,-6.820674201838844e-05,7.889626283938307e-05,0.0001716334863686926,-3.0126194468017518e-05
6,4,3,-4.0,-0.107826697007916,-0.10838236287874023,1.5438227999945522e-07,1,8,0.0,0.0,1,,0.001791166699284938,0.0017146065433114317,2.8047016476669304e-05,3.3720709337664875e-06,-2.9153475619824816e-05,3.213435161141334e-05,4.133945878885674e-05,-8.958032797060431e-06
6,4,4,-5.0,-0.13557975487184398,-0.13596841307307825,7.552759869340289e-08,1,8,0.0,0.0,1,,0.0008395191320643456,0.0007153766190732101,1.6432032079208377e-05,1.7586401332736926e-06,-2.5919575743122855e-05,2.6646774231459023e-05,1.792418091464503e-05,-6.970633357209915e-06
6,4,5,-6.0,-0.1541978920627831,-0.15405623940654295,1.0032737509892195e-08,1,8,0.0,0.0,1,,-0.00020748617326634723,-5.5666402768834905e-05,-4.873389050783623e-06,-1.6421644326772952e-07,1.0363736202631444e-05,-1.001641696433248e-05,-2.94064534879843e-06,2.7050787052644965e-06
6,4,6,-7.0,-0.16327390457530078,-0.16527484581367008,2.001882919702717e-06,1,8,0.0,0.0,1,,0.00201104024633683,-0.0009972417079753958,5.510734325110546e-05,-3.4321851467396843e-06,-0.0001499480182994655,0.00013863249949709722,7.1251937175026784e-06,-3.911136173905831e-05
6,4,7,-8.0,-0.17124174973306297,-0.17202544559858945,3.070896048216965e-07,1,8,0.0,0.0,1,,0.0005839190534074757,-0.001147813119150228,1.828661432629202e-05,-4.5147468631575714e-06,-6.007636140144996e-05,5.4021627066100213e-05,-6.006187218195551e-06,-1.5739025784746587e-05
6,4,8,-9.0,-0.1745010496345606,-0.17604659664273656,1.1943577772392559e-06,1,8,0.0,0.0,1,,0.0009216176223993905,-0.003233529320675817,3.2470124341092035e-05,-1.4308415610625553e-05,-0.00011993641429225024,0.0001061233148129609,-2.14503036575328e-05,-3.1555583363058176e-05
6,4,9,-10.0,-0.18063497036134904,-0.17846927843425722,2.3451107615334713e-06,1,8,0.0,0.0,1,,-0.0011100797919221528,0.005349723874597082,-4.345551174394824e-05,2.6302897961600866e-05,0.00016928229996149605,-0.0001484893919270909,3.713803951268616e-05,4.4663117247047184e-05
7,5,0,-1.0,-0.0020827811436939327,-0.005168505350717247,4.760846940904835e-06,1,8,0.0,0.0,1,,0.003757435270635421,0.00013735774175978652,1.3842844947495662e-05,6.737073743499494e-08,-2.68104024514396e-06,1.7331712996638358e-06,1.4690912871171929e-05,-6.311668277787358e-06
7,5,1,-2.0,-0.02768356645375934,-0.027912297119357714,2.6158858692557647e-08,1,9,0.0,0.0,1,,0.0008669539886893088,0.00017493309935812573,6.387926219689474e-06,1.716011308071243e-07,-2.411330828919363e-06,2.7027577232810687e-06,9.156903989805101e-06,-2.0516193257086855e-06
7,5,2,-3.0,-0.06832607410743707,-0.06841399985913943,3.865468906171888e-09,1,9,0.0,0.0,1,,0.00036122694753771894,0.00018347857464743805,3.992410992173537e-06,2.699757593380562e-07,-3.092034884947996e-06,3.6618100487464366e-06,6.39846613883089e-06,-1.2514552114652556e-06
7,5,3,-4.0,-0.107826697007916,-0.10679142978108815,5.358891154718607e-07,1,8,0.0,0.0,1,,-0.00364547223839619,-0.003307762947927178,-5.372143850449832e-05,-6.489519300680544e-06,5.1496713217006534e-05,-5.7072185789208215e-05,-8.414189749094546e-05,1.6393730836885337e-05
7,5,4,-5.0,-0.13557975487184398,-0.13497193562401427,1.847221190160195e-07,1,8,0.0,0.0,1,,-0.0014585716117901206,-0.0013501194571105524,-2.6867769119832427e-05,-3.3110089859347856e-06,3.767835732259577e-05,-3.8523274990911495e-05,-3.3020814311208815e-05,1.0472533369829644e-05
7,5,5,-6.0,-0.1541978920627831,-0.15352823797420423,2.2421829917494902e-07,1,8,0.0,0.0,1,,-0.0010847580676496252,-0.00045664816446808545,-2.3978277715181092e-05,-1.3438510211832071e-06,4.578488794747368e-05,-4.358858988894034e-05,-1.7809787139235738e-05,1.2293009090634186e-05
7,5,6,-7.0,-0.16327390457530078,-0.16506326053807763,1.6008973807618896e-06,1,8,0.0,0.0,1,,0.002033192906456092,-0.0012617170354358768,5.243369609228714e-05,-4.331897439183865e-06,-0.00012795850217879888,0.00011556476853259907,1.1704921837847157e-05,-3.4303026915461715e-05
7,5,7,-8.0,-0.17124174973306297,-0.17200999708023715,2.951019932201236e-07,1,8,0.0,0.0,1,,0.0006530020693379977,-0.001313934859372854,1.924590737066477e-05,-5.155632833411243e-06,-5.61191311429668e-05,4.8910736451932915e-05,-4.418127190383633e-06,-1.5137499694615453e-05
7,5,8,-9.0,-0.1745010496345606,-0.17614248262544693,1.3471511317833577e-06,1,8,0.0,0.0,1,,0.0011239829828000104,-0.00387353182523649,3.726800045900434e-05,-1.7098885216126344e-05,-0.000121153314358007,0.00010317084500847029,-2.0720729946890995e-05,-3.2886977157865666e-05
7,5,9,-10.0,-0.18063497036134904,-0.17861970512768544,2.0306469810048774e-06,1,8,0.0,0.0,1,,-0.001191335426363445,0.005544926364901681,-4.38902346940999e-05,2.7196557939884478e-05,0.0001495082317557959,-0.0001253933168497312,3.278800779180459e-05,4.078481786823367e-05
8,6,0,-1.0,-0.0020827811436939327,-0.005151426104600233,4.708290948047818e-06,1,7,0.0,0.0,1,,0.003746787842068659,0.0001367425657245902,1.3736670021030774e-05,6.707436186804164e-08,-2.560901248339134e-06,1.6810193080263428e-06,1.4628322296262511e-05,-6.2541099433911125e-06
8,6,1,-2.0,-0.02768356645375934,-0.027903908027844412,2.4275204635163084e-08,1,9,0.0,0.0,1,,0.000838441383235475,0.00016899069782808142,6.147875513081309e-06,1.6578514756382478e-07,-2.282299842729269e-06,2.6111048265276526e-06,8.883283400026653e-06,-1.977014547946577e-06
8,6,2,-3.0,-0.06832607410743707,-0.06848274026963239,1.2272143188432231e-08,1,9,0.0,0.0,1,,0.000656213854998008,0.0003327287556906295,7.217536916389132e-06,4.896259371360437e-07,-5.3852473150737405e-06,6.45236955354348e-06,1.1738959882328554e-05,-2.2289953793678635e-06
8,6,3,-4.0,-0.107826697007916,-0.10689296117457357,4.3593130323378726e-07,1,8,0.0,0.0,1,,-0.0032869001292798548,-0.0029413396587165924,-4.820242231070352e-05,-5.771091966869554e-06,4.62091255989045e-05,-5.16681401965563e-05,-7.649372151513381e-05,1.4790067233910085e-05
8,6,4,-5.0,-0.13557975487184398,-0.13505463902790324,1.378733247786975e-07,1,8,0.0,0.0,1,,-0.0012597631279668545,-0.0011296350141532412,-2.3093048129445064e-05,-2.7705179918420627e-06,3.243676832460138e-05,-3.330505595376346e-05,-2.8732748876347075e-05,9.0471183046709e-06
8,6,5,-6.0,-0.1541978920627831,-0.15357837465437565,1.9190090965970744e-07,1,8,0.0,0.0,1,,-0.0010049258438888738,-0.00037970841989092794,-2.2105870887238314e-05,-1.117517423714332e-06,4.223503472859767e-05,-4.025608824529254e-05,-1.660752107638215e-05,1.1369695402312707e-05
8,6,6,-7.0,-0.16327390457530078,-0.1650872226146925,1.644061155991062e-06,1,8,0.0,0.0,1,,0.0020684724509985306,-0.0013825475882306996,5.308479501174586e-05,-4.747128132265801e-06,-0.0001293367660046258,0.0001167139187478041,1.2078076221492007e-05,-3.474920944492646e-05
8,6,7,-8.0,-0.17124174973306297,-0.17201754904641486,3.009322872986779e-07,1,8,0.0,0.0,1,,0.0006637753522039906,-0.0013626248213400153,1.9468543970262163e-05,-5.347109870149164e-06,-5.6530404891030143e-05,4.916522644911533e-05,-4.405149096150918e-06,-1.5279483213966172e-05
8,6,8,-9.0,-0.1745010496345606,-0.17614069816907255,1.3442236583619186e-06,1,8,0.0,0.0,1,,0.0011327701890251243,-0.003932461309192585,3.737719309705216e-05,-1.736040261775466e-05,-0.00012072151160169959,0.00010249607861044736,-2.062047386087801e-05,-3.2835289666158884e-05
8,6,9,-10.0,-0.18063497036134904,-0.17861252317671086,2.045146307323703e-06,1,8,0.0,0.0,1,,-0.0012082319352130604,0.00563357933506589,-4.429683265367364e-05,2.7633585557666524e-05,0.00014965874576157703,-0.00012506368095505972,3.28381250095906e-05,4.090922444007531e-05
9,7,0,-1.0,-0.0020827811436939327,-0.00486760378659943,3.877618576219584e-06,1,7,0.0,0.0,1,,0.0034751994523085456,0.00012163635047721658,1.1860378529745687e-05,5.970531873144737e-08,-1.4223126081807184e-06,1.3929632501683894e-06,1.3096671669004117e-05,-5.3503474835915685e-06
9,7,1,-2.0,-0.02768356645375934,-0.02748873559963417,1.897953085955472e-08,1,8,0.0,0.0,1,,-0.0007911198271862022,-0.00015760627766879716,-5.399966673327089e-06,-1.547223836521647e-07,1.4552715168105778e-06,-2.271595474776422e-06,-8.66912029081131e-06,1.7441990319816046e-06
9,7,2,-3.0,-0.06832607410743707,-0.06897750970347605,2.1218416789302828e-07,1,8,0.0,0.0,1,,0.0030944229350821995,0.0016356036504676635,3.168252168964403e-05,2.408512838958827e-06,-1.657006866040596e-05,2.458226542979477e-05,6.22985802065243e-05,-9.099668501480567e-06
9,7,3,-4.0,-0.107826697007916,-0.10785790221023706,4.868823259507257e-10,1,8,0.0,0.0,1,,7.007057935081771e-05,-1.5128510101696437e-05,9.565650620107137e-07,-2.9703374493231432e-08,-2.01947135441918e-06,2.3641962263476687e-06,1.304392751174447e-06,-5.731843164126533e-07
9,7,4,-5.0,-0.13557975487184398,-0.1358358980118246,3.280465407961671e-08,1,8,0.0,0.0,1,,0.0006207465851540551,0.00018480059193841733,1.0592614283021112e-05,4.535477347090493e-07,-1.5347217390894295e-05,1.655622761049171e-05,1.5003694327472245e-05,-4.4836030758098295e-06
9,7,5,-6.0,-0.1541978920627831,-0.1539962102226062,2.033778232849384e-08,1,8,0.0,0.0,1,,-0.0003436970128168056,0.00015555316428037008,-7.037944257574516e-06,4.581205149582995e-07,1.3407760409260834e-05,-1.2866874159758064e-05,-5.818912139646508e-06,3.7471471755764133e-06
9,7,6,-7.0,-0.16327390457530078,-0.1652119303097072,1.8779718736101005e-06,1,8,0.0,0.0,1,,0.0023535986288915306,-0.0028792001395917953,5.622756253325385e-05,-9.892806956643135e-06,-0.00013263226786733643,0.00011722199863424779,1.6927077181657782e-05,-3.6862901618009006e-05
9,7,7,-8.0,-0.17124174973306297,-0.17195898008215377,2.5720968682849323e-07,1,8,0.0,0.0,1,,0.0006743555954841075,-0.0016695280747258162,1.84118643798252e-05,-6.555915592109097e-06,-5.022540173250727e-05,4.195040944679648e-05,-3.1484193033532284e-06,-1.4009685331505187e-05
9,7,8,-9.0,-0.1745010496345606,-0.17597632702301227,1.0882216864368963e-06,1,8,0.0,0.0,1,,0.0011489302798117864,-0.004229294974652683,3.529027150491186e-05,-1.8683581275847236e-05,-0.00010436715710548162,8.391765563903311e-05,-1.731075792596198e-05,-2.928601155162242e-05
9,7,9,-10.0,-0.18063497036134904,-0.17838345070767625,2.5346703754354828e-06,1,8,0.0,0.0,1,,-0.0015424430139668965,0.007186425629524663,-5.2641462043442304e-05,3.527463879566005e-05,0.00015989533391125042,-0.0001251782255961324,3.524299475752207e-05,4.512890535005498e-05
10,8,0,-1.0,-0.0020827811436939327,-0.004828073889186014,3.768316129225729e-06,1,6,6.868443633937393e-07,3.3161376145063315e-09,1,,0.0034261467048018555,0.00011933517918267387,1.1616663358212279e-05,5.8586064215298715e-08,-1.370112952227364e-06,1.3255131543864797e-06,1.2833387187734535e-05,-5.234975173158039e-06
10,8,1,-2.0,-0.02768356645375934,-0.027317761382859025,6.690667494816004e-08,1,8,0.0,0.0,1,,-0.0014913428218842788,-0.0002962882224731871,-1.0113068123577581e-05,-2.909177485958154e-07,2.7008848910633036e-06,-4.21971483718492e-06,-1.6275044080155774e-05,3.263932942210252e-06
10,8,2,-3.0,-0.06832607410743707,-0.06874575371202041,8.806548525141958e-08,1,8,0.0,0.0,1,,0.001980173206788053,0.0010006807011976391,2.0141874399571706e-05,1.473813779496637e-06,-1.1018693047670493e-05,1.6204537308769068e-05,3.9555054669847706e-05,-5.897385249059791e-06
