eta_hat,V_RHE,I_peroxide_mA_cm2,I_total_mA_cm2,ss_steps,ss_converged,R1,R2,c_O2_electrode,c_HP_electrode
-9.302299938694882364e-01,6.710999999999999188e-01,-2.123109717575914600e-05,-2.123125592115961065e-05,6.000000000000000000e+00,1.000000000000000000e+00,7.527877058568368889e-05,2.814294948716446818e-10,9.999302228542235049e-01,5.070587110079137760e-01
-1.860459987738976473e+00,6.471999999999999975e-01,-2.199581517059503164e-04,-2.199764408430523392e-04,1.000000000000000000e+01,1.000000000000000000e+00,7.799317006670023747e-04,3.242363307015720968e-08,9.992305318515272150e-01,1.285511271025347346e+00
-2.790689981608464709e+00,6.232999999999999652e-01,-2.099800730371529506e-03,-2.101590067341317820e-03,1.600000000000000000e+01,1.000000000000000000e+00,7.448375111947770633e-03,3.172200253286281739e-06,9.925615022717246827e-01,3.227059309982559743e+00
-3.720919975477952946e+00,5.993999999999999329e-01,-1.598458296051666686e-02,-1.609961975146780369e-02,2.100000000000000000e+01,1.000000000000000000e+00,5.688001627859174542e-02,2.039413165624141583e-04,9.431502399360748301e-01,7.418016019540778494e+00
-4.651149969347441626e+00,5.754999999999999005e-01,-5.991679115604602729e-02,-6.198405493353890960e-02,2.300000000000000000e+01,1.000000000000000000e+00,2.161101577680698271e-01,3.664918787962168252e-03,7.839756495623622090e-01,1.287293329562600519e+01
-5.581379963216929418e+00,5.515999999999999792e-01,-1.124231688878275515e-01,-1.229827287702693756e-01,2.200000000000000000e+01,1.000000000000000000e+00,4.173359522462904980e-01,1.872036351969878776e-02,5.826663388041712910e-01,1.685694556904103436e+01
-6.511609957086417211e+00,5.276999999999999469e-01,-1.479795246551103560e-01,-1.752567413831506160e-01,1.900000000000000000e+01,1.000000000000000000e+00,5.730447547390622454e-01,4.835802047049341662e-02,4.267666645449550433e-01,1.874184319478735006e+01
-7.441839950955905891e+00,5.038000000000000256e-01,-1.649715373332455715e-01,-2.132532634951976314e-01,1.700000000000000000e+01,1.000000000000000000e+00,6.705303859725652016e-01,8.559556223675537923e-02,3.291432176467108395e-01,1.873083021890615285e+01
-8.372069944825394572e+00,4.798999999999999932e-01,-1.706716198603550061e-01,-2.386406380634316093e-01,1.700000000000000000e+01,1.000000000000000000e+00,7.256433361529558423e-01,1.204978941361317807e-01,2.739957154141495210e-01,1.731776861993854055e+01
-9.302299938694883252e+00,4.559999999999999609e-01,-1.713257129682693447e-01,-2.546847231714998161e-01,1.600000000000000000e+01,1.000000000000000000e+00,7.552464606960237470e-01,1.477818196041991161e-01,2.444445220440762123e-01,1.516277813536956032e+01
