evaluation,iteration,objective,grad_norm,n_failed_points,used_anisotropy_recovery,k0_0,k0_1,alpha_0,alpha_1,grad_0,grad_1,effective_k0_0,effective_k0_1
1,0,0.0003008096221798391,0.0021923542011963045,1,0,0.0012631578947368421,5.2631578947368424e-05,0.4,0.3,-0.002184204248090622,-0.00018886171164628828,0.0012631578947368421,5.2631578947368424e-05
2,0,0.0002960230974086619,0.002170868690013421,1,0,0.0012631578947368421,5.2631578947368424e-05,0.40218420424809065,0.30018886171164627,-0.002162860288282351,-0.00018629611550370983,0.0012631578947368421,5.2631578947368424e-05
3,1,4.076268060804813e-05,0.00019279313978032492,1,0,0.0012631578947368421,5.2631578947368424e-05,0.6237630821078267,0.31185950973098736,-0.000192469887460145,-1.1159622190514465e-05,0.0012631578947368421,5.2631578947368424e-05
4,2,3.848030759373011e-05,2.0518941106911563e-05,1,0,0.0012631578947368421,5.2631578947368424e-05,0.6454308193696571,0.31233685284773743,-2.0423725762566216e-05,-1.9744290628923935e-06,0.0012631578947368421,5.2631578947368424e-05
5,3,3.845699745969466e-05,1.0972218242357191e-06,1,0,0.0012631578947368421,5.2631578947368424e-05,0.6479995672378898,0.31250399062416184,-5.360968405246753e-07,-9.57337928402829e-07,0.0012631578947368421,5.2631578947368424e-05
