epoch,train_loss,val_loss,val_cd_rmse,val_pc_rmse,lr,elapsed_s
1,1.08388817e+00,9.53531861e-01,3.58520301e-02,6.72905699e-02,9.999901e-04,0.1
2,9.44878459e-01,8.66661191e-01,3.50511174e-02,6.36516099e-02,9.999606e-04,0.3
3,8.58916342e-01,8.02285671e-01,3.48867039e-02,6.07151405e-02,9.999113e-04,0.4
4,7.96870112e-01,7.51364887e-01,3.52471421e-02,5.84499515e-02,9.998423e-04,0.5
5,7.47879863e-01,7.10540414e-01,3.56289307e-02,5.66988151e-02,9.997535e-04,0.6
6,7.08384752e-01,6.75298452e-01,3.55600869e-02,5.50951056e-02,9.996451e-04,0.7
7,6.74351811e-01,6.43246591e-01,3.51284417e-02,5.34956927e-02,9.995170e-04,0.8
8,6.43524408e-01,6.14425361e-01,3.45887431e-02,5.19620169e-02,9.993691e-04,0.9
9,6.15806818e-01,5.87494433e-01,3.40955619e-02,5.05244979e-02,9.992016e-04,1.1
10,5.89876890e-01,5.61822712e-01,3.37194751e-02,4.92746485e-02,9.990144e-04,1.2
11,5.65210402e-01,5.38506091e-01,3.34096943e-02,4.83191268e-02,9.988074e-04,1.3
12,5.42980373e-01,5.17027259e-01,3.30440623e-02,4.75252921e-02,9.985809e-04,1.4
13,5.22597909e-01,4.96462733e-01,3.26299316e-02,4.66961456e-02,9.983346e-04,1.5
14,5.03031254e-01,4.76977378e-01,3.22790604e-02,4.57816917e-02,9.980687e-04,1.6
15,4.84363079e-01,4.58500177e-01,3.20031901e-02,4.48376586e-02,9.977832e-04,1.8
16,4.66637284e-01,4.40376431e-01,3.17047796e-02,4.38938412e-02,9.974780e-04,1.9
17,4.49474126e-01,4.22607124e-01,3.13487577e-02,4.29442289e-02,9.971532e-04,2.0
18,4.32820439e-01,4.06192482e-01,3.09965701e-02,4.20458651e-02,9.968088e-04,2.1
19,4.17377263e-01,3.90559703e-01,3.06963047e-02,4.11567919e-02,9.964449e-04,2.2
20,4.02560949e-01,3.75691861e-01,3.04385817e-02,4.03015426e-02,9.960613e-04,2.4
21,3.88391972e-01,3.61801445e-01,3.01806739e-02,3.95461719e-02,9.956582e-04,2.5
22,3.75102013e-01,3.48271787e-01,2.98903188e-02,3.89024969e-02,9.952355e-04,2.6
23,3.62290025e-01,3.35372120e-01,2.96048055e-02,3.83451658e-02,9.947933e-04,2.7
24,3.50226551e-01,3.23300213e-01,2.93447848e-02,3.77373432e-02,9.943315e-04,2.8
25,3.38967234e-01,3.11891288e-01,2.90845354e-02,3.69974090e-02,9.938503e-04,3.0
26,3.28262836e-01,3.01434040e-01,2.88396287e-02,3.62448215e-02,9.933496e-04,3.1
27,3.18505436e-01,2.91216433e-01,2.86277872e-02,3.56263850e-02,9.928295e-04,3.2
28,3.09086829e-01,2.81654388e-01,2.84419590e-02,3.50877264e-02,9.922899e-04,3.4
29,3.00320536e-01,2.72567809e-01,2.82446116e-02,3.45106467e-02,9.917309e-04,3.5
30,2.91921556e-01,2.63897449e-01,2.80592623e-02,3.39380674e-02,9.911525e-04,3.6
31,2.83863753e-01,2.55749106e-01,2.78780952e-02,3.34715215e-02,9.905547e-04,3.7
32,2.76336819e-01,2.47928396e-01,2.76740591e-02,3.30525922e-02,9.899376e-04,3.9
33,2.69121885e-01,2.40592673e-01,2.74970213e-02,3.26291067e-02,9.893012e-04,4.0
34,2.62349874e-01,2.33524278e-01,2.73457880e-02,3.21431227e-02,9.886454e-04,4.1
35,2.55830169e-01,2.26955190e-01,2.71788220e-02,3.16784385e-02,9.879704e-04,4.3
36,2.49726176e-01,2.20655993e-01,2.69972114e-02,3.13506628e-02,9.872762e-04,4.4
37,2.43896276e-01,2.14787647e-01,2.68158441e-02,3.10311651e-02,9.865627e-04,4.5
38,2.38478512e-01,2.09105596e-01,2.66226946e-02,3.06200590e-02,9.858301e-04,4.6
39,2.33216107e-01,2.03642651e-01,2.64447791e-02,3.03071599e-02,9.850782e-04,4.8
40,2.28191152e-01,1.98454365e-01,2.62290125e-02,3.00330132e-02,9.843073e-04,4.9
41,2.23424047e-01,1.93536207e-01,2.60160806e-02,2.97582464e-02,9.835172e-04,5.0
42,2.18889266e-01,1.88885868e-01,2.58046808e-02,2.94370134e-02,9.827081e-04,5.1
43,2.14591175e-01,1.84403807e-01,2.55973381e-02,2.91490097e-02,9.818800e-04,5.2
44,2.10448280e-01,1.80163115e-01,2.54268277e-02,2.88811932e-02,9.810328e-04,5.4
45,2.06546530e-01,1.76206619e-01,2.52770883e-02,2.85433951e-02,9.801667e-04,5.5
46,2.02838972e-01,1.72442153e-01,2.51369095e-02,2.83737867e-02,9.792816e-04,5.6
47,1.99413508e-01,1.69584021e-01,2.49654367e-02,2.81379266e-02,9.783777e-04,5.7
48,1.96766302e-01,1.68522716e-01,2.48884764e-02,2.83959193e-02,9.774548e-04,5.9
49,1.96105778e-01,1.67278886e-01,2.47120299e-02,2.80118453e-02,9.765132e-04,6.0
50,1.95031717e-01,1.60669848e-01,2.45891643e-02,2.77233425e-02,9.755527e-04,6.1
51,1.88660592e-01,1.56093433e-01,2.44342561e-02,2.72037994e-02,9.745735e-04,6.3
52,1.84202135e-01,1.56543061e-01,2.42903397e-02,2.70986334e-02,9.735756e-04,6.4
53,1.84752777e-01,1.50793210e-01,2.41564771e-02,2.68193220e-02,9.725590e-04,6.5
54,1.79283842e-01,1.48581669e-01,2.40425044e-02,2.66749880e-02,9.715238e-04,6.7
55,1.77204132e-01,1.47071764e-01,2.39202892e-02,2.63239030e-02,9.704699e-04,6.8
56,1.75747067e-01,1.42517313e-01,2.37661330e-02,2.61272537e-02,9.693976e-04,6.9
57,1.71396926e-01,1.41786247e-01,2.36870334e-02,2.61715886e-02,9.683067e-04,7.0
58,1.70900345e-01,1.38227612e-01,2.35550703e-02,2.56551000e-02,9.671973e-04,7.1
59,1.67387649e-01,1.36505753e-01,2.33920724e-02,2.56564394e-02,9.660695e-04,7.3
60,1.65858045e-01,1.34188041e-01,2.33268211e-02,2.55162686e-02,9.649234e-04,7.4
61,1.63760111e-01,1.31806418e-01,2.32434317e-02,2.52144522e-02,9.637589e-04,7.5
62,1.61426917e-01,1.30326271e-01,2.30716897e-02,2.51327203e-02,9.625761e-04,7.6
63,1.60094470e-01,1.27649680e-01,2.29851692e-02,2.49808639e-02,9.613750e-04,7.7
64,1.57547176e-01,1.26504123e-01,2.29319980e-02,2.48280166e-02,9.601558e-04,7.9
65,1.56513318e-01,1.24028452e-01,2.27768757e-02,2.45724752e-02,9.589184e-04,8.0
66,1.54112890e-01,1.22783095e-01,2.26703573e-02,2.45789410e-02,9.576630e-04,8.1
67,1.52925715e-01,1.20928049e-01,2.25942082e-02,2.43333777e-02,9.563894e-04,8.2
68,1.51212394e-01,1.18998528e-01,2.24737257e-02,2.41405541e-02,9.550979e-04,8.3
69,1.49363473e-01,1.18022978e-01,2.23654179e-02,2.41545987e-02,9.537885e-04,8.5
70,1.48423702e-01,1.15820378e-01,2.22629624e-02,2.38435983e-02,9.524611e-04,8.6
71,1.46373153e-01,1.14670709e-01,2.21721091e-02,2.37500523e-02,9.511159e-04,8.7
72,1.45313546e-01,1.13246188e-01,2.20548142e-02,2.36741318e-02,9.497529e-04,8.8
73,1.43880084e-01,1.11603178e-01,2.19459895e-02,2.34453237e-02,9.483722e-04,8.9
74,1.42341226e-01,1.10475831e-01,2.18751424e-02,2.33552680e-02,9.469738e-04,9.1
75,1.41328394e-01,1.08963586e-01,2.17711823e-02,2.32477756e-02,9.455578e-04,9.2
76,1.39777973e-01,1.07828245e-01,2.16758082e-02,2.30825893e-02,9.441242e-04,9.3
77,1.38690189e-01,1.06567159e-01,2.16070063e-02,2.29568236e-02,9.426730e-04,9.4
78,1.37533098e-01,1.05199061e-01,2.14979707e-02,2.28398678e-02,9.412045e-04,9.6
79,1.36120185e-01,1.04258738e-01,2.14022151e-02,2.27240264e-02,9.397185e-04,9.7
80,1.35177895e-01,1.03001371e-01,2.13332375e-02,2.25924926e-02,9.382152e-04,9.8
81,1.34043902e-01,1.01773724e-01,2.12306572e-02,2.24632539e-02,9.366946e-04,9.9
82,1.32790565e-01,1.00880861e-01,2.11472439e-02,2.24079641e-02,9.351568e-04,10.0
83,1.31847784e-01,9.96801034e-02,2.10754258e-02,2.22310389e-02,9.336018e-04,10.1
84,1.30768329e-01,9.85865295e-02,2.09824219e-02,2.21276911e-02,9.320297e-04,10.2
85,1.29623130e-01,9.77488682e-02,2.09133793e-02,2.20813795e-02,9.304406e-04,10.4
86,1.28726795e-01,9.66766402e-02,2.08500940e-02,2.18853836e-02,9.288346e-04,10.5
87,1.27778396e-01,9.56669822e-02,2.07576082e-02,2.18520700e-02,9.272116e-04,10.6
88,1.26686916e-01,9.46801007e-02,2.06701863e-02,2.16889836e-02,9.255717e-04,10.8
89,1.25731289e-01,9.37763304e-02,2.06124027e-02,2.15994606e-02,9.239151e-04,10.9
90,1.24887794e-01,9.29398686e-02,2.05226428e-02,2.14889849e-02,9.222418e-04,11.0
91,1.23955645e-01,9.19538364e-02,2.04710059e-02,2.14355440e-02,9.205518e-04,11.2
92,1.23004295e-01,9.12304297e-02,2.04145748e-02,2.12591866e-02,9.188453e-04,11.3
93,1.22246288e-01,9.10101756e-02,2.04105821e-02,2.14051505e-02,9.171222e-04,11.4
94,1.21844649e-01,9.11093131e-02,2.04244430e-02,2.11409677e-02,9.153827e-04,11.6
95,1.21847786e-01,9.16461423e-02,2.04426753e-02,2.14442610e-02,9.136267e-04,11.7
96,1.22203983e-01,9.09936652e-02,2.03001711e-02,2.09693898e-02,9.118545e-04,11.8
97,1.21568538e-01,8.90223384e-02,2.01369420e-02,2.09669603e-02,9.100661e-04,11.9
98,1.19890206e-01,8.73562098e-02,2.00124754e-02,2.08897061e-02,9.082615e-04,12.1
99,1.18069284e-01,8.64673629e-02,2.00531668e-02,2.07411362e-02,9.064407e-04,12.2
100,1.17105998e-01,8.57736319e-02,1.99943215e-02,2.07735181e-02,9.046040e-04,12.3
101,1.16310172e-01,8.51712525e-02,1.98498598e-02,2.05287479e-02,9.027513e-04,12.5
102,1.15648106e-01,8.47298726e-02,1.98317958e-02,2.05711334e-02,9.008827e-04,12.6
103,1.15071565e-01,8.33431035e-02,1.97708780e-02,2.05426840e-02,8.989983e-04,12.7
104,1.13728210e-01,8.24012086e-02,1.97155507e-02,2.02342864e-02,8.970982e-04,12.9
105,1.12641059e-01,8.21671039e-02,1.96460301e-02,2.03148182e-02,8.951824e-04,13.0
106,1.12415224e-01,8.14843178e-02,1.95838726e-02,2.02717849e-02,8.932511e-04,13.1
107,1.11779921e-01,8.08426440e-02,1.95967476e-02,2.00120543e-02,8.913042e-04,13.3
108,1.10616527e-01,7.98011422e-02,1.94970299e-02,2.00389530e-02,8.893419e-04,13.4
109,1.09781511e-01,7.94512406e-02,1.94404277e-02,1.99546342e-02,8.873643e-04,13.5
110,1.09548748e-01,7.94055015e-02,1.94721054e-02,1.98133397e-02,8.853714e-04,13.7
111,1.08942077e-01,7.78991356e-02,1.93657005e-02,1.97940224e-02,8.833633e-04,13.8
112,1.07795238e-01,7.75090382e-02,1.93138260e-02,1.96379827e-02,8.813400e-04,14.0
113,1.07158601e-01,7.75371641e-02,1.92912269e-02,1.95946063e-02,8.793018e-04,14.1
114,1.06978737e-01,7.63403848e-02,1.92140747e-02,1.95500952e-02,8.772486e-04,14.2
115,1.06177881e-01,7.60105252e-02,1.92114986e-02,1.94041561e-02,8.751805e-04,14.4
116,1.05216078e-01,7.52796754e-02,1.91473199e-02,1.93769028e-02,8.730976e-04,14.5
117,1.04772136e-01,7.49160126e-02,1.90914715e-02,1.92966913e-02,8.710000e-04,14.7
118,1.04478218e-01,7.49394819e-02,1.90834277e-02,1.92252501e-02,8.688878e-04,14.8
119,1.03782997e-01,7.36527368e-02,1.90166852e-02,1.91547726e-02,8.667610e-04,14.9
120,1.02883391e-01,7.32761547e-02,1.89936454e-02,1.90695986e-02,8.646198e-04,15.0
121,1.02425836e-01,7.33380839e-02,1.89674123e-02,1.90383458e-02,8.624642e-04,15.2
122,1.02145374e-01,7.28382319e-02,1.89180180e-02,1.89481694e-02,8.602944e-04,15.3
123,1.01629071e-01,7.20792860e-02,1.88853333e-02,1.89020604e-02,8.581103e-04,15.5
124,1.00848243e-01,7.18548447e-02,1.88677509e-02,1.88011160e-02,8.559121e-04,15.6
125,1.00200035e-01,7.12268651e-02,1.88117208e-02,1.87771798e-02,8.536998e-04,15.8
126,9.98492315e-02,7.17378482e-02,1.88275613e-02,1.87102034e-02,8.514737e-04,15.9
127,9.95013118e-02,7.03047067e-02,1.87458640e-02,1.86752278e-02,8.492336e-04,16.1
128,9.90071073e-02,7.14785531e-02,1.87932027e-02,1.85589015e-02,8.469798e-04,16.2
129,9.84732881e-02,6.95888475e-02,1.87138280e-02,1.85944021e-02,8.447123e-04,16.4
130,9.80717167e-02,7.18774721e-02,1.88555837e-02,1.85021164e-02,8.424313e-04,16.6
131,9.81021896e-02,7.01487586e-02,1.87941817e-02,1.86957596e-02,8.401367e-04,16.8
132,9.87143442e-02,7.49244839e-02,1.91076954e-02,1.85971665e-02,8.378287e-04,16.9
133,9.98992473e-02,7.10027814e-02,1.88504016e-02,1.87590472e-02,8.355074e-04,17.1
134,9.97165814e-02,7.18893409e-02,1.88232348e-02,1.83375455e-02,8.331729e-04,17.2
135,9.72683132e-02,6.88799024e-02,1.85771251e-02,1.81765832e-02,8.308253e-04,17.4
136,9.51621234e-02,6.77541047e-02,1.86009428e-02,1.83606954e-02,8.284646e-04,17.5
137,9.59549472e-02,7.18608201e-02,1.88570666e-02,1.83121105e-02,8.260909e-04,17.7
138,9.63612944e-02,6.86862990e-02,1.85558668e-02,1.81577211e-02,8.237045e-04,17.9
139,9.45152119e-02,6.73989877e-02,1.84838436e-02,1.80938543e-02,8.213052e-04,18.0
140,9.39157158e-02,7.08127543e-02,1.87284457e-02,1.81778711e-02,8.188933e-04,18.2
141,9.45235342e-02,6.77828118e-02,1.84911587e-02,1.81059613e-02,8.164688e-04,18.3
142,9.33743715e-02,6.75879344e-02,1.84609462e-02,1.79262930e-02,8.140318e-04,18.5
143,9.22552794e-02,6.95652366e-02,1.86088423e-02,1.79579784e-02,8.115825e-04,18.7
144,9.26487967e-02,6.73120916e-02,1.84348863e-02,1.80081742e-02,8.091209e-04,18.8
145,9.23006386e-02,6.87987879e-02,1.84617532e-02,1.78360426e-02,8.066471e-04,19.0
146,9.13592353e-02,6.84424564e-02,1.84753278e-02,1.77657724e-02,8.041612e-04,19.2
147,9.08763409e-02,6.67253882e-02,1.83995237e-02,1.78045024e-02,8.016633e-04,19.3
148,9.08224359e-02,6.89372942e-02,1.84710066e-02,1.77006820e-02,7.991535e-04,19.5
149,9.04007554e-02,6.75204024e-02,1.83928110e-02,1.76602433e-02,7.966320e-04,19.6
150,8.94901305e-02,6.70917854e-02,1.83740709e-02,1.76334199e-02,7.940987e-04,19.8
151,8.93724784e-02,6.88999891e-02,1.84523762e-02,1.75634596e-02,7.915539e-04,20.0
152,8.94432738e-02,6.73317090e-02,1.83722096e-02,1.75842195e-02,7.889976e-04,20.1
153,8.86666253e-02,6.76561147e-02,1.83941146e-02,1.75153997e-02,7.864298e-04,20.3
154,8.79219249e-02,6.80741966e-02,1.84084381e-02,1.74800922e-02,7.838508e-04,20.5
155,8.76926333e-02,6.73608780e-02,1.83677012e-02,1.75376768e-02,7.812606e-04,20.6
156,8.75945911e-02,6.83515444e-02,1.84471057e-02,1.74329745e-02,7.786594e-04,20.8
157,8.71908739e-02,6.72259927e-02,1.83498650e-02,1.74252559e-02,7.760471e-04,21.0
158,8.65852982e-02,6.76228255e-02,1.83713939e-02,1.73613836e-02,7.734240e-04,21.2
159,8.61182511e-02,6.75864592e-02,1.83783598e-02,1.73366825e-02,7.707901e-04,21.3
160,8.57333839e-02,6.73625767e-02,1.83496128e-02,1.73445106e-02,7.681455e-04,21.5
161,8.54917467e-02,6.77411705e-02,1.83792717e-02,1.72831416e-02,7.654903e-04,21.6
162,8.53318796e-02,6.72891885e-02,1.83517462e-02,1.73434491e-02,7.628247e-04,21.8
163,8.50917175e-02,6.75503761e-02,1.83908706e-02,1.72183147e-02,7.601488e-04,22.0
164,8.46431106e-02,6.71547353e-02,1.83456746e-02,1.72792881e-02,7.574625e-04,22.2
165,8.42734650e-02,6.73591346e-02,1.83730522e-02,1.72028930e-02,7.547662e-04,22.4
166,8.39417502e-02,6.75026998e-02,1.83264817e-02,1.72576976e-02,7.520598e-04,22.5
167,8.38772729e-02,6.82471767e-02,1.83617968e-02,1.71989005e-02,7.493435e-04,22.7
168,8.43418837e-02,6.96996823e-02,1.83591645e-02,1.72868331e-02,7.466173e-04,22.9
169,8.57771486e-02,7.17276335e-02,1.84311054e-02,1.72642265e-02,7.438814e-04,23.1
170,8.79476890e-02,7.22642317e-02,1.83888900e-02,1.74868143e-02,7.411360e-04,23.2
171,8.88070315e-02,6.89599887e-02,1.84153171e-02,1.71868360e-02,7.383810e-04,23.4
172,8.69085789e-02,6.60690740e-02,1.83433429e-02,1.72399159e-02,7.356166e-04,23.5
173,8.44154805e-02,6.86999112e-02,1.84183463e-02,1.70756802e-02,7.328430e-04,23.7
174,8.46946836e-02,6.77243173e-02,1.82949434e-02,1.70968883e-02,7.300601e-04,23.9
175,8.34387913e-02,6.60465360e-02,1.82947451e-02,1.71895793e-02,7.272683e-04,24.0
176,8.22052732e-02,6.79629967e-02,1.84854750e-02,1.71260244e-02,7.244674e-04,24.2
177,8.27746019e-02,6.66202754e-02,1.82975729e-02,1.70167537e-02,7.216577e-04,24.4
178,8.18397850e-02,6.57408610e-02,1.82965756e-02,1.70263735e-02,7.188393e-04,24.5
179,8.08132440e-02,6.74261525e-02,1.83808300e-02,1.69948839e-02,7.160123e-04,24.7
180,8.15094709e-02,6.61948919e-02,1.82325671e-02,1.68979882e-02,7.131768e-04,24.9
181,8.01888853e-02,6.65289611e-02,1.82711334e-02,1.69180183e-02,7.103328e-04,25.1
182,8.00603107e-02,6.69788122e-02,1.83292175e-02,1.69451995e-02,7.074806e-04,25.2
183,7.99791142e-02,6.61361888e-02,1.82933725e-02,1.69025105e-02,7.046202e-04,25.4
184,7.91421235e-02,6.62283301e-02,1.82921373e-02,1.68424631e-02,7.017518e-04,25.5
185,7.91185126e-02,6.61686510e-02,1.82362907e-02,1.68035006e-02,6.988754e-04,25.7
186,7.87627921e-02,6.60421625e-02,1.82670522e-02,1.68176298e-02,6.959911e-04,25.9
187,7.81887919e-02,6.62001669e-02,1.82304560e-02,1.67945036e-02,6.930992e-04,26.0
188,7.82512724e-02,6.57021180e-02,1.82034077e-02,1.67323802e-02,6.901997e-04,26.2
189,7.76321366e-02,6.58552349e-02,1.82624282e-02,1.67300767e-02,6.872926e-04,26.3
190,7.74489343e-02,6.62450194e-02,1.82772988e-02,1.67669601e-02,6.843782e-04,26.5
191,7.72904530e-02,6.58314601e-02,1.82637947e-02,1.67433129e-02,6.814565e-04,26.6
192,7.67246187e-02,6.58709109e-02,1.82601646e-02,1.66819008e-02,6.785277e-04,26.8
193,7.67873004e-02,6.58885017e-02,1.82508998e-02,1.67157063e-02,6.755919e-04,27.0
194,7.62751549e-02,6.59152344e-02,1.82591579e-02,1.67124178e-02,6.726491e-04,27.2
195,7.60942921e-02,6.58750683e-02,1.82726034e-02,1.66392356e-02,6.696996e-04,27.3
196,7.60017410e-02,6.57594427e-02,1.82656028e-02,1.66659746e-02,6.667434e-04,27.5
197,7.55424947e-02,6.60415143e-02,1.82930813e-02,1.66907143e-02,6.637806e-04,27.7
198,7.53448606e-02,6.59704432e-02,1.83163810e-02,1.66603727e-02,6.608113e-04,27.8
199,7.51508996e-02,6.57339469e-02,1.82968957e-02,1.66549288e-02,6.578358e-04,28.0
200,7.48401955e-02,6.60099462e-02,1.83023063e-02,1.66601265e-02,6.548540e-04,28.1
201,7.47026131e-02,6.58814237e-02,1.83301876e-02,1.66444287e-02,6.518661e-04,28.3
202,7.43432045e-02,6.57441989e-02,1.83072409e-02,1.66135263e-02,6.488723e-04,28.4
203,7.40651265e-02,6.58383518e-02,1.82956271e-02,1.66092301e-02,6.458726e-04,28.6
204,7.39663169e-02,6.56313226e-02,1.83123405e-02,1.65799914e-02,6.428671e-04,28.7
205,7.36192018e-02,6.58754036e-02,1.83335040e-02,1.65946588e-02,6.398561e-04,28.9
206,7.34720156e-02,6.58218041e-02,1.83166798e-02,1.65840075e-02,6.368395e-04,29.1
207,7.32364357e-02,6.56401441e-02,1.83032753e-02,1.65410167e-02,6.338175e-04,29.2
208,7.29857087e-02,6.57152683e-02,1.83344602e-02,1.65508873e-02,6.307903e-04,29.4
209,7.27815628e-02,6.57734722e-02,1.83192403e-02,1.65555263e-02,6.277580e-04,29.5
210,7.25451037e-02,6.54765293e-02,1.83059745e-02,1.65086722e-02,6.247206e-04,29.7
211,7.23017380e-02,6.55542985e-02,1.83238145e-02,1.65067604e-02,6.216783e-04,29.8
212,7.21284747e-02,6.57734573e-02,1.83275769e-02,1.65333986e-02,6.186312e-04,30.0
213,7.19161332e-02,6.57221675e-02,1.83156825e-02,1.65058435e-02,6.155795e-04,30.1
214,7.17679411e-02,6.55340329e-02,1.83307780e-02,1.64892890e-02,6.125232e-04,30.3
215,7.17296004e-02,6.60747662e-02,1.83255016e-02,1.65188669e-02,6.094625e-04,30.4
216,7.22779781e-02,6.58039749e-02,1.83528378e-02,1.65180619e-02,6.063976e-04,30.6
217,7.22047985e-02,6.66700825e-02,1.83312712e-02,1.65302325e-02,6.033284e-04,30.8
218,7.39820823e-02,6.60200343e-02,1.83656728e-02,1.65544645e-02,6.002551e-04,30.9
219,7.16482699e-02,6.59105405e-02,1.83772731e-02,1.65399391e-02,5.971780e-04,31.1
