phi_applied,target_current_density,simulated_current_density
-1,-0.002547038291970156,-0.0002727521724654808
-2.357142857142857,-0.001591013589878994,-0.0009122783841358143
-3.714285714285714,-0.003919789285705239,-0.002287573685636677
-5.071428571428571,-0.003698291559970565,-0.005375431784598092
-6.428571428571429,-0.01026947626901989,-0.01222094172092055
-7.785714285714286,-0.02476291769125463,-0.0265539854414527
-9.142857142857142,-0.05388044265733569,-0.05309948416238554
-10.5,-0.09531488487184651,-0.09273129503700625
-11.85714285714286,-0.1398181204150221,-0.1367356567911523
-13.21428571428572,-0.1670837793784777,-0.173542742764922
-14.57142857142857,-0.1997499794558106,-0.2009569465607791
-15.92857142857143,-0.2221304965081713,-0.2248231050150843
-17.28571428571428,-0.2532417582036374,-0.2516271369404181
-18.64285714285714,-0.2861232045423941,-0.2839358806618028
-20,-0.3176011863770442,-0.3186181453269523
