applied_voltage_v_vs_rhe,peroxide_current_density_mA_cm2,total_current_density_mA_cm2,four_electron_current_density_mA_cm2,ss_steps,ss_converged
-4.999999999999998890e-01,-3.297945085774720703e-02,-8.526856744916248843e-02,-5.228911659141528140e-02,5.000000000000000000e+00,1.000000000000000000e+00
-4.880499999999997618e-01,-3.395504259501264804e-02,-8.422435766723948558e-02,-5.026931507222683754e-02,5.000000000000000000e+00,1.000000000000000000e+00
-4.760999999999998566e-01,-3.490681790383442368e-02,-8.322281960685855295e-02,-4.831600170302412928e-02,5.000000000000000000e+00,1.000000000000000000e+00
-4.641499999999997295e-01,-3.583312328564133842e-02,-8.226079159732553603e-02,-4.642766831168419761e-02,5.000000000000000000e+00,1.000000000000000000e+00
-4.521999999999998243e-01,-3.673290242772887793e-02,-8.133573368755377120e-02,-4.460283125982489327e-02,5.000000000000000000e+00,1.000000000000000000e+00
-4.402499999999999192e-01,-3.760554743862386945e-02,-8.044556821454780515e-02,-4.284002077592393570e-02,5.000000000000000000e+00,1.000000000000000000e+00
-4.282999999999997920e-01,-3.845078707865609569e-02,-7.958856135899229634e-02,-4.113777428033620065e-02,5.000000000000000000e+00,1.000000000000000000e+00
-4.163499999999998868e-01,-3.926860270371029804e-02,-7.876323525315807872e-02,-3.949463254944778068e-02,5.000000000000000000e+00,1.000000000000000000e+00
-4.043999999999997597e-01,-4.005916498256482938e-02,-7.796830285416735118e-02,-3.790913787160252180e-02,5.000000000000000000e+00,1.000000000000000000e+00
-3.924499999999998545e-01,-4.082278614498424663e-02,-7.720261983168243136e-02,-3.637983368669818474e-02,5.000000000000000000e+00,1.000000000000000000e+00
-3.804999999999999494e-01,-4.155988399502366648e-02,-7.646514901784515206e-02,-3.490526502282148558e-02,5.000000000000000000e+00,1.000000000000000000e+00
-3.685499999999998222e-01,-4.227095461997036618e-02,-7.575493437504240979e-02,-3.348397975507204360e-02,5.000000000000000000e+00,1.000000000000000000e+00
-3.565999999999999170e-01,-4.295655175375692053e-02,-7.507108194828274184e-02,-3.211453019452582130e-02,5.000000000000000000e+00,1.000000000000000000e+00
-3.446500000000000119e-01,-4.361727110514594663e-02,-7.441274610205338147e-02,-3.079547499690743484e-02,5.000000000000000000e+00,1.000000000000000000e+00
-3.326999999999998847e-01,-4.425373774647895636e-02,-7.377912055694273163e-02,-2.952538281046377527e-02,5.000000000000000000e+00,1.000000000000000000e+00
-3.207499999999999796e-01,-4.486657376205495373e-02,-7.316945935170607318e-02,-2.830288558965111945e-02,5.000000000000000000e+00,1.000000000000000000e+00
-3.087999999999998524e-01,-4.545566147129449092e-02,-7.258392652892442509e-02,-2.712826505762993418e-02,4.000000000000000000e+00,1.000000000000000000e+00
-2.968499999999999472e-01,-4.602337417948153958e-02,-7.201980839489344199e-02,-2.599643421541190241e-02,4.000000000000000000e+00,1.000000000000000000e+00
-2.848999999999999311e-01,-4.656948862396866756e-02,-7.147745152132589652e-02,-2.490796289735722896e-02,4.000000000000000000e+00,1.000000000000000000e+00
-2.729499999999999149e-01,-4.709468693851807247e-02,-7.095617497711861899e-02,-2.386148803860054651e-02,4.000000000000000000e+00,1.000000000000000000e+00
-2.609999999999997877e-01,-4.759965464155283682e-02,-7.045532040136474883e-02,-2.285566575981191201e-02,4.000000000000000000e+00,1.000000000000000000e+00
-2.490499999999997716e-01,-4.808508096147802446e-02,-6.997425366609830166e-02,-2.188917270462027720e-02,4.000000000000000000e+00,1.000000000000000000e+00
