applied_voltage_v_vs_rhe,peroxide_current_density_mA_cm2,total_current_density_mA_cm2,four_electron_current_density_mA_cm2,ss_steps,ss_converged
-4.999999999999998890e-01,1.864660945936394976e+00,-2.212401993204684558e+00,-4.077062939141079312e+00,2.000000000000000000e+00,1.000000000000000000e+00
-4.880499999999997618e-01,1.839282843110097598e+00,-2.186959599983024471e+00,-4.026242443093122070e+00,2.000000000000000000e+00,1.000000000000000000e+00
-4.760999999999998566e-01,1.808909218263851981e+00,-2.156542962673706931e+00,-3.965452180937559135e+00,2.000000000000000000e+00,1.000000000000000000e+00
-4.641499999999997295e-01,1.773030028151741488e+00,-2.120637517907301373e+00,-3.893667546059043083e+00,2.000000000000000000e+00,1.000000000000000000e+00
-4.521999999999998243e-01,1.731274493645185819e+00,-2.078869159296552471e+00,-3.810143652941738068e+00,2.000000000000000000e+00,1.000000000000000000e+00
-4.402499999999999192e-01,1.683497671376534166e+00,-2.031090476084763452e+00,-3.714588147461297396e+00,2.000000000000000000e+00,1.000000000000000000e+00
-4.282999999999997920e-01,1.629866246101816518e+00,-1.977466292422531469e+00,-3.607332538524348209e+00,2.000000000000000000e+00,1.000000000000000000e+00
-4.163499999999998868e-01,1.570923994994598338e+00,-1.918538946059027639e+00,-3.489462941053625755e+00,2.000000000000000000e+00,1.000000000000000000e+00
-4.043999999999997597e-01,1.507613725453613274e+00,-1.855250100742560804e+00,-3.362863826196174077e+00,2.000000000000000000e+00,1.000000000000000000e+00
-3.924499999999998545e-01,1.438321272958209551e+00,-1.785984640534900247e+00,-3.224305913493109799e+00,2.000000000000000000e+00,1.000000000000000000e+00
-3.804999999999999494e-01,1.371465189916828420e+00,-1.719160464878626726e+00,-3.090625654795455368e+00,2.000000000000000000e+00,1.000000000000000000e+00
-3.685499999999998222e-01,1.304364389791093926e+00,-1.652096072941128924e+00,-2.956460462732223071e+00,2.000000000000000000e+00,1.000000000000000000e+00
-3.565999999999999170e-01,1.238541995104297744e+00,-1.586314467720125743e+00,-2.824856462824423708e+00,2.000000000000000000e+00,1.000000000000000000e+00
-3.446500000000000119e-01,1.175276526921752884e+00,-1.523094417207186524e+00,-2.698370944128939186e+00,2.000000000000000000e+00,1.000000000000000000e+00
-3.326999999999998847e-01,1.115471794666397454e+00,-1.463340394221418705e+00,-2.578812188887816159e+00,2.000000000000000000e+00,1.000000000000000000e+00
-3.207499999999999796e-01,1.059592143928983043e+00,-1.407517853255663143e+00,-2.467109997184646186e+00,2.000000000000000000e+00,1.000000000000000000e+00
-3.087999999999998524e-01,1.082590621671507991e+00,-1.430581394956968122e+00,-2.513172016628476335e+00,2.000000000000000000e+00,1.000000000000000000e+00
-2.968499999999999472e-01,1.238041468167503600e+00,-1.586107160723281062e+00,-2.824148628890784885e+00,2.000000000000000000e+00,1.000000000000000000e+00
-2.848999999999999311e-01,1.356171769163670549e+00,-1.704324451223400372e+00,-3.060496220387070920e+00,2.000000000000000000e+00,1.000000000000000000e+00
-2.729499999999999149e-01,1.441240617438744431e+00,-1.789494345741373671e+00,-3.230734963180117880e+00,3.000000000000000000e+00,1.000000000000000000e+00
-2.609999999999997877e-01,1.461559978596283171e+00,-1.809947814562814949e+00,-3.271507793159098121e+00,2.000000000000000000e+00,1.000000000000000000e+00
-2.490499999999997716e-01,1.416741817166144113e+00,-1.765302735767731335e+00,-3.182044552933875448e+00,3.000000000000000000e+00,1.000000000000000000e+00
-2.370999999999997554e-01,1.366428963806896046e+00,-1.715183003796290073e+00,-3.081611967603186120e+00,3.000000000000000000e+00,1.000000000000000000e+00
-2.251499999999998503e-01,1.309628331498978726e+00,-1.658595373994539157e+00,-2.968223705493517883e+00,3.000000000000000000e+00,1.000000000000000000e+00
-2.131999999999998341e-01,1.247661205604563728e+00,-1.596863495367697450e+00,-2.844524700972261400e+00,3.000000000000000000e+00,1.000000000000000000e+00
-2.012499999999998179e-01,1.181270701604985707e+00,-1.530733217617052944e+00,-2.712003919222038650e+00,3.000000000000000000e+00,1.000000000000000000e+00
-1.892999999999998018e-01,1.112283371165474488e+00,-1.462038198924863419e+00,-2.574321570090337907e+00,3.000000000000000000e+00,1.000000000000000000e+00
-1.773499999999997856e-01,1.039837591209800571e+00,-1.389903668079770060e+00,-2.429741259289570632e+00,4.000000000000000000e+00,1.000000000000000000e+00
-1.653999999999998805e-01,9.649364582422784720e-01,-1.315334759309588764e+00,-2.280271217551867124e+00,4.000000000000000000e+00,1.000000000000000000e+00
-1.534499999999998643e-01,8.885826723689248530e-01,-1.239336299835666733e+00,-2.127918972204591697e+00,4.000000000000000000e+00,1.000000000000000000e+00
-1.414999999999998481e-01,8.118030125711507283e-01,-1.162940941662706784e+00,-1.974743954233857401e+00,4.000000000000000000e+00,1.000000000000000000e+00
-1.295499999999998320e-01,7.355561558806180678e-01,-1.087116859236829880e+00,-1.822673015117447948e+00,5.000000000000000000e+00,1.000000000000000000e+00
-1.175999999999999268e-01,6.607599016362316613e-01,-1.012798196087445257e+00,-1.673558097723677029e+00,5.000000000000000000e+00,1.000000000000000000e+00
-1.056499999999999106e-01,5.881505065323222592e-01,-9.407427814791259335e-01,-1.528893288011448082e+00,5.000000000000000000e+00,1.000000000000000000e+00
-9.369999999999989448e-02,5.183265689784292141e-01,-8.715795153704083420e-01,-1.389906084348837556e+00,5.000000000000000000e+00,1.000000000000000000e+00
-8.174999999999987832e-02,4.517228368169204922e-01,-8.057836724728040245e-01,-1.257506509289724406e+00,5.000000000000000000e+00,1.000000000000000000e+00
-6.979999999999986215e-02,3.885929543044640555e-01,-7.436615008759396295e-01,-1.132254455180403685e+00,6.000000000000000000e+00,1.000000000000000000e+00
-5.784999999999995701e-02,3.290984864932856024e-01,-6.854445790890694168e-01,-1.014543065582355075e+00,6.000000000000000000e+00,1.000000000000000000e+00
-4.589999999999994085e-02,2.732228459946273724e-01,-6.312041420795104774e-01,-9.044269880741377943e-01,6.000000000000000000e+00,1.000000000000000000e+00
-3.394999999999992468e-02,2.208687020685083657e-01,-5.809547407550061937e-01,-8.018234428235145872e-01,6.000000000000000000e+00,1.000000000000000000e+00
-2.199999999999990852e-02,1.718584165671653008e-01,-5.346579119727474794e-01,-7.065163285399127524e-01,7.000000000000000000e+00,1.000000000000000000e+00
-1.004999999999989235e-02,1.260235224495299400e-01,-4.923172068687924896e-01,-6.183407293183224018e-01,7.000000000000000000e+00,1.000000000000000000e+00
1.900000000000012790e-03,8.711325894343881215e-02,-4.500872209842096683e-01,-5.372004799276485221e-01,7.000000000000000000e+00,1.000000000000000000e+00
