phi_applied,target_flux,simulated_flux
0,0.1500945679036471,0.1477659478843583
0.002857142857142857,0.1506204022126326,0.1499767091620454
0.005714285714285714,0.1550731771559097,0.1527657559746223
0.008571428571428572,0.1566960133479024,0.1561160195630281
0.01142857142857143,0.1678007748719711,0.1600385144269253
0.01428571428571429,0.1597107754118585,0.1645523500592094
0.01714285714285714,0.1555714982433589,0.1696861829237113
0.02,0.1748364012014679,0.1754804199620479
0.02285714285714286,0.1812547124520903,0.1819905030525727
0.02571428571428571,0.187186607001329,0.1892755359391021
0.02857142857142857,0.1988526011254702,0.1974709360243782
0.03142857142857143,0.208416301318877,0.2067028090394367
0.03428571428571429,0.2175185573392792,0.2171604967051495
0.03714285714285714,0.233061410150351,0.2291633975406075
0.04,0.2456624818214847,0.2431449950992932
