phi_applied,target_primary,simulated_primary,target_secondary,simulated_secondary
-1,-0.002487472628692489,-0.002700585753982053,-0.002037117351984403,-0.002697133306737611
-2,-0.02340628769495274,-0.02244990387360447,-0.02094170364994419,-0.02222526557283235
-3,-0.06477056956628323,-0.06573865632927621,-0.06333339791782359,-0.0634950131326051
-4,-0.1069978687145439,-0.1067289348605483,-0.1025324149083589,-0.09932948904085907
-5,-0.1375463225152408,-0.1357734738376871,-0.1190684518165829,-0.1210564221278248
-6,-0.1535713093831789,-0.1543519570267765,-0.131373497521937,-0.1322800665530711
-7,-0.1621867293734878,-0.1655840109501329,-0.139417062760819,-0.1379143847318489
-8,-0.1696244956881482,-0.1721197818991929,-0.1403411774956293,-0.1411436922327215
-9,-0.1777534819190489,-0.1758604646421501,-0.143362447225946,-0.1434519151221485
-10,-0.1814173452222933,-0.1780323454116467,-0.1456811764319968,-0.1454052261389787
