evaluation,iteration,objective,grad_norm,n_failed_points,used_anisotropy_recovery,k0_0,grad_0,effective_k0_0,k0_1,grad_1,effective_k0_1
1,0,0.07103407547521139,0.08743141363601727,0,0,0.01,2.11603322374707,0.01,0.001,31.528331683635525,0.001
2,0,0.0635885037636979,0.08286944460414611,0,0,0.0089387447181535,2.2504031684779076,0.0089387447181535,0.0008460642283857287,35.27298006051557,0.0008460642283857287
3,1,0.00011736910738538268,0.0020526263251938836,0,0,0.0010343972370252018,-0.6603982827800543,0.0010343972370252018,4.371871428471309e-05,-13.100505421228663,4.371871428471309e-05
4,2,7.286064386565559e-05,0.0002738397132346469,0,0,0.0011097970165909565,-0.018769481477193616,0.0011097970165909565,4.6242037453125584e-05,-2.5320820054441135,4.6242037453125584e-05
5,3,7.189965119509097e-05,6.638292654876194e-05,0,0,0.0011126702259188774,0.016987577036433384,0.0011126702259188774,4.6888246542798366e-05,-0.4642717221993137,4.6888246542798366e-05
6,4,7.184518835121055e-05,1.0037190996004993e-05,0,0,0.00111005027570242,0.0034390696443433837,0.00111005027570242,4.7059197382443836e-05,0.0447161813295151,4.7059197382443836e-05
7,5,7.18447790559034e-05,5.246895495261659e-07,0,0,0.001109584513494293,0.00010867058667381294,0.001109584513494293,4.704936402403104e-05,0.004109572319504734,4.704936402403104e-05
