phi_applied,target_current_density,simulated_current_density
-1,-0.0002734619076180399,-0.0002736468484786165
-2.357142857142857,-0.0009146440000012893,-0.0009152613682867374
-3.714285714285714,-0.002293461369489038,-0.002294999477924086
-5.071428571428571,-0.005389034965063861,-0.005392593134694686
-6.428571428571429,-0.01225070789374664,-0.01225851201668367
-7.785714285714286,-0.02661346418684061,-0.02662907509056101
-9.142857142857142,-0.05319895327124904,-0.05322543324046505
-10.5,-0.09285359683487822,-0.0928876388053983
-11.85714285714286,-0.1368284653842993,-0.136858904371641
-13.21428571428572,-0.1735579713436225,-0.1735757323943662
-14.57142857142857,-0.2008688326161354,-0.2008722186635152
-15.92857142857143,-0.2246065944506346,-0.2246010727366962
-17.28571428571428,-0.2512691687419162,-0.2512590936454001
-18.64285714285714,-0.2834759197335078,-0.2834610960544721
-20,-0.3181516607061082,-0.3181361795928451
