evaluation,iteration,objective,grad_norm,n_failed_points,used_anisotropy_recovery,k0_0,k0_1,alpha_0,alpha_1,grad_0,grad_1,grad_2,grad_3,effective_k0_0,effective_k0_1
1,0,0.00808278935619867,0.13888651614287237,0,0,0.004999999999999999,0.0004999999999999999,0.4,0.3,-1.3921175816755553,13.947753722949614,-0.09709123974456738,0.09668517010535335,0.004999999999999999,0.0004999999999999999
2,0,0.0011620174958952912,0.012579319814022527,0,0,0.005187968736475467,0.00048185021758921393,0.49709123974456737,0.20331482989464664,-0.12494325278589537,1.9790830135690074,-0.008423792798191975,0.008957109612755412,0.005187968736475467,0.00048185021758921393
3,1,0.0010072685847868413,0.009870250785306537,0,0,0.005207674034147492,0.0004790888202171742,0.5063185455098913,0.19343902800332008,-0.08093399270984408,1.5844432696313702,-0.006502284264425775,0.007151591584196227,0.005207674034147492,0.0004790888202171742
4,2,0.000683943145554885,0.003552251154291178,0,0,0.005224063163732345,0.0004684237331711871,0.5378230757961475,0.15413797822458922,0.03177516031448482,0.5979308105398502,-0.0018688189747819324,0.002926429846845748,0.005224063163732345,0.0004684237331711871
5,3,0.0005985430709953232,0.0018990163319329294,0,0,0.005133388084334253,0.00046185921919807756,0.5516997347157094,0.12599679517396908,0.07035656449576598,0.2776530656180296,-0.0003922072079529734,0.0016351325876418539,0.005133388084334253,0.00046185921919807756
6,4,0.0005227569276932701,0.0014483637404239806,0,0,0.004847471832579813,0.00045348484163416106,0.559439536526617,0.08218921603331712,0.09667578824232734,0.06979222263565013,0.0005594499027157402,0.0007842673215848047,0.004847471832579813,0.00045348484163416106
7,5,4000000000.00029,0.0011027873561375594,4,0,0.004145409817025429,0.00043901311395803326,0.5548088537650926,0.05,0.08588673919517241,0.09486752800382967,0.0003283916802803647,0.0006534723618503019,0.004145409817025429,0.00043901311395803326
8,5,1000000000.0004712,0.0012995133666449507,1,0,0.004482717626901187,0.00044619030968699736,0.5571241951458548,0.0660946080166585,0.09215299065087361,0.08392551336978715,0.0004500695458639569,0.0007576137222752067,0.004482717626901187,0.00044619030968699736
9,5,4000000000.000355,0.001326014923607776,4,0,0.00466152844352713,0.0004498227894705926,0.5582818658362358,0.0741419120249876,0.09458535015518252,0.071866633176225,0.0005061763624098372,0.0006825334681759653,0.00466152844352713,0.0004498227894705926
10,5,4000000000.000367,0.0013639351955003767,4,0,0.004753591045385303,0.0004516501040036502,0.5588607011814264,0.07816556402915215,0.09566469952614627,0.06831835919168985,0.0005332727336265011,0.0006888162049496963,0.004753591045385303,0.0004516501040036502
11,5,4000000000.000373,0.001383139212281076,4,0,0.004800301938014823,0.0004525665430499116,0.5591501188540217,0.08017739003123442,0.09618971969249455,0.06657477699632425,0.0005466660899399506,0.0006921226603864928,0.004800301938014823,0.0004525665430499116
12,5,0.0005195704202659498,0.001439201910602357,0,0,0.004823829229191791,0.0004530254596641439,0.5592948276903194,0.08118330303227556,0.09643677845175719,0.07067021530593395,0.0005529114118842886,0.0007828118126641907,0.004823829229191791,0.0004530254596641439
13,5,0.0005174777142633639,0.0014331656504244855,0,0,0.004808288313958936,0.0004527225225151087,0.5591993198583629,0.08051940045158841,0.09627663610308226,0.07125245293612638,0.0005485757777610873,0.0007818651040948742,0.004808288313958936,0.0004527225225151087
14,5,0.0005167680746504624,0.0014311051561395416,0,0,0.004803015816391574,0.00045261957003745194,0.5591668471954977,0.08029367357415478,0.09622074485724454,0.07145090878658479,0.0005470931800873587,0.0007815457397994292,0.004803015816391574,0.00045261957003745194
15,6,5000000000.000145,0.0009100810448686777,5,0,0.002531067098230759,0.0003706619739667517,0.6016730725836705,0.05,0.03207140056732733,0.23570461620149222,-0.00042275495515335215,0.0007577074231078693,0.002531067098230759,0.0003706619739667517
16,6,4000000000.0002475,0.0009680915823244207,4,0,0.003486653883761704,0.00040959597567122676,0.5804199598895843,0.06514683678707724,0.07750660437218287,0.1434720043888826,7.409716065263436e-05,0.0007254028607625292,0.003486653883761704,0.00040959597567122676
17,6,4000000000.000304,0.0011469218894851472,4,0,0.004092243119609393,0.00043057073100407153,0.5697934035425414,0.07272025518061576,0.089314589110056,0.10290300600170042,0.0003140849529915885,0.0007057633635073723,0.004092243119609393,0.00043057073100407153
18,6,4000000000.0003376,0.0012618978338166194,4,0,0.0044334082180646625,0.00044145751679835923,0.5644801253690199,0.076506964377385,0.09344706008088238,0.0840562549842832,0.0004334845165693124,0.0006979854992812806,0.0044334082180646625,0.00044145751679835923
19,6,4000000000.000355,0.0013219569040702043,4,0,0.004614512952835295,0.00044700370405967977,0.5618234862822592,0.0784003189757696,0.0949509137526835,0.07513155006094421,0.0004907485540249218,0.0006949183418431963,0.004614512952835295,0.00044700370405967977
20,6,4000000000.0003643,0.0013527426361460047,4,0,0.0047078210137399485,0.0004498028727527647,0.5604951667388789,0.07934699627496192,0.0956034213798875,0.07076964580490554,0.0005191172743968122,0.0006935583758516413,0.0047078210137399485,0.0004498028727527647
21,6,4000000000.0003686,0.0013685122972352491,4,0,0.004755180205810639,0.0004512090234768873,0.5598310069671887,0.07982033492455806,0.0959260658503664,0.06861388875545817,0.0005333309458831613,0.0006929228225425438,0.004755180205810639,0.0004512090234768873
22,6,4000000000.0003715,0.0013759157382638543,4,0,0.004791261532801196,0.0004525419688159427,0.5586197540154103,0.07951212783435535,0.095747736240226,0.06850698671832946,0.0005361475927008959,0.0006962681697129316,0.004791261532801196,0.0004525419688159427
23,6,4000000000.0003724,0.001380079306430676,4,0,0.004797135074449401,0.000452580767763472,0.558893300605454,0.07990290070425506,0.0959847535971803,0.06749071149767785,0.0005417965532861528,0.0006942925226550225,0.004797135074449401,0.000452580767763472
24,6,4000000000.000373,0.0013821946199887056,4,0,0.0048000745448323265,0.00045260016848463786,0.5590300739004759,0.08009828713920492,0.09610533584578103,0.0669826512895026,0.0005446314202345093,0.000693304795718351,0.0048000745448323265,0.00045260016848463786
