evaluation,objective,grad_norm,k0_0,k0_1,alpha_0,alpha_1
1,0.011304487831615355,0.09881362558104075,0.00011667421353945923,4.5880285758523514e-05,0.6297035587688262,0.5173645186018533
2,0.004499428729294971,0.04211902398114495,0.00012352862661068418,4.3936059697932315e-05,0.7007775940306806,0.4561737818475598
3,0.0024051971971874035,0.016519749677713195,0.00013121850621563574,4.266405209927464e-05,0.7593632419735534,0.4196970924800741
4,0.0017727451770814897,0.007885599240428967,0.00013970341929681672,4.206737443375062e-05,0.8044537200420033,0.40831127470978995
5,0.001409693874889346,0.004708077131774189,0.00015298524164707763,4.188447302437095e-05,0.8542773550978138,0.41645381477546833
6,0.0011249312719322402,0.004928567755264976,0.00017445246602301677,4.2260332830376336e-05,0.909561342099187,0.45124538477042214
7,0.0007505817205784749,0.005368466962264879,0.0002118670906403292,4.3460720437485656e-05,0.95,0.5268467946272307
8,0.0008350813106049552,0.022224827425817446,0.0003972286112574766,4.7698813461241024e-05,0.95,0.8035747570250692
9,0.0002613988149718687,0.002997813572863714,0.00029213813833782253,4.557762854740031e-05,0.95,0.668288741443247
10,0.0002046364060930929,0.00367916167022302,0.0003336814525931061,4.548852357944131e-05,0.95,0.6963572179064911
11,0.00010940337308163408,0.00042929216838041726,0.00047209752875922064,4.3954026357504984e-05,0.95,0.7310514607868411
12,0.00010504594733507404,0.00039955785687418433,0.0004867876158536429,4.351279748342207e-05,0.9413690773689546,0.7287482726240685
13,9.095527826989354e-05,0.0006835231471275639,0.0005502634879699724,4.1791731985880424e-05,0.9068453868447731,0.7195355199729779
14,4.918625529250056e-05,0.0012933292137239283,0.0008173417223958947,3.524840693146873e-05,0.7653826794741146,0.6518650236338687
15,3.4181862435948574e-05,0.0006489053761027188,0.0010078580498437196,3.1767839080641546e-05,0.6789136365413416,0.5963219375598898
16,3.274052487111041e-05,6.686877555753292e-05,0.001048977268194571,3.125346952185002e-05,0.6641538008785441,0.5834902884471914
17,3.270977399455649e-05,3.850629960582727e-05,0.0010532269737616796,3.1219367308337555e-05,0.6625478552108026,0.5818759815017641
18,3.26941819586787e-05,5.4117524546296756e-05,0.0010544626908224532,3.123903529907397e-05,0.6621511328237424,0.5813280348118958
19,3.2615057693106855e-05,0.00013029534831901545,0.001059982704498749,3.140337942265809e-05,0.6603839846888784,0.5788330744640764
20,3.245625547371459e-05,0.0002309776819113091,0.0010691365180615332,3.184131853379874e-05,0.6577128802958349,0.574643381282309
21,3.20479905348666e-05,0.0003706201535288199,0.0010897470340961845,3.316189729945747e-05,0.6521338914349978,0.5651375708443755
22,3.1250254243742217e-05,0.0005092944624414907,0.0011284773889452158,3.63951365716487e-05,0.6426756537899635,0.5472350152138254
23,3.0229394917798917e-05,0.0004818886906832422,0.0011770466069688402,4.161208255201249e-05,0.6321797050658562,0.5254779446801596
24,2.9682402323646035e-05,0.00010531951932945398,0.0012483789763094403,4.550528751326046e-05,0.6134497216081282,0.505464590843559
25,2.937747139524353e-05,7.003798689764829e-05,0.001212490671735526,4.760943207635948e-05,0.6282912658304382,0.5122549582075834
26,2.933713964319644e-05,7.462328451670071e-06,0.0011899418648084756,4.547166669956079e-05,0.6317285928659406,0.5194108592844899
27,2.93312697678609e-05,3.365727392276944e-06,0.00119914413856063,4.5990550917030906e-05,0.6298406477631936,0.5171034940727386
28,2.933141897410913e-05,3.5568119467855624e-06,0.0012024525398671617,4.5647934582395447e-05,0.6292301388059741,0.5177662043854798
29,2.9330541180772164e-05,8.549987848780892e-07,0.0012007627544405937,4.58224898345105e-05,0.6295417496829744,0.5174279493290905
