phi_applied,target_current_density,simulated_current_density
-1,0.002636020578491418,-0.0002770237861396843
-2.357142857142857,0.001957603778083259,-0.0009265160316154755
-3.714285714285714,0.0004531073394252062,-0.002322993687158005
-5.071428571428571,-0.009044991241530775,-0.005457180106904
-6.428571428571429,-0.02576877153492361,-0.012399407366118
-7.785714285714286,-0.0102557747259498,-0.02690847539338207
-9.142857142857142,-0.05635664903697748,-0.05368522078337093
-10.5,-0.09818068968845367,-0.09342712559569739
-11.85714285714286,-0.1428414972745316,-0.1371885712056476
-13.21428571428572,-0.1585418029700525,-0.1733916462052538
-14.57142857142857,-0.2068234986066873,-0.1999335171813074
-15.92857142857143,-0.2180698635047211,-0.2226597200974303
-17.28571428571428,-0.2464523743465006,-0.2481589161762115
-18.64285714285714,-0.2812544952892058,-0.2794574712159421
-20,-0.3155081082690541,-0.3140245522328546
