phi_applied,target_current_density,simulated_current_density
-1,-0.007374144457341952,-0.002961341377648568
-2,-0.02721080290953056,-0.0236680462798095
-3,-0.06202917813359604,-0.0668894546818849
-4,-0.1079505401508506,-0.1068809540975118
-5,-0.1355706979747765,-0.1349163097635435
-6,-0.1532335800100144,-0.1528512041359053
-7,-0.1652563670807959,-0.1639116378683236
-8,-0.168345056302483,-0.1706282488597697
-9,-0.1757782868892749,-0.1746943156591661
-10,-0.177500655837663,-0.1771796863971564
