applied_voltage_v_vs_rhe,peroxide_current_density_mA_cm2,ss_steps,ss_converged
-4.999999999999998890e-01,-1.991293039154769240e-01,2.000000000000000000e+00,1.000000000000000000e+00
-4.760999999999998566e-01,-1.991028472243753233e-01,2.000000000000000000e+00,1.000000000000000000e+00
-4.521999999999998243e-01,-1.990880714533348472e-01,2.000000000000000000e+00,1.000000000000000000e+00
-4.282999999999997920e-01,-1.990798065212011636e-01,2.000000000000000000e+00,1.000000000000000000e+00
-4.043999999999997597e-01,-1.990751604191298985e-01,2.000000000000000000e+00,1.000000000000000000e+00
-3.804999999999999494e-01,-1.990725074215005941e-01,2.000000000000000000e+00,1.000000000000000000e+00
-3.565999999999999170e-01,-1.990709196500660139e-01,2.000000000000000000e+00,1.000000000000000000e+00
-3.326999999999998847e-01,-1.990698587965416266e-01,2.000000000000000000e+00,1.000000000000000000e+00
-3.087999999999998524e-01,-1.990689064328548807e-01,2.000000000000000000e+00,1.000000000000000000e+00
-2.848999999999999311e-01,-1.990677424420717601e-01,2.000000000000000000e+00,1.000000000000000000e+00
-2.609999999999997877e-01,-1.990659909147461659e-01,2.000000000000000000e+00,1.000000000000000000e+00
-2.370999999999997554e-01,-1.990630239218058317e-01,2.000000000000000000e+00,1.000000000000000000e+00
-2.131999999999998341e-01,-1.990578034800476737e-01,2.000000000000000000e+00,1.000000000000000000e+00
-1.892999999999998018e-01,-1.990485036105264227e-01,2.000000000000000000e+00,1.000000000000000000e+00
-1.653999999999998805e-01,-1.990318725877702200e-01,2.000000000000000000e+00,1.000000000000000000e+00
-1.414999999999998481e-01,-1.990020989514831307e-01,2.000000000000000000e+00,1.000000000000000000e+00
-1.175999999999999268e-01,-1.989487903577696337e-01,2.000000000000000000e+00,1.000000000000000000e+00
-9.369999999999989448e-02,-1.988533768495563681e-01,2.000000000000000000e+00,1.000000000000000000e+00
-6.979999999999986215e-02,-1.986827402748254645e-01,2.000000000000000000e+00,1.000000000000000000e+00
-4.589999999999994085e-02,-1.983780318233515638e-01,2.000000000000000000e+00,1.000000000000000000e+00
-2.199999999999990852e-02,-1.978353682023244742e-01,2.000000000000000000e+00,1.000000000000000000e+00
1.900000000000012790e-03,-1.968735186017883665e-01,2.000000000000000000e+00,1.000000000000000000e+00
2.580000000000004512e-02,-1.951828069229779583e-01,2.000000000000000000e+00,1.000000000000000000e+00
4.970000000000007745e-02,-1.922506625378254397e-01,3.000000000000000000e+00,1.000000000000000000e+00
7.360000000000010978e-02,-1.873344432082348632e-01,3.000000000000000000e+00,1.000000000000000000e+00
9.750000000000003109e-02,-1.795458224418671200e-01,3.000000000000000000e+00,1.000000000000000000e+00
1.214000000000000634e-01,-1.677834873279795969e-01,3.000000000000000000e+00,1.000000000000000000e+00
1.453000000000000957e-01,-1.522913274792910832e-01,3.000000000000000000e+00,1.000000000000000000e+00
1.692000000000000171e-01,-1.345813919477262255e-01,3.000000000000000000e+00,1.000000000000000000e+00
1.931000000000000494e-01,-1.179475951292765917e-01,3.000000000000000000e+00,1.000000000000000000e+00
2.170000000000000817e-01,-1.054924885458524281e-01,3.000000000000000000e+00,1.000000000000000000e+00
2.409000000000000585e-01,-1.014655727692155979e-01,3.000000000000000000e+00,1.000000000000000000e+00
2.648000000000000353e-01,-9.792552792505138104e-02,4.000000000000000000e+00,1.000000000000000000e+00
