phi_applied,target_current_density,simulated_current_density
-1,-0.007374144457341952,-0.003614959127415143
-2,-0.02721080290953056,-0.02490590182635082
-3,-0.06202917813359604,-0.06666569457322018
-4,-0.1079505401508506,-0.1059469723452236
-5,-0.1355706979747765,-0.1343734668989699
-6,-0.1532335800100144,-0.1529573288241982
-7,-0.1652563670807959,-0.164418636488802
-8,-0.168345056302483,-0.1712258715088092
-9,-0.1757782868892749,-0.1752023623023723
-10,-0.177500655837663,-0.1775483191567027
