evaluation,iteration,kappa0,kappa1,objective,grad0,grad1,grad_norm,n_failed_points,used_anisotropy_recovery,used_replay_mode,effective_kappa0,effective_kappa1,from_cache
1,0,5.0,5.0,0.001352297582368908,0.00027613637935316993,0.00012419219429280598,0.00030277879900273704,0,0,1,5.0,5.0,0
2,0,4.9997238636206465,4.999875807805707,0.0013522059054178258,0.00027609214896780215,0.00012426562414869044,0.00030276859161201423,0,0,1,4.9997238636206465,4.999875807805707,0
3,1,1e-06,2.360228867528553,0.006935745724842961,-0.016130770185053354,0.007339349709111919,0.01772195815692068,0,0,1,1e-06,2.360228867528553,0
4,1,3.241223965993987,4.0714605734288085,0.0008085237551230876,-0.00011232097954726243,0.0006530920781214911,0.0006626803640907918,0,0,1,3.241223965993987,4.0714605734288085,0
