eta_hat,V_RHE,I_peroxide_mA_cm2,I_total_mA_cm2,ss_steps,ss_converged,R1,R2,c_O2_electrode,c_HP_electrode
-9.302299938694882364e-01,6.710999999999999188e-01,-2.338422049273982187e-03,-2.341260467515274279e-03,1.700000000000000000e+01,1.000000000000000000e+00,1.276355029454499974e-02,7.741613635050545989e-06,9.872472863143499922e-01,4.944705217706622524e-01
-1.860459987738976473e+00,6.471999999999999975e-01,-1.809715073453698267e-02,-1.825379037664340981e-02,2.200000000000000000e+01,1.000000000000000000e+00,9.914498760589501858e-02,4.272251254165452487e-04,9.008710927037312244e-01,1.045509660097817761e+00
-2.790689981608464709e+00,6.232999999999999652e-01,-5.501090616753111229e-02,-5.668837673090133117e-02,2.400000000000000000e+01,1.000000000000000000e+00,3.046530208029828990e-01,4.575199241910166657e-03,6.953586745987169193e-01,1.555935225129622568e+00
-3.720919975477952946e+00,5.993999999999999329e-01,-9.108867955526467330e-02,-9.702155005138547728e-02,2.300000000000000000e+01,1.000000000000000000e+00,5.130592444869932489e-01,1.618154451644611760e-02,4.868240724042945389e-01,1.804214401537052037e+00
-4.651149969347441626e+00,5.754999999999999005e-01,-1.151934911444262855e-01,-1.275949590923196597e-01,2.000000000000000000e+01,1.000000000000000000e+00,6.621907756378028198e-01,3.382425181863103758e-02,3.375170592098802880e-01,1.840134317890319560e+00
-5.581379963216929418e+00,5.515999999999999792e-01,-1.288030126272397824e-01,-1.482293796781681827e-01,1.600000000000000000e+01,1.000000000000000000e+00,7.555890511209718552e-01,5.298423814120941516e-02,2.440303326998443656e-01,1.726907099972971649e+00
-6.511609957086417211e+00,5.276999999999999469e-01,-1.360393343864547966e-01,-1.613583985537165588e-01,1.400000000000000000e+01,1.000000000000000000e+00,8.111342827739270733e-01,6.905621220034809105e-02,1.884955759820652055e-01,1.520071313259220736e+00
-7.441839950955905891e+00,5.038000000000000256e-01,-1.401465592854690967e-01,-1.693829494498206023e-01,1.300000000000000000e+01,1.000000000000000000e+00,8.442229655996534854e-01,7.974048131574262843e-02,1.554816161397568064e-01,1.274582906242836877e+00
-8.372069944825394572e+00,4.798999999999999932e-01,-1.429102982591702042e-01,-1.741681986440238028e-01,1.100000000000000000e+01,1.000000000000000000e+00,8.648123730665683295e-01,8.525402786035267411e-02,1.350013803413833702e-01,1.033423834715699874e+00
-9.302299938694883252e+00,4.559999999999999609e-01,-1.451176940387818581e-01,-1.770117868018495078e-01,1.000000000000000000e+01,1.000000000000000000e+00,8.785886254706849474e-01,8.698920399403450854e-02,1.213156559519402294e-01,8.203438645806098162e-01
-1.023252993256437016e+01,4.320999999999999841e-01,-1.470720432281604761e-01,-1.787440616764880141e-01,1.100000000000000000e+01,1.000000000000000000e+00,8.886436690530958860e-01,8.638350976688505267e-02,1.113053491793217636e-01,6.431839322280110682e-01
-1.116275992643385884e+01,4.082000000000000073e-01,-1.488902203376300526e-01,-1.798616342783399547e-01,1.100000000000000000e+01,1.000000000000000000e+00,8.966507483705955517e-01,8.447265345612443854e-02,1.033319570768479884e-01,5.008101866692039605e-01
-1.209298992030334752e+01,3.842999999999999750e-01,-1.506112783140362565e-01,-1.806447832414355970e-01,1.100000000000000000e+01,1.000000000000000000e+00,9.034808209461621109e-01,8.191456349592986241e-02,9.651954546052382566e-02,3.885387504604883024e-01
-1.302321991417283442e+01,3.603999999999999981e-01,-1.522509386695788947e-01,-1.812441794012808471e-01,1.100000000000000000e+01,1.000000000000000000e+00,9.095877118183424148e-01,7.907730598246348608e-02,9.042093214341856422e-02,3.008868274857144365e-01
-1.395344990804232310e+01,3.365000000000000213e-01,-1.538161107491373691e-01,-1.817383273628125628e-01,1.100000000000000000e+01,1.000000000000000000e+00,9.152043823558669855e-01,7.615615264608607826e-02,8.480761400765446378e-02,2.328108878577057894e-01
-1.488367990191181178e+01,3.125999999999999890e-01,-1.553105204995887667e-01,-1.821679252182871467e-01,1.100000000000000000e+01,1.000000000000000000e+00,9.204519964316552061e-01,7.325194277137635213e-02,7.956090712042576674e-02,1.800794161614863720e-01
-1.581390989578130046e+01,2.887000000000000122e-01,-1.567367064703695523e-01,-1.825545632526242579e-01,1.100000000000000000e+01,1.000000000000000000e+00,9.253963639782715189e-01,7.041663881159131166e-02,7.461627544474502827e-02,1.392880873426233512e-01
-1.674413988965078914e+01,2.647999999999999798e-01,-1.580978296392813176e-01,-1.829102342319734731e-01,1.000000000000000000e+01,1.000000000000000000e+00,9.300788159134391053e-01,6.767432893390183668e-02,6.993806540126247528e-02,1.077515922135656862e-01
-1.767436988352027782e+01,2.409000000000000030e-01,-1.593935675226873794e-01,-1.832420129572589484e-01,1.000000000000000000e+01,1.000000000000000000e+00,9.345177687731074379e-01,6.504518878338562404e-02,6.549779085612610074e-02,8.337857810513633894e-02
-1.860459987738976650e+01,2.169999999999999707e-01,-1.606268787771523709e-01,-1.835543508864837803e-01,1.000000000000000000e+01,1.000000000000000000e+00,9.387334331954202415e-01,6.253328988544451517e-02,6.128077728550077041e-02,6.454102321701267464e-02
-1.953482987125925163e+01,1.931000000000000494e-01,-1.617995485370191389e-01,-1.838502388092020656e-01,1.000000000000000000e+01,1.000000000000000000e+00,9.427388352232002333e-01,6.014192059155777648e-02,5.727407840369682507e-02,4.997992923447486247e-02
-2.046505986512874031e+01,1.692000000000000171e-01,-1.629133277534446089e-01,-1.841318165979176635e-01,1.000000000000000000e+01,1.000000000000000000e+00,9.465445868420478970e-01,5.787214166111558089e-02,5.346711362227690029e-02,3.872199214077520074e-02
-2.139528985899822899e+01,1.452999999999999847e-01,-1.639713601385029418e-01,-1.844007188964503774e-01,9.000000000000000000e+00,1.000000000000000000e+00,9.501637207279105546e-01,5.571983720196201778e-02,4.985351862116706861e-02,3.001461691795206943e-02
-2.232551985286771767e+01,1.214000000000000634e-01,-1.649723918330853190e-01,-1.846582747124679846e-01,9.000000000000000000e+00,1.000000000000000000e+00,9.535964418439255574e-01,5.369205182660862635e-02,4.641926474157273552e-02,2.327904421745279409e-02
-2.325574984673720635e+01,9.750000000000003109e-02,-1.659195683832369039e-01,-1.849056398378126909e-01,9.000000000000000000e+00,1.000000000000000000e+00,9.568544818283533093e-01,5.178335860112286138e-02,4.315979384462553109e-02,1.806613610124322908e-02
-2.418597984060669503e+01,7.359999999999999876e-02,-1.668144701381336081e-01,-1.851438588572354160e-01,9.000000000000000000e+00,1.000000000000000000e+00,9.599450000293066054e-01,4.999229626052374698e-02,4.006794208494935533e-02,1.402995744588233715e-02
-2.511620983447618372e+01,4.969999999999996643e-02,-1.676605900068238175e-01,-1.853739072895060069e-01,8.000000000000000000e+00,1.000000000000000000e+00,9.628801838126997970e-01,4.831199877547776717e-02,3.714060098163129292e-02,1.090291778125719070e-02
-2.604643982834566884e+01,2.580000000000004512e-02,-1.684552350896978967e-01,-1.855967047554245020e-01,8.000000000000000000e+00,1.000000000000000000e+00,9.656551966681089505e-01,4.675231907634380679e-02,3.436366252435554131e-02,8.479915267108685192e-03
-2.697666982221515752e+01,1.900000000000123812e-03,-1.692018583036559998e-01,-1.858131064104631414e-01,8.000000000000000000e+00,1.000000000000000000e+00,9.682817886016941156e-01,4.530617192635221641e-02,3.173521716650014313e-02,6.600992468602299296e-03
-2.790689981608464620e+01,-2.199999999999990852e-02,-1.699017249618323400e-01,-1.860238955047641418e-01,8.000000000000000000e+00,1.000000000000000000e+00,9.707655469455690467e-01,4.397224252792372723e-02,2.924971517031664178e-02,5.143090462280958640e-03
-2.883712980995413488e+01,-4.589999999999994085e-02,-1.705587883253056047e-01,-1.862297878900048276e-01,7.000000000000000000e+00,1.000000000000000000e+00,9.731192064216469539e-01,4.274170104322893432e-02,2.690651078297074880e-02,4.010797161964109632e-03
-2.976735980382362357e+01,-6.979999999999997318e-02,-1.711683417522127104e-01,-1.864313517597909753e-01,7.000000000000000000e+00,1.000000000000000000e+00,9.753314796632562844e-01,4.162893426614941439e-02,2.469148506335077514e-02,3.131319051532951113e-03
-3.069758979769311225e+01,-9.370000000000000551e-02,-1.717344102961572139e-01,-1.866291541406633336e-01,7.000000000000000000e+00,1.000000000000000000e+00,9.774148912905326059e-01,4.062451063756211678e-02,2.260546478090332337e-02,2.447405309936711432e-03
-3.162781979156260093e+01,-1.175999999999999268e-01,-1.722622431025944700e-01,-1.868236815610106183e-01,6.000000000000000000e+00,1.000000000000000000e+00,9.793850850060816793e-01,3.971544040821645832e-02,2.065042176121810111e-02,1.914845249349713709e-03
-3.255804978543208961e+01,-1.414999999999999591e-01,-1.727439163006725120e-01,-1.870151824198608981e-01,6.000000000000000000e+00,1.000000000000000000e+00,9.812211264259348420e-01,3.892401294865441980e-02,1.881036992523626647e-02,1.500218020215155715e-03
-3.348827977930157829e+01,-1.653999999999999915e-01,-1.731848887544581439e-01,-1.872040224684357601e-01,6.000000000000000000e+00,1.000000000000000000e+00,9.829389018350938034e-01,3.823633710243055928e-02,1.708862198744813196e-02,1.176867298213204408e-03
-3.441850977317106697e+01,-1.893000000000000238e-01,-1.735861582322672236e-01,-1.873904533915016213e-01,6.000000000000000000e+00,1.000000000000000000e+00,9.845418190410750725e-01,3.765037797190533275e-02,1.548204708870521557e-02,9.244187981773080865e-04
-3.534873976704055565e+01,-2.131999999999999451e-01,-1.739546212564008210e-01,-1.875748782094890377e-01,5.000000000000000000e+00,1.000000000000000000e+00,9.860497871040444506e-01,3.714842492448434258e-02,1.399343180403246102e-02,7.269445401315021175e-04
-3.627896976091004433e+01,-2.370999999999999774e-01,-1.742788823091509509e-01,-1.877570778285048980e-01,5.000000000000000000e+00,1.000000000000000000e+00,9.874311278751549681e-01,3.676096097839890581e-02,1.260663527141844299e-02,5.725532353052798775e-04
-3.720919975477953301e+01,-2.610000000000000098e-01,-1.745663793647528328e-01,-1.879373951312495739e-01,5.000000000000000000e+00,1.000000000000000000e+00,9.887070631698773315e-01,3.646863470172476834e-02,1.132527504373248735e-02,4.515642771313180042e-04
-3.813942974864901458e+01,-2.848999999999998201e-01,-1.748184516160084523e-01,-1.881159530798177382e-01,5.000000000000000000e+00,1.000000000000000000e+00,9.898815809270289368e-01,3.626812889895855707e-02,1.014591037280357204e-02,3.566188759333835585e-04
-3.906965974251850326e+01,-3.087999999999998524e-01,-1.750446680243710196e-01,-1.882936545549170615e-01,4.000000000000000000e+00,1.000000000000000000e+00,9.909832424611043633e-01,3.613580736036689500e-02,9.070025231722525505e-03,2.819260481182349256e-04
-3.999988973638799195e+01,-3.326999999999998847e-01,-1.752291369021924949e-01,-1.884689870382808274e-01,4.000000000000000000e+00,1.000000000000000000e+00,9.919645788558399957e-01,3.611088839850285642e-02,8.081759895624412299e-03,2.232284255338594359e-04
-4.093011973025748063e+01,-3.565999999999999170e-01,-1.753822187519535614e-01,-1.886428336181092125e-01,4.000000000000000000e+00,1.000000000000000000e+00,9.928562563230209914e-01,3.616752294061473944e-02,7.182999971329270296e-03,1.769671854139170095e-04
-4.186034972412696931e+01,-3.804999999999999494e-01,-1.755059134587895753e-01,-1.888152667645965344e-01,4.000000000000000000e+00,1.000000000000000000e+00,9.936639270861438167e-01,3.630045407932661755e-02,6.369169436958313328e-03,1.404523357904526027e-04
-4.279057971799645799e+01,-4.043999999999999817e-01,-1.756020042552905169e-01,-1.889863491568467002e-01,4.000000000000000000e+00,1.000000000000000000e+00,9.943926257574200456e-01,3.650498910933757529e-02,5.635202930016524475e-03,1.115893914993402487e-04
-4.372080971186594667e+01,-4.282999999999997920e-01,-1.756723383619045731e-01,-1.891561372922486439e-01,4.000000000000000000e+00,1.000000000000000000e+00,9.950475446118112188e-01,3.677624394209067643e-02,4.975825887187556619e-03,8.874343367255422123e-05
-4.465103970573543535e+01,-4.521999999999998243e-01,-1.757188102424063481e-01,-1.893246825300617386e-01,4.000000000000000000e+00,1.000000000000000000e+00,9.956339907636504449e-01,3.710919162178413777e-02,4.385639175743320274e-03,7.063638908857943616e-05
-4.558126969960492403e+01,-4.760999999999998566e-01,-1.757433210309029548e-01,-1.894920208822056806e-01,4.000000000000000000e+00,1.000000000000000000e+00,9.961572476612594595e-01,3.749874514075039744e-02,3.859204425778278279e-03,5.626759406503687024e-05
-4.651149969347441271e+01,-4.999999999999998890e-01,-1.757477983020163670e-01,-1.896582237659817372e-01,4.000000000000000000e+00,1.000000000000000000e+00,9.966227674338929976e-01,3.793984194245223623e-02,3.391131086488362398e-03,4.485229127682036846e-05
