epoch,train_loss,val_loss,val_cd_rmse,val_pc_rmse,lr,elapsed_s
1,1.14423835e+00,1.08144295e+00,3.93716959e-02,6.93283017e-02,9.999901e-04,0.0
2,9.92980242e-01,9.98512089e-01,3.84579846e-02,6.64699751e-02,9.999606e-04,0.1
3,9.13960695e-01,9.25426424e-01,3.77264901e-02,6.40101606e-02,9.999113e-04,0.2
4,8.49267483e-01,8.68795216e-01,3.73384413e-02,6.24052983e-02,9.998423e-04,0.2
5,7.97385991e-01,8.22950721e-01,3.70001950e-02,6.10313286e-02,9.997535e-04,0.3
6,7.55333662e-01,7.82547712e-01,3.65404900e-02,5.97607119e-02,9.996451e-04,0.3
7,7.19101965e-01,7.47663319e-01,3.60966202e-02,5.86127451e-02,9.995170e-04,0.4
8,6.88575685e-01,7.17385292e-01,3.57777962e-02,5.74550811e-02,9.993691e-04,0.5
9,6.62001669e-01,6.89601779e-01,3.55766715e-02,5.62048274e-02,9.992016e-04,0.5
10,6.36561334e-01,6.63408339e-01,3.54247306e-02,5.49209714e-02,9.990144e-04,0.6
11,6.11604035e-01,6.39627814e-01,3.52685442e-02,5.37269789e-02,9.988074e-04,0.6
12,5.88652909e-01,6.17292047e-01,3.50747727e-02,5.26025132e-02,9.985809e-04,0.7
13,5.67287385e-01,5.95783353e-01,3.48324788e-02,5.15122400e-02,9.983346e-04,0.7
14,5.46967745e-01,5.76132894e-01,3.45574986e-02,5.05118356e-02,9.980687e-04,0.8
15,5.28709471e-01,5.57635844e-01,3.42702085e-02,4.95722728e-02,9.977832e-04,0.8
16,5.11596382e-01,5.38750708e-01,3.39835628e-02,4.86183667e-02,9.974780e-04,0.9
17,4.93981510e-01,5.20358026e-01,3.37130723e-02,4.77081114e-02,9.971532e-04,1.0
18,4.77005064e-01,5.03280997e-01,3.34566909e-02,4.68970253e-02,9.968088e-04,1.0
19,4.61534828e-01,4.86353815e-01,3.31914816e-02,4.61141578e-02,9.964449e-04,1.1
20,4.46239829e-01,4.69780266e-01,3.29046521e-02,4.53921155e-02,9.960613e-04,1.1
21,4.31231081e-01,4.54542011e-01,3.26019346e-02,4.48211873e-02,9.956582e-04,1.2
22,4.17391062e-01,4.40177262e-01,3.23153125e-02,4.43017998e-02,9.952355e-04,1.2
23,4.04278785e-01,4.26416874e-01,3.20784189e-02,4.36745808e-02,9.947933e-04,1.3
24,3.91730964e-01,4.12990421e-01,3.18856871e-02,4.28498336e-02,9.943315e-04,1.3
25,3.79432291e-01,3.99927855e-01,3.17150677e-02,4.18773013e-02,9.938503e-04,1.4
26,3.67345482e-01,3.87621939e-01,3.15298626e-02,4.09665620e-02,9.933496e-04,1.5
27,3.56072307e-01,3.75390112e-01,3.12905673e-02,4.02674296e-02,9.928295e-04,1.5
28,3.45152020e-01,3.63706440e-01,3.10328750e-02,3.97475874e-02,9.922899e-04,1.6
29,3.34846705e-01,3.52943242e-01,3.07911528e-02,3.92558297e-02,9.917309e-04,1.6
30,3.25140953e-01,3.42837065e-01,3.05706588e-02,3.86954821e-02,9.911525e-04,1.7
31,3.15744162e-01,3.33270818e-01,3.03552892e-02,3.81575822e-02,9.905547e-04,1.7
32,3.07037532e-01,3.23174030e-01,3.01065864e-02,3.77082543e-02,9.899376e-04,1.8
33,2.98326075e-01,3.13825458e-01,2.98783759e-02,3.72863816e-02,9.893012e-04,1.9
34,2.90415376e-01,3.05291265e-01,2.96853172e-02,3.67486899e-02,9.886454e-04,1.9
35,2.82726943e-01,2.97590524e-01,2.95084483e-02,3.61973456e-02,9.879704e-04,2.0
36,2.75538385e-01,2.89718449e-01,2.92591280e-02,3.58158482e-02,9.872762e-04,2.0
37,2.68437058e-01,2.82461733e-01,2.89982035e-02,3.55224846e-02,9.865627e-04,2.1
38,2.62013912e-01,2.75612384e-01,2.87853034e-02,3.50793414e-02,9.858301e-04,2.1
39,2.55760968e-01,2.69058466e-01,2.86094720e-02,3.45813110e-02,9.850782e-04,2.2
40,2.49898881e-01,2.62312233e-01,2.84126665e-02,3.42372029e-02,9.843073e-04,2.3
41,2.44121730e-01,2.56198943e-01,2.82378594e-02,3.39332087e-02,9.835172e-04,2.3
42,2.38879472e-01,2.50344485e-01,2.80804274e-02,3.34936695e-02,9.827081e-04,2.4
43,2.33672753e-01,2.44772792e-01,2.79002139e-02,3.31567083e-02,9.818800e-04,2.4
44,2.28794798e-01,2.39355519e-01,2.76994779e-02,3.29551633e-02,9.810328e-04,2.5
45,2.24171668e-01,2.34141141e-01,2.75333551e-02,3.25898316e-02,9.801667e-04,2.5
46,2.19673067e-01,2.29265749e-01,2.73974542e-02,3.21675753e-02,9.792816e-04,2.6
47,2.15436831e-01,2.24491671e-01,2.72473941e-02,3.18946605e-02,9.783777e-04,2.6
48,2.11322770e-01,2.20091134e-01,2.71064144e-02,3.15646862e-02,9.774548e-04,2.7
49,2.07403183e-01,2.16079667e-01,2.69711496e-02,3.12238062e-02,9.765132e-04,2.8
50,2.03727871e-01,2.12000445e-01,2.68092489e-02,3.10256676e-02,9.755527e-04,2.8
51,2.00216651e-01,2.08181560e-01,2.66870035e-02,3.06958936e-02,9.745735e-04,2.9
52,1.96812347e-01,2.04485387e-01,2.65826599e-02,3.03831138e-02,9.735756e-04,2.9
53,1.93580016e-01,2.00733870e-01,2.64472979e-02,3.01961077e-02,9.725590e-04,3.0
54,1.90537348e-01,1.97496325e-01,2.63335641e-02,2.98689536e-02,9.715238e-04,3.0
55,1.87552214e-01,1.94021717e-01,2.61624619e-02,2.96923888e-02,9.704699e-04,3.1
56,1.84672743e-01,1.90976292e-01,2.60356519e-02,2.94154289e-02,9.693976e-04,3.1
57,1.81924999e-01,1.87900245e-01,2.59119908e-02,2.91763433e-02,9.683067e-04,3.2
58,1.79256767e-01,1.84948370e-01,2.57842644e-02,2.89418714e-02,9.671973e-04,3.3
59,1.76738888e-01,1.82300687e-01,2.56617451e-02,2.86580222e-02,9.660695e-04,3.3
60,1.74324349e-01,1.79495752e-01,2.55044094e-02,2.85353252e-02,9.649234e-04,3.4
61,1.72066361e-01,1.77682683e-01,2.54461019e-02,2.82331931e-02,9.637589e-04,3.4
62,1.70114070e-01,1.75509691e-01,2.53339626e-02,2.83150522e-02,9.625761e-04,3.5
63,1.68929905e-01,1.76050022e-01,2.54593981e-02,2.79166919e-02,9.613750e-04,3.5
64,1.68523401e-01,1.72780290e-01,2.51746544e-02,2.81023787e-02,9.601558e-04,3.6
65,1.67163119e-01,1.68989390e-01,2.49098355e-02,2.75650583e-02,9.589184e-04,3.6
66,1.62614852e-01,1.67138517e-01,2.48993372e-02,2.73388585e-02,9.576630e-04,3.7
