phi_applied,target_flux,simulated_flux
0,0.1473460809004158,0.2107802346287627
0.0075,0.1545192823111008,0.2099531165893577
0.015,0.1656367149540081,0.2132005370614597
0.0225,0.1811176439665046,0.2210328115164637
0.03,0.2020354484039112,0.2344762489942306
