evaluation,iteration,objective,grad_norm,n_failed_points,used_anisotropy_recovery,k0_0,k0_1,alpha_0,alpha_1,steric_a_0,steric_a_1,steric_a_2,steric_a_3,grad_0,grad_1,grad_2,grad_3,grad_4,grad_5,grad_6,grad_7,effective_k0_0,effective_k0_1
15,11,3.3348974197889927e-05,1.862280235926902e-05,0,0,0.003223741308896436,0.0004815090414894555,0.22708995304716556,0.24382341638915103,0.02959291337330725,0.10907733929322905,0.047304573554275815,0.12006877528546529,-0.0006147694812941697,0.002325870833889467,-2.3145657511528266e-06,9.690957924358675e-06,1.132134281587124e-05,-4.0454340210513504e-06,5.481941768813139e-06,6.7433251409706045e-06,0.003223741308896436,0.0004815090414894555
16,12,3.334082012659573e-05,1.117362781440806e-05,0,0,0.0032224480761221534,0.00048123038244300313,0.2263452598324489,0.2431872009221595,0.029183845377377712,0.10879746634090764,0.04745729778872641,0.11968364483164125,-0.0008178298679207018,0.0018596790210921883,4.356308042345494e-07,4.573753162185381e-06,5.241357026919272e-06,-1.3218762095600095e-06,-2.1572572150209497e-06,5.366363059423314e-06,0.0032224480761221534,0.00048123038244300313
17,13,3.332088901146112e-05,3.388959040589468e-05,0,0,0.0032236065799959002,0.0004801491393028749,0.22372780557677524,0.24091230725962307,0.027875590380866875,0.10770135456726279,0.04812442160693838,0.11802858517154464,-0.0011483330047074043,0.00040157443071846786,1.1555143609887552e-05,-1.1285635735940627e-05,-1.6211111250393607e-05,1.0750484377010835e-05,-2.0890041365935693e-05,-2.898113225246221e-08,0.0032236065799959002,0.0004801491393028749
18,14,3.3300542733750855e-05,5.5303422723633206e-05,0,0,0.0032257892263500877,0.0004789162018813828,0.2207610960305207,0.23813702661430783,0.02667553618138334,0.10644814686836253,0.049296180269470705,0.11617041297339213,-0.0011779160899693677,-0.0003943003114447452,2.0761724013643553e-05,-2.1689830885919937e-05,-2.994401943388718e-05,1.916087342175518e-05,-2.831848870619111e-05,-3.8096846773404957e-06,0.0032257892263500877,0.0004789162018813828
19,15,3.322197550448008e-05,0.00011019336484267614,0,0,0.003242274580541961,0.000473820487700194,0.20853948446175344,0.22701937564717672,0.02213088282164518,0.10110667337441671,0.05418838699768241,0.10829193268730158,-0.0011370488818661841,-0.0026689473763568438,4.565727081495038e-05,-5.043413089813692e-05,-6.068834223760281e-05,3.6861816018934904e-05,-4.7281202279578175e-05,-1.2508845172441144e-05,0.003242274580541961,0.000473820487700194
20,16,3.3091452800232644e-05,0.00015811827857786873,0,0,0.0032706977733510194,0.0004638400965325278,0.18340043489297134,0.2051529540582148,0.013158439914771624,0.09082557350231758,0.06466991839268732,0.0928045246679107,-0.0006157247877336327,-0.0039478418580483005,6.401488347679143e-05,-6.471104127200103e-05,-9.869956232675584e-05,6.357143275827723e-05,-4.804066887801482e-05,-2.420431375813498e-05,0.0032706977733510194,0.0004638400965325278
21,17,3.292711851659178e-05,0.00012923679970691302,0,0,0.0033190333729667745,0.0004533534431051194,0.1574406488329661,0.18255123597299955,0.004633855525365127,0.0785209513066883,0.07490233787645853,0.0758468144212533,-0.000908807837654945,-0.0031858621710661745,4.876410710945684e-05,-5.602967484443537e-05,-7.72062711856056e-05,4.033969719013667e-05,-5.654053774328103e-05,-1.8456889015815995e-05,0.0033190333729667745,0.0004533534431051194
22,18,3.714817347534993e-05,0.000742111855066048,0,0,0.0033582948555826568,0.00042878798903391843,0.09057824602945347,0.12303764091619278,0.001,0.052597231769182934,0.10787052966987928,0.03744469137091346,0.001069680443980115,0.019385087547414193,-0.0001423532169199942,0.00016181107282408063,0.0005432562316698671,-0.00031830290794422194,0.0002924407822607914,0.00014792675988965626,0.0033582948555826568,0.00042878798903391843
23,18,3.2807805721627634e-05,5.70689729724105e-05,0,0,0.0033244901192076536,0.0004498391058575289,0.14810061639949967,0.1742377610639949,0.00412624097604686,0.07489965785739475,0.07950767611906077,0.07048240842079619,-0.0013724991145425591,0.001283337565993024,-3.309625764812775e-06,-8.629276648683875e-06,2.875306429881363e-05,-3.609204959821161e-05,-2.8225145531335038e-05,1.1544055320765611e-05,0.0033244901192076536,0.0004498391058575289
24,19,3.27689062708149e-05,3.930417549646303e-05,0,0,0.003334765066214042,0.00044649712553543016,0.13937306639876257,0.16662924508133975,0.001,0.07160687954676093,0.08363030989840911,0.06504083937470101,0.000112918139819079,0.0004829815849155981,2.579364611482965e-05,-1.979608454678091e-05,-1.5408037498699118e-05,1.1096115982348824e-05,1.0688702650711158e-05,-3.4413591514124503e-06,0.003334765066214042,0.00044649712553543016
25,20,3.321519966352628e-05,0.00030309479714136784,0,0,0.0033941974402324306,0.0004398724947812886,0.12321413474003867,0.15396266200883016,0.001,0.06380126109608378,0.08880471876396569,0.05302789799266658,-0.0018493242991800066,0.007322781908718846,-7.872673314413789e-05,5.5817781497601384e-05,0.00021682784383051976,-0.00017630633260934728,8.349810006384894e-07,6.473092483621416e-05,0.0033941974402324306,0.0004398724947812886
26,20,3.2760426626546155e-05,2.6477819789552097e-05,0,0,0.0033419237865781604,0.000445687661126211,0.13741150996324447,0.16509162996750318,0.001,0.07065934406431099,0.08425843898668053,0.06358257078522346,-0.00017208394636668517,0.0014849868933944224,1.135648203624457e-05,-9.19973605824691e-06,1.4003988759070179e-05,-1.289313074368171e-05,9.710871837198206e-06,5.171910448324393e-06,0.0033419237865781604,0.000445687661126211
27,21,3.2732020857837116e-05,2.7677269123317825e-05,0,0,0.003385694400376095,0.0004451871902427237,0.13755080694683228,0.16693298070238397,0.001,0.07012833769454681,0.08247355986168718,0.061340773102565437,-2.8468425970321217e-05,0.0012453730182692144,1.055863002231599e-05,-1.0348868730477938e-05,1.3419790660449765e-05,-1.8307402238591162e-05,-3.2258486300332402e-06,4.484487877553034e-06,0.003385694400376095,0.0004451871902427237
28,22,3.271862352371986e-05,5.920529407041145e-05,0,0,0.0033948601291530155,0.00044475015470790317,0.1348662542929942,0.1701252379414894,0.001,0.07270402972934459,0.08038683302360838,0.05972124086768842,-0.0015741075740837909,0.00028057533355289876,-1.7763697556029146e-05,2.048299782527691e-06,9.422033104842278e-06,-2.2257387623693628e-05,-4.891151978945188e-05,7.58490064952527e-06,0.0033948601291530155,0.00044475015470790317
29,23,3.267943911347684e-05,9.042696696832613e-06,0,0,0.0034138417355420478,0.0004436329765163918,0.13299869838265727,0.16786397697720765,0.001,0.07169762004626759,0.08182769973430856,0.05748284864166237,-5.952252576014343e-05,0.0010698625417104209,-2.5124591658420864e-06,3.352499722485754e-06,4.033946934919224e-06,-5.194046070404495e-06,-3.323370052446885e-06,2.9171476116099734e-06,0.0034138417355420478,0.0004436329765163918
30,24,3.267551496884962e-05,1.6361556211105448e-05,0,0,0.0034154019712460525,0.0004429959998537379,0.1313989669399784,0.16641642656317235,0.001,0.07140919770767612,0.0826103784632151,0.056414572191342015,0.00020847435123507298,0.0015201255727698513,-2.5969373567882176e-06,6.854030104174388e-06,8.93316981949869e-06,-5.167363971057313e-06,9.409981670829861e-06,3.719614152002538e-06,0.0034154019712460525,0.0004429959998537379
31,25,3.2671899252495336e-05,1.9118238287448884e-05,0,0,0.003418176430192583,0.0004423479390262395,0.12982178517576773,0.16513845990017026,0.001,0.0712360684053666,0.08310975532583513,0.05524682563409106,0.0002581918343400616,0.001604450033135623,-3.5213587798476915e-06,8.356772815246516e-06,9.779931476896716e-06,-4.432136276731803e-06,1.2071777969898104e-05,3.930967792905553e-06,0.003418176430192583,0.0004423479390262395
32,26,3.265592953468201e-05,5.831139981013158e-05,0,0,0.0034470298115813966,0.0004352656959216168,0.11320917948508608,0.14991522037654284,0.001,0.06855125359523964,0.08858603250448875,0.042531053080210754,0.0010889759356623036,0.002446127034463911,7.901602900111743e-07,1.4184159428251063e-05,1.526091923869516e-05,4.7684578962457e-06,5.33805457332596e-05,3.5456085977200925e-06,0.0034470298115813966,0.0004352656959216168
33,27,3.263219339003547e-05,3.5812141579014864e-05,0,0,0.0034603975482044485,0.0004346057881412406,0.11203005949019246,0.1494353310199536,0.001,0.06839313744040415,0.08806284067641557,0.04091912530201136,0.0007068478870509001,0.0019278807251330455,-1.9839202884694516e-06,1.1274872805782618e-05,1.1635300201968068e-05,3.05238601163788e-07,3.112627390432355e-05,3.41910373343245e-06,0.0034603975482044485,0.0004346057881412406
34,28,3.259346466492269e-05,9.13746798900214e-06,0,0,0.0035064245340646373,0.00042779964373225124,0.09660759750412265,0.1363704637788684,0.001,0.06615506915535348,0.0908504463178465,0.027687643641645974,0.0002838220129207724,0.0008380553612772094,-9.954692065665172e-07,3.728058044230774e-06,-3.6071981531796637e-06,3.7377422729584456e-06,5.973316069424097e-06,9.072353993331065e-08,0.0035064245340646373,0.00042779964373225124
35,29,3.257578381825443e-05,5.97100099578999e-06,0,0,0.0035339428593669686,0.00042252947338651347,0.0850671290640508,0.12526589650112627,0.002464898805948288,0.06529176219653171,0.09311522009709311,0.01746113777106511,0.00015464841915881092,0.0005842501722116795,-8.289871582100466e-07,1.4144537579530836e-06,-4.9391809624906805e-06,2.4080847630016523e-06,9.282074491347291e-07,-4.810675875086397e-08,0.0035339428593669686,0.00042252947338651347
36,30,3.256091255272181e-05,7.701691422941548e-06,0,0,0.0035498355873269613,0.00041744453105378845,0.07502274908677989,0.11393184629851486,0.005661298919220453,0.06572454167536095,0.0948520876595994,0.007703384154779471,-8.408179659969784e-05,0.0005987897112516944,-1.905307713803036e-06,-5.191300621809142e-07,8.505472180498925e-07,-5.211796504046856e-06,-4.755202346842953e-06,2.028435640056494e-06,0.0035498355873269613,0.00041744453105378845
37,31,3.2635063837324216e-05,0.00010836484524283206,0,0,0.0035825819851144393,0.00040951460679063703,0.05931446560045718,0.09724459709477178,0.010483616366377069,0.067747162854968,0.0972512353002292,0.001,-0.0010241411162387243,0.0031308121992347955,-3.705751121200755e-05,2.5366848292718907e-05,7.265560349873113e-05,-6.088891116900382e-05,-6.397702064046282e-06,2.4877437035124472e-05,0.0035825819851144393,0.00040951460679063703
38,31,3.256089169757653e-05,7.889582208578535e-06,0,0,0.0035499171967578896,0.0004174244870744982,0.07498342161484386,0.11389006787470929,0.005673372138693145,0.06572960553722386,0.0948580941982253,0.007686601471142968,-8.700823266731485e-05,0.0006059002010735184,-2.0060810547743366e-06,-4.4707971910175337e-07,1.0550697097371376e-06,-5.376649711842775e-06,-4.771968885357333e-06,2.093581926595556e-06,0.0035499171967578896,0.0004174244870744982
39,32,3.2559698675649126e-05,1.559928757117092e-05,0,0,0.0035645483223555605,0.00041337029070458555,0.06676485570779679,0.105154679963413,0.008166038098276412,0.06641382758438025,0.09621977933799544,0.001,-0.00022197108192916154,0.0008652906140698101,-6.266977723134575e-06,2.4424374985231826e-06,8.588151812688417e-06,-9.64830474870543e-06,-2.329634964166713e-06,4.67187433502554e-06,0.0035645483223555605,0.00041337029070458555
40,33,3.255497654234407e-05,6.822283260740888e-06,0,0,0.00355742245720119,0.00041394983864268366,0.06851650278328782,0.10627912241691365,0.008593618525297202,0.06694862717279917,0.09574279367483443,0.001,-0.00013586275959705533,0.0003371262832943924,2.194426322805386e-07,-3.257394362315603e-06,-3.3545460167029703e-06,-1.4157776301236503e-06,-4.491450183612402e-06,1.054737051444346e-06,0.00355742245720119,0.00041394983864268366
41,34,3.255098410580945e-05,1.2061315875481677e-05,0,0,0.0035481747090039826,0.0004145979823802594,0.07067789980510035,0.10767271892222668,0.009672179586536052,0.06798443040456269,0.09500973449208815,0.001,-0.0001681875603945813,0.00024190445016228183,2.6703750598114145e-06,-6.015053218860013e-06,-6.124397617582208e-06,-1.1078240660866376e-06,-7.837318238143546e-06,2.5109125388219196e-07,0.0035481747090039826,0.0004145979823802594
42,35,3.254107247652128e-05,2.6148510645150796e-05,0,0,0.0035167775067137742,0.00041706548487360404,0.07807703406629835,0.11341093834010468,0.013045498121795354,0.07145270463482055,0.0925894700565628,0.001,-0.00016122223333979815,-0.00017609657805704813,9.351835759306202e-06,-1.2401514001428597e-05,-1.572524057266753e-05,3.984766415302297e-06,-1.3081514464188494e-05,-2.543551804541126e-06,0.0035167775067137742,0.00041706548487360404
43,36,3.258005528236536e-05,0.00011372076656778241,0,0,0.003492998221269206,0.0004176021127086593,0.08179953593544799,0.115784926645056,0.018699566762790568,0.07580739482022845,0.09032720583271886,0.001,-0.0015937622604572663,0.00238385686450383,-3.2277261167637026e-05,1.3256532525597955e-05,6.180571411602942e-05,-6.904301548063462e-05,-4.937959651911128e-05,2.2804782595337527e-05,0.003492998221269206,0.0004176021127086593
44,36,3.253474342231786e-05,2.25155807647764e-05,0,0,0.0035113251382179033,0.00041718814648129295,0.07892834022032494,0.11395385031829366,0.014338538017694066,0.07244858715792693,0.09207210847462423,0.001,-0.00044176703110419835,0.00019783741731350946,2.9063166507330076e-07,-7.485058647233527e-06,-1.3114611555126903e-06,-8.808702626912423e-06,-1.8802937756377115e-05,2.276776565455593e-06,0.0035113251382179033,0.00041718814648129295
45,37,3.260206755288906e-05,0.0001434573535215593,0,0,0.0033966027644665346,0.0004253171926356447,0.10445920080402044,0.1346422620528911,0.03046793068977082,0.08734292906153475,0.08261399904599392,0.001,-0.002291831973975289,0.0028061217356383002,-4.021935459011652e-05,1.4764604328811937e-05,7.556930983726394e-05,-8.549291449427971e-05,-6.800023390243748e-05,2.7781239101845105e-05,0.0033966027644665346,0.0004253171926356447
46,37,3.2535075220954126e-05,4.6451611855949464e-05,0,0,0.0034884081549508617,0.0004187781786534425,0.08396105943590156,0.11803201160608674,0.017518011900692788,0.07538460415805599,0.09020769779765346,0.001,-0.0008094921576395126,0.0009037221365585622,-7.76245953300892e-06,-2.319361419587823e-06,1.71789876701973e-05,-2.766003715744474e-05,-3.0331443410778145e-05,8.299892052702434e-06,0.0034884081549508617,0.0004187781786534425
47,37,3.253567395179157e-05,3.236098180263118e-05,0,0,0.0035036590048285643,0.00041771820974388017,0.08060820778665553,0.11531509671098432,0.015399812216642753,0.07342859806683018,0.09144978823532496,0.001,-0.0005951631736048733,0.0005715748643490655,-2.697441411774284e-06,-5.123044226872962e-06,7.009421878425139e-06,-1.7675066062230945e-05,-2.4582693766788805e-05,4.950384087000179e-06,0.0035036590048285643,0.00041771820974388017
48,37,3.253692604209517e-05,2.762299285807621e-05,0,0,0.0035096934264833525,0.00041730081538343564,0.07928558716032028,0.11424333808394574,0.014564232571044236,0.07265699995509313,0.09193976351741284,0.001,-0.0005107370182172383,0.0004239641148051764,-5.957846868385406e-07,-6.380860616343655e-06,2.7529861370469025e-06,-1.3555366339707228e-05,-2.237821606439875e-05,3.5561385486145412e-06,0.0035096934264833525,0.00041730081538343564
49,37,3.2537330859308995e-05,2.6570025729299992e-05,0,0,0.003511231587928344,0.00041719460384640063,0.07894881763261409,0.11397044377135446,0.014351474840667074,0.07246053338977979,0.09206452245512398,0.001,-0.0004893999564250883,0.00038642456434759623,-6.23499414748594e-08,-6.700645851701018e-06,1.665362638069291e-06,-1.2502703271169175e-05,-2.1816047967620675e-05,3.1998519637197137e-06,0.003511231587928344,0.00041719460384640063
50,37,3.253736200910999e-05,2.650866421530298e-05,0,0,0.0035113248101779904,0.0004171881691239702,0.07892841202469211,0.11395390850349692,0.014338583380866602,0.07244862904757618,0.09207208187412794,0.001,-0.00048810514012210464,0.0003841469315088485,-3.003640519451726e-08,-6.720017240572241e-06,1.5994261639398538e-06,-1.2438901760487535e-05,-2.1781962970334014e-05,3.17824176250644e-06,0.0035113248101779904,0.0004171881691239702
51,37,3.2537362104009934e-05,2.6508446979608502e-05,0,0,0.0035113251382138605,0.0004171881464815719,0.07892834022120955,0.1139538503190105,0.014338538018252932,0.072448587158443,0.09207210847429652,0.001,-0.00048810058853022563,0.0003841389634522121,-2.992243421796718e-08,-6.72008541240438e-06,1.5991909775480621e-06,-1.2438673312099616e-05,-2.1781843313478416e-05,3.1781654328727526e-06,0.0035113251382138605,0.0004171881464815719
52,37,3.253736210415546e-05,2.650844665363739e-05,0,0,0.003511325138215882,0.00041718814648143243,0.07892834022076725,0.11395385031865209,0.014338538017973499,0.07244858715818496,0.09207210847446037,0.001,-0.000488100590100939,0.0003841390050302136,-2.9922585775160083e-08,-6.720085367490654e-06,1.59919047608225e-06,-1.2438672611848615e-05,-2.178184336377064e-05,3.178165435425466e-06,0.003511325138215882,0.00041718814648143243
53,37,3.2537362104038225e-05,2.650844657382034e-05,0,0,0.0035113251382168946,0.00041718814648136244,0.0789283402205461,0.11395385031847287,0.014338538017833783,0.07244858715805595,0.0920721084745423,0.001,-0.0004881005894787939,0.00038413900483445264,-2.9922620379762795e-08,-6.72008532470702e-06,1.5991904360656488e-06,-1.243867256398468e-05,-2.178184331290774e-05,3.178165422150359e-06,0.0035113251382168946,0.00041718814648136244
54,37,3.253736210382158e-05,2.6508446549103065e-05,0,0,0.003511325138217397,0.0004171881464813279,0.07892834022043552,0.11395385031838327,0.014338538017763924,0.07244858715799143,0.09207210847458326,0.001,-0.0004881005906452647,0.00038413900770133125,-2.992258718737407e-08,-6.7200853679360445e-06,1.5991904502219681e-06,-1.2438672562419079e-05,-2.1781843267152023e-05,3.1781654254592695e-06,0.003511325138217397,0.0004171881464813279
55,37,3.253736210404274e-05,2.650844654702803e-05,0,0,0.0035113251382176518,0.0004171881464813104,0.07892834022038023,0.11395385031833846,0.014338538017728995,0.07244858715795918,0.09207210847460374,0.001,-0.0004881005888519328,0.0003841390066966245,-2.99224693315215e-08,-6.720085334907208e-06,1.5991902363357948e-06,-1.2438672422660879e-05,-2.178184338206699e-05,3.1781653642425314e-06,0.0035113251382176518,0.0004171881464813104
56,37,3.253678374628055e-05,2.499941087921955e-05,0,0,0.003511354016313928,0.0004171879639221294,0.07892804958865987,0.11396133537694089,0.01433984947884958,0.07245739586055384,0.0920909114123806,0.001,-0.0004595174447803487,0.0003894870338338992,2.426269184267738e-07,-6.642976230162865e-06,1.2824950198891125e-06,-1.169734621103035e-05,-2.047544295940344e-05,3.0203871383496794e-06,0.003511354016313928,0.0004171879639221294
57,37,3.253733216864127e-05,2.6457225182336625e-05,0,0,0.003511326115492978,0.0004171881403032101,0.0789283303849047,0.11395410362413125,0.014338582399546248,0.07244888525790211,0.09207274479480845,0.001,-0.00048714034729009116,0.00038432645458710835,-2.0722741160135688e-08,-6.717473042682591e-06,1.588429535420103e-06,-1.24135157480291e-05,-2.173765696646315e-05,3.1728338420209125e-06,0.003511326115492978,0.0004171881403032101
58,37,3.253735261922522e-05,2.6508374906378346e-05,0,0,0.0035113251392801218,0.0004171881464745779,0.07892834020963464,0.11395385059361653,0.014338538065933533,0.07244858748193737,0.09207210916625254,0.001,-0.00048810651462661214,0.00038414596974685553,-2.9937168750490315e-08,-6.720079793573391e-06,1.5991340975059362e-06,-1.2438564796538143e-05,-2.178181438386951e-05,3.1781673469128256e-06,0.0035113251392801218,0.0004171881464745779
59,37,3.253735292457373e-05,2.65083996258346e-05,0,0,0.0035113251387490123,0.0004171881464779352,0.07892834021497977,0.11395385045595542,0.014338538041813856,0.07244858731993253,0.0920721088204392,0.001,-0.000488106863729665,0.0003841461606333401,-2.994177801509334e-08,-6.720080860904808e-06,1.5991399545958686e-06,-1.2438575356660256e-05,-2.1781836739443196e-05,3.17817020826279e-06,0.0035113251387490123,0.0004171881464779352
60,37,3.2537353102628846e-05,2.6508412074361115e-05,0,0,0.0035113251384834617,0.0004171881464796143,0.07892834021765234,0.11395385038712495,0.014338538029754032,0.0724485872389302,0.09207210864753274,0.001,-0.000488107040163142,0.0003841462241453977,-2.9943734100831604e-08,-6.720081738311991e-06,1.5991424574572036e-06,-1.2438580359269558e-05,-2.1781848132464372e-05,3.1781714656455243e-06,0.0035113251384834617,0.0004171881464796143
61,37,3.2537353181970916e-05,2.650841833795467e-05,0,0,0.0035113251383506842,0.0004171881464804534,0.07892834021898862,0.11395385035270973,0.014338538023724125,0.07244858719842907,0.09207210856107956,0.001,-0.00048810712819144205,0.000384146271807587,-2.9944757857445483e-08,-6.72008206180458e-06,1.59914387668831e-06,-1.2438582945790874e-05,-2.178185384647814e-05,3.1781721277674048e-06,0.0035113251383506842,0.0004171881464804534
62,37,3.2537353184075434e-05,2.6508421823286242e-05,0,0,0.0035113251382842955,0.00041718814648087314,0.07892834021965676,0.11395385033550214,0.01433853802070917,0.07244858717817851,0.09207210851785297,0.001,-0.0004881071955037445,0.0003841462725988334,-2.994549635339336e-08,-6.720082094239193e-06,1.5991447568703863e-06,-1.2438584755952934e-05,-2.178185682091901e-05,3.1781725338471224e-06,0.0035113251382842955,0.00041718814648087314
63,37,3.253735322405477e-05,2.65084232622871e-05,0,0,0.003511325138251101,0.00041718814648108305,0.07892834021999083,0.11395385032689832,0.014338538019201694,0.07244858716805323,0.09207210849623969,0.001,-0.0004881072052098851,0.0003841462813581149,-2.9945641185619e-08,-6.720082324898963e-06,1.5991450248195962e-06,-1.2438585148537187e-05,-2.1781858225304314e-05,3.178172652404786e-06,0.003511325138251101,0.00041718814648108305
