evaluation,iteration,objective,grad_norm,n_failed_points,used_anisotropy_recovery,k0_0,k0_1,alpha_0,alpha_1,steric_a_0,steric_a_1,steric_a_2,steric_a_3,grad_0,grad_1,grad_2,grad_3,grad_4,grad_5,grad_6,grad_7,effective_k0_0,effective_k0_1
1,0,1000000000.0003055,0.0035890557908241747,2,0,0.004999999999999999,0.0004999999999999999,0.4,0.3,0.1,0.1,0.1,0.1,0.11560408869478828,0.05874951589129648,0.0011805984349797167,0.00018270781984413455,-2.8988598165224032e-05,0.0009082979890795899,0.0029478454322614347,-0.0004031238990400349,0.004999999999999999,0.0004999999999999999
2,0,1000000000.000293,0.0034588415441194325,2,0,0.004984700428064981,0.0004999221350767516,0.3988194015650203,0.29981729218015585,0.10002898859816522,0.09909170201092042,0.09705215456773857,0.10040312389904003,0.11344674360892586,0.0584069110230233,0.0011449798125242434,0.00018279099111491307,5.8163937794362584e-05,0.0007697171286556849,0.0028613234255093806,-0.00036901283530777027,0.004984700428064981,0.0004999221350767516
