phi_applied,target_current_density,simulated_current_density
-1,-0.03043722516174838,-0.0003849186299844406
-2.357142857142857,0.006729370701976594,-0.001285917163064366
-3.714285714285714,-0.03524058370704842,-0.00321564022741283
-5.071428571428571,-0.0006589100847991932,-0.007509138607745309
-6.428571428571429,-0.01828248042627723,-0.01683845806188691
-7.785714285714286,-0.03019498215811969,-0.03556947497854485
-9.142857142857142,-0.07269525279864891,-0.06765017579285817
-10.5,-0.1258085143248263,-0.1101350097915381
-11.85714285714286,-0.1358307388881527,-0.1511310889407411
-13.21428571428572,-0.1633231955693945,-0.1815606547435489
-14.57142857142857,-0.2071228402568317,-0.2028297095080388
-15.92857142857143,-0.2281385997582255,-0.2215055736324532
-17.28571428571428,-0.2538774980896628,-0.2437279559587891
-18.64285714285714,-0.2797603537064962,-0.2726323297022812
-20,-0.2918225691886729,-0.3064287221577488
